Hawaii Ocean Time-series : 12-Sep-2023 23:56:22
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, atp, 
#, mmddyy, hhmmss, dbar, ng/kg, 
0730201107, 062696, 214237,  139.3,  20.62,
0730201106, 062696, 214137,  149.5,  15.61,
0730201105, 062696, 214027,  174.7,  10.85,
0740201112, 072796, 214634,    4.5,  31.00,
0740201111, 072796, 214518,   25.1,  45.92,
0740201110, 072796, 214412,   45.2,  56.41,
0740201109, 072796, 214302,   73.9,  41.48,
0740201108, 072796, 214150,   99.2,  31.08,
0740201107, 072796, 214044,  124.7,  22.95,
0740201106, 072796, 213934,  149.9,  10.98,
0740201105, 072796, 213838,  175.2,   9.04,
0750201012, 082196, 195339,    4.4,  25.25,
0750201011, 082196, 195207,   24.0,  29.65,
0750201010, 082196, 195107,   44.6,  31.80,
0750201009, 082196, 194949,   74.7,  30.25,
0750201008, 082196, 194835,   99.7,  27.34,
0750201007, 082196, 194711,  124.7,  19.90,
0750201006, 082196, 194537,  159.3,   9.38,
0750201005, 082196, 194423,  175.0,   9.54,
0760201112, 100296, 215323,    4.4,  45.42,
0760201111, 100296, 215225,   24.8,  32.06,
0760201110, 100296, 215133,   45.0,  26.60,
0760201109, 100296, 215023,   75.0,  36.88,
0760201108, 100296, 214925,   99.2,  22.77,
0760201107, 100296, 214817,  124.8,  12.64,
0760201106, 100296, 214659,  149.7,   6.78,
0760201105, 100296, 214543,  174.6,   5.41,
0770200912, 103096, 215006,    4.3,  34.12,
0770200911, 103096, 214851,   24.8,  43.21,
0770200910, 103096, 214731,   43.5,  32.38,
0770200909, 103096, 214629,   74.5,  37.03,
0770200908, 103096, 214519,   99.8,  27.40,
0770200907, 103096, 214401,  124.7,  12.30,
0770200906, 103096, 214243,  150.1,   5.43,
0770200905, 103096, 214123,  175.3,   7.28,
0780201015, 121196, 205250,    4.9,  31.17,
0780201014, 121196, 205152,   24.5,  31.60,
0780201013, 121196, 205054,   45.2,  26.86,
0780201012, 121196, 204948,   74.5,  20.32,
0780201011, 121196, 204840,   99.8,  16.86,
0780201010, 121196, 204726,  125.8,  10.63,
0780201009, 121196, 204612,  150.1,   7.08,
0780201008, 121196, 204500,  175.9,   5.62,
0790201012, 010897, 204051,    4.4,  35.18,
0790201011, 010897, 203909,   25.5,  35.65,
0790201010, 010897, 203723,   45.4,  26.86,
0790201009, 010897, 203553,   75.9,  30.81,
0790201008, 010897, 203405,  100.7,  16.27,
0790201007, 010897, 203211,  124.4,  18.80,
0790201006, 010897, 203025,  149.4,  21.59,
0790201005, 010897, 202901,  174.7,  16.82,
0800201014, 021897, 185658,    4.8,  30.80,
0800201013, 021897, 185554,   24.9,  27.90,
0800201012, 021897, 185446,   44.6,  29.59,
0800201011, 021897, 185324,   75.8,  27.62,
0800201010, 021897, 185214,   99.9,  39.31,
0800201009, 021897, 185102,  125.4,  20.89,
0800201008, 021897, 184944,  150.6,  18.04,
0800201007, 021897, 184836,  175.2,  12.22,
0810201012, 031297, 185415,    5.2,  41.55,
0810201011, 031297, 185311,   25.3,  39.60,
0810201010, 031297, 185145,   46.7,  45.61,
0810201009, 031297, 185023,   75.8,  39.85,
0810201008, 031297, 184919,  100.0,  37.25,
0810201007, 031297, 184803,  125.5,  25.90,
0810201006, 031297, 184639,  151.7,  13.71,
0810201005, 031297, 184523,  177.8,   9.72,
0820201012, 040997, 185733,    4.5,  31.83,
0820201011, 040997, 185613,   24.4,  42.28,
0820201010, 040997, 185459,   44.3,  36.71,
0820201009, 040997, 185335,   73.9,  42.10,
0820201008, 040997, 185209,   99.8,  51.28,
0820201007, 040997, 185045,  124.4,  15.07,
0820201006, 040997, 184935,  149.8,  10.38,
0820201005, 040997, 184759,  175.8,   7.86,
0830201020, 050797, 185754,    4.7,  51.31,
0830201019, 050797, 185658,   25.0,  41.90,
0830201018, 050797, 185556,   44.5,  53.38,
0830201017, 050797, 185500,   74.8,  54.59,
0830201014, 050797, 185258,   99.4,  58.75,
0830201011, 050797, 185046,  124.5,  39.46,
0830201009, 050797, 184858,  150.2,  23.71,
0830201007, 050797, 184720,  175.5,  16.22,
0840201013, 060497, 185507,    4.4,  29.58,
0840201012, 060497, 185325,   24.9,  27.81,
0840201011, 060497, 185209,   45.2,  26.14,
0840201010, 060497, 185041,   75.1,  27.38,
0840201009, 060497, 184925,  100.3,  32.21,
0840201008, 060497, 184801,  124.6,  20.61,
0840201007, 060497, 184547,  149.9,   9.25,
0840201005, 060497, 184323,  174.3,   6.46,
0850201014, 070997, 192456,    5.3,  19.44,
0850201013, 070997, 192354,   25.1,  26.66,
0850201012, 070997, 192256,   45.3,  24.06,
0850201011, 070997, 192156,   75.7,  21.29,
0850201010, 070997, 192050,  100.1,  17.84,
0850201009, 070997, 191950,  125.2,  16.01,
0850201008, 070997, 191844,  149.3,  11.51,
0850201007, 070997, 191746,  174.2,   7.61,
0860200613, 080297, 195659,    4.8,  51.77,
0860200612, 080297, 195547,   24.7,  50.24,
0860200611, 080297, 195425,   44.6,  85.41,
0860200610, 080297, 195321,   73.8,  57.92,
0860200609, 080297, 195207,  101.3,  55.42,
0860200608, 080297, 195007,  125.0,  21.03,
0860200606, 080297, 194733,  149.4,  19.53,
0860200605, 080297, 194557,  176.1,   8.69,
0870200513, 092597, 191057,    4.4,  35.32,
0870200512, 092597, 190933,   23.1,  37.86,
0870200511, 092597, 190739,   44.3,  40.74,
0870200510, 092597, 190601,   75.0,  43.80,
0870200509, 092597, 190427,   99.5,  27.84,
0870200508, 092597, 190259,  125.5,  20.98,
0870200507, 092597, 190157,  128.0,  22.41,
0870200506, 092597, 190035,  149.7,  10.28,
0870200505, 092597, 185913,  172.2,   5.32,
0880200912, 120697, 130725,    5.1,  23.72,
0880200911, 120697, 130507,   25.3,  28.03,
0880200910, 120697, 130333,   45.6,  27.48,
0880200909, 120697, 130155,   75.5,  23.55,
0880200908, 120697, 125939,   99.4,  18.66,
0880200907, 120697, 125745,  125.6,  18.49,
0880200906, 120697, 125551,  149.5,   9.48,
0880200905, 120697, 125355,  178.2,   6.41,
0890201012, 011198, 190547,    4.8,  23.70,
0890201011, 011198, 190417,   25.0,  23.60,
0890201010, 011198, 190235,   44.9,  20.61,
0890201009, 011198, 190001,   77.1,  14.50,
0890201008, 011198, 185817,  101.7,  12.60,
0890201007, 011198, 185637,  127.2,  10.67,
0890201006, 011198, 185503,  149.0,   9.83,
0890201005, 011198, 185329,  174.8,   4.47,
0900201012, 021998, 205449,    5.4,  12.92,
0900201011, 021998, 205322,   25.3,  20.42,
0900201010, 021998, 205208,   44.5,  15.99,
0900201009, 021998, 205042,   74.8,  18.62,
0900201008, 021998, 204916,   99.6,  16.91,
0900201007, 021998, 204753,  124.9,  10.75,
0900201006, 021998, 204632,  149.4,   4.32,
0900201005, 021998, 204513,  174.8,   4.33,
0910200912, 031898, 215232,    4.5,  22.56,
0910200911, 031898, 215124,   24.7,  31.62,
0910200910, 031898, 215014,   44.7,  31.87,
0910200909, 031898, 214858,   74.8,  37.82,
0910200908, 031898, 214754,  100.6,  32.94,
0910200907, 031898, 214642,  124.5,  34.90,
0910200906, 031898, 214522,  149.5,  17.93,
0910200905, 031898, 214414,  174.3,  10.91,
0920201012, 041598, 221227,    5.0,  32.06,
0920201011, 041598, 221056,   24.7,  32.78,
0920201010, 041598, 220945,   44.8,  33.91,
0920201009, 041598, 220823,   74.3,  25.03,
0920201008, 041598, 220654,   99.9,  35.16,
0920201007, 041598, 220529,  125.3,  19.42,
0920201006, 041598, 220405,  150.1,  15.81,
0920201005, 041598, 220252,  174.1,   6.28,
0930201012, 051398, 215949,    5.0,  25.84,
0930201011, 051398, 215848,   25.2,  27.04,
0930201010, 051398, 215748,   46.1,  27.80,
0930201009, 051398, 215633,   75.4,  28.22,
0930201008, 051398, 215534,  100.3,  23.89,
0930201007, 051398, 215418,  125.6,  28.86,
0930201006, 051398, 215303,  151.2,  19.91,
0930201005, 051398, 215148,  177.1,  12.23,
0940200723, 061798, 195637,    4.6,  29.63,
0940200721, 061798, 195510,   24.2,  30.77,
0940200719, 061798, 195346,   45.3,  47.22,
0940200717, 061798, 195215,   75.1,  23.42,
0940200715, 061798, 195045,  100.3,  28.83,
0940200713, 061798, 194917,  125.1,  25.12,
0940200711, 061798, 194750,  149.9,  10.52,
0940200709, 061798, 194619,  175.8,   8.17,
0950200723, 071598, 195744,    4.7,  23.88,
0950200721, 071598, 195614,   24.5,  26.60,
0950200719, 071598, 195454,   45.2,  20.46,
0950200717, 071598, 195324,   75.8,  17.28,
0950200715, 071598, 195204,  100.6,  26.26,
0950200713, 071598, 195044,  125.0,  25.76,
0950200711, 071598, 194929,  150.2,  15.37,
0950200709, 071598, 194809,  176.1,  10.62,
0960200723, 081098, 195835,    5.7,  42.51,
0960200721, 081098, 195652,   25.1,  54.68,
0960200719, 081098, 195527,   45.5,  42.78,
0960200717, 081098, 195345,   75.6,  35.62,
0960200715, 081098, 195212,  100.2,  28.92,
0960200713, 081098, 195044,  124.7,  23.76,
0960200711, 081098, 194911,  150.4,  14.58,
0960200709, 081098, 194741,  175.4,  10.91,
0970200714, 092898, 195749,    5.1,  21.54,
0970200712, 092898, 195604,   25.1,  22.31,
0970200710, 092898, 195434,   45.3,  29.41,
0970200709, 092898, 195248,   76.1,  30.79,
0970200708, 092898, 195103,  100.9,  33.10,
0970200707, 092898, 194948,  125.0,  30.77,
0970200706, 092898, 194819,  150.6,  14.71,
0970200705, 092898, 194703,  176.8,   8.71,
0980201012, 101998, 195459,    5.2,  28.33,
0980201011, 101998, 195344,   25.2,  33.55,
0980201010, 101998, 195236,   44.7,  29.12,
0980201009, 101998, 195107,   75.2,  32.16,
0980201008, 101998, 194953,   99.7,  23.34,
0980201007, 101998, 194838,  125.2,  24.76,
0980201006, 101998, 194717,  150.3,  16.34,
0980201005, 101998, 194558,  175.4,   9.47,
0990201012, 111198, 185151,    5.7,  25.69,
0990201011, 111198, 185031,   25.6,  35.78,
0990201010, 111198, 184920,   45.9,  25.02,
0990201009, 111198, 184805,   75.8,  36.34,
0990201008, 111198, 184655,  100.3,  27.26,
0990201007, 111198, 184540,  125.3,  16.32,
0990201006, 111198, 184430,  149.7,  12.28,
0990201005, 111198, 184315,  175.8,  13.09,
1000200923, 120998, 180002,    5.5,  18.76,
1000200921, 120998, 175847,   25.5,  20.69,
1000200919, 120998, 175736,   45.4,  15.93,
1000200917, 120998, 175546,   75.6,  20.00,
1000200915, 120998, 175416,  100.9,  17.11,
1000200913, 120998, 175246,  124.4,  13.32,
1000200911, 120998, 175106,  149.8,   5.69,
1000200909, 120998, 174926,  174.9,   6.75,
1010200923, 011399, 185133,    5.3,  23.01,
1010200921, 011399, 185018,   25.2,  24.82,
1010200919, 011399, 184907,   46.0,  26.76,
1010200917, 011399, 184747,   75.6,  26.41,
1010200915, 011399, 184632,  100.9,  28.00,
1010200913, 011399, 184517,  125.3,  21.18,
1010200911, 011399, 184402,  150.9,  14.36,
1010200909, 011399, 184248,  175.2,   8.33,
1020200722, 021899, 180243,    5.7,  27.00,
1020200720, 021899, 180030,   25.5,  29.33,
1020200717, 021899, 175745,   45.1,  32.48,
1020200715, 021899, 175515,   75.6,  29.91,
1020200712, 021899, 175216,  101.1,  41.81,
1020200708, 021899, 174940,  126.7,  30.81,
1020200706, 021899, 174801,  151.2,  26.95,
1020200705, 021899, 174648,  176.7,  16.40,
1030201023, 031799, 195742,    5.2,  36.89,
1030201021, 031799, 195612,   24.7,  37.80,
1030201019, 031799, 195452,   45.8,  38.69,
1030201017, 031799, 195302,   76.7,  37.24,
1030201015, 031799, 195132,  100.4,  27.92,
1030201013, 031799, 194952,  125.5,  25.74,
1030201011, 031799, 194813,  155.3,  15.48,
1030201009, 031799, 194632,  178.8,  12.19,
1040201223, 041599, 122758,    5.3,  25.12,
1040201220, 041599, 122518,   25.4,  31.20,
1040201217, 041599, 122303,   45.2,  16.86,
1040201214, 041599, 122033,   74.7,  35.32,
1040201211, 041599, 121750,   98.9,  24.24,
1040201208, 041599, 121504,  125.0,  34.49,
1040201206, 041599, 121249,  149.9,  15.80,
1040201205, 041599, 121119,  176.8,  16.14,
1050201012, 051099, 195317,    6.5,  17.77,
1050201011, 051099, 195212,   25.6,  19.88,
1050201010, 051099, 195102,   45.5,  15.79,
1050201009, 051099, 194942,   76.5,  22.18,
1050201008, 051099, 194817,  101.4,  16.27,
1050201007, 051099, 194702,  126.3,   9.09,
1050201006, 051099, 194547,  152.8,   7.20,
1050201005, 051099, 194432,  175.2,   4.97,
1060201012, 071499, 194900,    4.0,  22.13,
1060201011, 071499, 194740,   24.5,  16.98,
1060201010, 071499, 194625,   45.0,  31.67,
1060201009, 071499, 194459,   74.1,  28.04,
1060201008, 071499, 194340,   99.9,  27.16,
1060201007, 071499, 194210,  124.3,  21.30,
1060201006, 071499, 194040,  149.0,  19.91,
1060201005, 071499, 193925,  175.2,  13.07,
1070201311, 081499, 195143,    5.0,  21.88,
1070201310, 081499, 195026,   24.2,  27.63,
1070201309, 081499, 194908,   44.9,  29.68,
1070201308, 081499, 194730,   74.6,  56.32,
1070201306, 081499, 194329,  123.5,  29.26,
1070201305, 081499, 194149,  173.8,   6.00,
1070201404, 081499, 224302,  100.4,  38.16,
1070201403, 081499, 224118,  149.1,  14.14,
1080201012, 101599, 205103,    4.7,  19.46,
1080201011, 101599, 204946,   25.0,  22.22,
1080201010, 101599, 204838,   44.8,  24.08,
1080201009, 101599, 204728,   75.3,  25.26,
1080201008, 101599, 204618,  100.1,  22.25,
1080201007, 101599, 204459,  124.2,  16.27,
1080201006, 101599, 204338,  149.1,  10.09,
1080201005, 101599, 204229,  173.2,   4.24,
1090201116, 110999, 214829,    4.2,  30.03,
1090201114, 110999, 214713,   24.7,  36.86,
1090201112, 110999, 214446,   44.4,  31.68,
1090201109, 110999, 214248,   75.2,  29.71,
1090201108, 110999, 214128,   99.7,  31.79,
1090201107, 110999, 214013,  124.4,  15.40,
1090201106, 110999, 213913,  150.0,  10.75,
1090201105, 110999, 213758,  176.2,   7.96,
1100201012, 121599, 194816,    4.6,  32.22,
1100201011, 121599, 194716,   24.7,  31.72,
1100201010, 121599, 194606,   45.1,  21.93,
1100201009, 121599, 194446,   73.8,  25.49,
1100201008, 121599, 194326,   99.6,  26.59,
1100201007, 121599, 194211,  124.5,  14.90,
1100201006, 121599, 194111,  148.7,   9.90,
1100201005, 121599, 193956,  175.2,   9.60,
1110201212, 020400, 004449,    4.6,  29.51,
1110201211, 020400, 004344,   24.7,  34.28,
1110201210, 020400, 004249,   43.9,  38.64,
1110201209, 020400, 004134,   74.2,  40.21,
1110201208, 020400, 004029,   99.6,  33.29,
1110201207, 020400, 003919,  124.0,  22.87,
1110201206, 020400, 003819,  148.5,  13.18,
1110201205, 020400, 003709,  175.8,   9.58,
1120201313, 030200, 004919,    4.1,  44.30,
1120201312, 030200, 004814,   24.8,  48.46,
1120201311, 030200, 004709,   45.0,  46.10,
1120201310, 030200, 004559,   75.2,  38.79,
1120201309, 030200, 004449,   98.8,  36.65,
1120201308, 030200, 004339,  125.5,  19.80,
1120201307, 030200, 004229,  150.6,  14.79,
1120201306, 030200, 004114,  176.0,  11.85,
1130201012, 032900, 195202,    4.6,  41.74,
1130201011, 032900, 195052,   25.2,  26.46,
1130201010, 032900, 194938,   46.2,  26.92,
1130201009, 032900, 194824,   76.9,  22.87,
1130201008, 032900, 194708,   99.7,  20.20,
1130201007, 032900, 194553,  123.9,  12.85,
1130201006, 032900, 194439,  150.1,   8.72,
1130201005, 032900, 194324,  173.9,   6.25,
1140201012, 042600, 195044,    5.1,  24.00,
1140201011, 042600, 194944,   25.8,  29.34,
1140201010, 042600, 194834,   45.6,  32.57,
1140201009, 042600, 194714,   74.8,  25.99,
1140201008, 042600, 194559,  100.2,  28.79,
1140201007, 042600, 194444,  124.4,  15.73,
1140201006, 042600, 194329,  149.5,  12.14,
1140201005, 042600, 194219,  175.9,   7.89,
1150201518, 052600, 015253,    5.5,  23.35,
1150201516, 052600, 015131,   24.4,  26.21,
1150201514, 052600, 014958,   44.9,  33.61,
1150201512, 052600, 014742,   74.4,  33.12,
1150201511, 052600, 014629,  100.4,  27.79,
1150201509, 052600, 014505,  124.5,  22.67,
1150201508, 052600, 014349,  149.2,  11.48,
1150201506, 052600, 014218,  174.6,  10.16,
1160201212, 062100, 224520,    5.0,  40.74,
1160201211, 062100, 224350,   24.8,  53.37,
1160201210, 062100, 224245,   44.1,  73.63,
1160201209, 062100, 224125,   74.7,  29.18,
1160201208, 062100, 224020,   98.9,  19.87,
1160201207, 062100, 223920,  125.1,  19.93,
1160201206, 062100, 223815,  150.9,  16.26,
1160201205, 062100, 223710,  176.0,  14.03,
1170201324, 072700, 105340,    3.8,  57.37,
1170201322, 072700, 105159,   25.2,  66.78,
1170201320, 072700, 105023,   43.3,  58.84,
1170201317, 072700, 104718,   73.7,  40.22,
1170201315, 072700, 104551,  100.0,  26.36,
1170201313, 072700, 104426,  123.5,  16.58,
1170201312, 072700, 104314,  150.2,  13.83,
1170201310, 072700, 104143,  173.4,  11.78,
1180201312, 082400, 005622,    5.2,  31.52,
1180201311, 082400, 005453,   24.8,  35.74,
1180201310, 082400, 005339,   44.8,  45.09,
1180201309, 082400, 005206,   75.2,  33.69,
1180201308, 082400, 005038,  100.0,  31.84,
1180201307, 082400, 004917,  124.6,  18.36,
1180201306, 082400, 004756,  150.5,  13.29,
1180201305, 082400, 004633,  177.6,   8.71,
1190201012, 101800, 185507,    4.1,  25.39,
1190201011, 101800, 185357,   24.3,  31.44,
1190201010, 101800, 185258,   44.6,  27.41,
1190201009, 101800, 185148,   75.3,  39.12,
1190201008, 101800, 185038,  100.1,  30.52,
1190201007, 101800, 184932,  124.8,  22.72,
1190201006, 101800, 184822,  151.4,  10.64,
1190201005, 101800, 184712,  174.8,   7.89,
1200201410, 120100, 064403,    4.6,  28.76,
1200201409, 120100, 064246,   24.9,  34.84,
1200201408, 120100, 064132,   44.5,  31.32,
1200201407, 120100, 064001,   74.9,  37.30,
1200201406, 120100, 063842,  100.0,  31.45,
1200201405, 120100, 063717,  124.1,  31.84,
1200201404, 120100, 063554,  149.7,  16.64,
1210201411, 122100, 055818,    3.4,  30.52,
1210201410, 122100, 055643,   23.8,  34.40,
1210201409, 122100, 055510,   44.5,  18.89,
1210201408, 122100, 055324,   74.5,  38.50,
1210201407, 122100, 055154,   99.5,  31.84,
1210201406, 122100, 055018,  125.0,  18.05,
1210201405, 122100, 054838,  149.7,  13.83,
1220201212, 011801, 005721,    3.7,  21.09,
1220201211, 011801, 005611,   23.8,  29.22,
1220201210, 011801, 005456,   43.6,  32.37,
1220201209, 011801, 005329,   73.3,  32.96,
1220201208, 011801, 005131,   98.9,  28.84,
1220201207, 011801, 004958,  123.6,  17.80,
1220201206, 011801, 004831,  149.2,  17.65,
1230200917, 021601, 010719,    4.0,  25.04,
1230200915, 021601, 010545,   23.9,  16.89,
1230200913, 021601, 010359,   44.1,  12.44,
1230200911, 021601, 010229,   75.4,  31.46,
1230200909, 021601, 010104,   98.8,  21.14,
1230200907, 021601, 005935,  121.2,  14.74,
1230200905, 021601, 005758,  150.1,   7.70,
1240201212, 032201, 125709,    4.0,  20.01,
1240201211, 032201, 125524,   24.4,  23.50,
1240201210, 032201, 125358,   44.4,  27.19,
1240201209, 032201, 125207,   74.7,  36.33,
1240201208, 032201, 125038,   99.6,  35.82,
1240201206, 032201, 124834,  123.5,  26.24,
1240201205, 032201, 124651,  150.4,  18.71,
1240201204, 032201, 124454,  175.0,  12.06,
1250201211, 041901, 005013,    3.9,  28.49,
1250201210, 041901, 004901,   23.3,  30.62,
1250201209, 041901, 004745,   44.8,  38.46,
1250201208, 041901, 004626,   74.2,  33.56,
1250201207, 041901, 004512,   98.6,  37.09,
1250201206, 041901, 004402,  122.8,  31.85,
1250201205, 041901, 004245,  149.7,  25.13,
1260201310, 051801, 004719,    4.4,  22.79,
1260201309, 051801, 004604,   24.4,  31.76,
1260201308, 051801, 004509,   44.1,  29.26,
1260201307, 051801, 004404,   74.3,  32.06,
1260201306, 051801, 004259,   99.1,  25.92,
1260201305, 051801, 004119,  150.1,  22.17,
1270201218, 061501, 004938,    4.3,  20.69,
1270201216, 061501, 004801,   24.6,  31.49,
1270201214, 061501, 004640,   45.3,  32.65,
1270201212, 061501, 004458,   74.8,  36.45,
1270201210, 061501, 004321,   99.2,  36.89,
1270201208, 061501, 004157,  124.3,  27.13,
1270201206, 061501, 004045,  148.2,  22.09,
1280201012, 071201, 004746,    4.7,  23.59,
1280201011, 071201, 004615,   23.9,  40.64,
1280201010, 071201, 004456,   43.8,  51.69,
1280201009, 071201, 004337,   75.4,  40.21,
1280201008, 071201, 004224,  100.1,  34.63,
1280201007, 071201, 004108,  124.8,  33.68,
1280201006, 071201, 004001,  149.9,  20.39,
1290200420, 080701, 222633,    4.5,  21.57,
1290200418, 080701, 222436,   24.3,  23.89,
1290200417, 080701, 222318,   44.0,  36.66,
1290200414, 080701, 222043,   74.0,  28.18,
1290200412, 080701, 221854,   99.8,  31.05,
1290200410, 080701, 221728,  124.2,  11.33,
1290200408, 080701, 221600,  149.5,   7.43,
1300201211, 100301, 004620,    5.2,  23.61,
1300201210, 100301, 004445,   25.3,  30.59,
1300201209, 100301, 004330,   44.4,  32.86,
1300201208, 100301, 004110,   76.1,  32.78,
1300201207, 100301, 004000,  100.4,  29.91,
1300201206, 100301, 003845,  125.3,  17.53,
1300201205, 100301, 003730,  149.4,  10.80,
1310201212, 102401, 004929,    5.0,  33.59,
1310201210, 102401, 004759,   25.3,  41.45,
1310201209, 102401, 004629,   44.3,  50.95,
1310201208, 102401, 004459,   75.0,  30.28,
1310201207, 102401, 004339,   99.4,  21.54,
1310201206, 102401, 004209,  125.2,  12.88,
1310201205, 102401, 004039,  154.3,   8.88,
1320201212, 111801, 004734,    4.8,  28.89,
1320201211, 111801, 004619,   24.6,  31.02,
1320201210, 111801, 004514,   44.6,  40.83,
1320201209, 111801, 004359,   75.3,  34.39,
1320201208, 111801, 004245,   99.3,  17.15,
1320201207, 111801, 004122,  123.8,   8.99,
1320201206, 111801, 003959,  149.8,   8.04,
1330200414, 121501, 150138,    4.5,  24.70,
1330200412, 121501, 145943,   24.8,  33.53,
1330200411, 121501, 145818,   44.7,  28.49,
1330200410, 121501, 145628,   75.2,  26.64,
1330200409, 121501, 145453,  100.0,  26.60,
1330200407, 121501, 145313,  125.2,  22.25,
1330200406, 121501, 145123,  149.9,  11.65,
1340201211, 011702, 004847,    4.0,  27.41,
1340201210, 011702, 004722,   24.5,  28.60,
1340201209, 011702, 004602,   45.6,  29.01,
1340201208, 011702, 004451,   74.3,  28.56,
1340201207, 011702, 004341,   99.7,  27.03,
1340201206, 011702, 004241,  125.5,  25.59,
1340201205, 011702, 004136,  149.6,  15.52,
1350201218, 022202, 005554,    4.0,  17.53,
1350201215, 022202, 005339,   23.3,  19.37,
1350201213, 022202, 005155,   44.5,  22.51,
1350201211, 022202, 004930,   73.9,  20.03,
1350201210, 022202, 004800,   99.9,  17.05,
1350201209, 022202, 004626,  124.4,  15.12,
1350201208, 022202, 004456,  149.4,   7.47,
1360201312, 031402, 004737,    4.2,  18.23,
1360201311, 031402, 004637,   24.4,  27.21,
1360201310, 031402, 004537,   44.9,  31.64,
1360201309, 031402, 004412,   73.7,  28.69,
1360201308, 031402, 004252,   99.5,  24.48,
1360201307, 031402, 004147,  123.7,  21.16,
1360201306, 031402, 004027,  150.1,  18.04,
1370201212, 052202, 005455,    4.6,  27.61,
1370201211, 052202, 005345,   24.8,  28.61,
1370201210, 052202, 005225,   44.6,  49.75,
1370201209, 052202, 005036,   74.7,  39.59,
1370201208, 052202, 004856,  100.1,  39.66,
1370201207, 052202, 004716,  123.9,  41.44,
1370201206, 052202, 004536,  149.0,  17.42,
1380200623, 063002, 040306,    4.2,  29.10,
1380200621, 063002, 040121,   24.2,  36.23,
1380200619, 063002, 035956,   44.1,  43.88,
1380200615, 063002, 035706,   76.5,  30.93,
1380200613, 063002, 035536,   98.3,  33.99,
1380200611, 063002, 035402,  124.3,  22.39,
1380200609, 063002, 035217,  148.9,  13.85,
1390201211, 082902, 020804,    5.1,  19.58,
1390201210, 082902, 020644,   25.1,  21.07,
1390201209, 082902, 020524,   45.3,  31.19,
1390201208, 082902, 020404,   73.3,  32.83,
1390201207, 082902, 020244,  100.1,  18.65,
1390201206, 082902, 020134,  123.4,  18.64,
1390201205, 082902, 020009,  149.5,   1.98,
1400201216, 100802, 010759,    6.5,  20.39,
1400201214, 100802, 010545,   25.9,  25.29,
1400201213, 100802, 010415,   44.2,  30.77,
1400201211, 100802, 010114,   99.7,  12.06,
1400201210, 100802, 005954,  124.4,   6.51,
1400201208, 100802, 005734,  152.2,   2.41,
1410201211, 110502, 005443,    4.9,  18.20,
1410201210, 110502, 005343,   24.7,  24.72,
1410201209, 110502, 005243,   45.1,  26.49,
1410201208, 110502, 005133,   74.4,  21.96,
1410201207, 110502, 005034,  100.7,  16.29,
1410201206, 110502, 004923,  125.2,   8.81,
1410201205, 110502, 004818,  150.1,   4.78,
1420201111, 112602, 012106,    3.7,  19.10,
1420201110, 112602, 011950,   24.7,  23.10,
1420201109, 112602, 011830,   44.9,  25.89,
1420201108, 112602, 011656,   75.0,  13.17,
1420201107, 112602, 011525,   99.9,   9.50,
1420201106, 112602, 011326,  122.6,   7.05,
1420201105, 112602, 011145,  148.6,   4.29,
1430201217, 122002, 041644,    5.5,  13.73,
1430201213, 122002, 041453,   25.1,  16.75,
1430201212, 122002, 041329,   47.7,  16.03,
1430201211, 122002, 041144,   74.9,  15.88,
1430201207, 122002, 040959,   98.1,  16.26,
1430201206, 122002, 040829,  124.6,   7.63,
1430201205, 122002, 040714,  151.7,   6.27,
1440201111, 011803, 013415,    3.0,  26.33,
1440201110, 011803, 013250,   25.0,  20.53,
1440201109, 011803, 013120,   44.0,  24.58,
1440201108, 011803, 012945,   74.7,  35.27,
1440201107, 011803, 012800,  100.2,  19.88,
1440201106, 011803, 012631,  124.5,  20.19,
1440201105, 011803, 012500,  149.0,   6.77,
1450201211, 022703, 005454,    4.3,  11.80,
1450201210, 022703, 005354,   24.7,  18.12,
1450201209, 022703, 005253,   43.5,  15.38,
1450201208, 022703, 005144,   73.7,  17.87,
1450201207, 022703, 005024,   99.2,  17.94,
1450201206, 022703, 004914,  124.9,  18.87,
1450201205, 022703, 004749,  148.7,   8.77,
1460201211, 033003, 012047,    8.8,  29.10,
1460201210, 033003, 011907,   24.0,  38.30,
1460201209, 033003, 011727,   45.0,  35.72,
1460201208, 033003, 011527,   74.6,  31.21,
1460201207, 033003, 011327,  100.9,  27.82,
1460201206, 033003, 011137,  125.8,  20.25,
1460201205, 033003, 010917,  151.3,  10.64,
1470201211, 042503, 010035,    4.6,  33.43,
1470201210, 042503, 005905,   24.8,  30.08,
1470201209, 042503, 005735,   44.5,  37.23,
1470201208, 042503, 005605,   74.1,  35.55,
1470201207, 042503, 005425,   98.7,  28.21,
1470201206, 042503, 005245,  129.7,  34.29,
1470201205, 042503, 005115,  147.9,  20.33,
1480201219, 052203, 005222,    4.0,  14.93,
1480201210, 052203, 004921,   25.6,  12.54,
1480201209, 052203, 004742,   43.7,  23.08,
1480201208, 052203, 004617,   74.9,  14.52,
1480201207, 052203, 004452,   99.3,  19.18,
1480201206, 052203, 004332,  125.7,  10.29,
1480201205, 052203, 004208,  149.4,   4.76,
1490201211, 062103, 005002,    4.5,  18.20,
1490201210, 062103, 004831,   25.1,  22.37,
1490201209, 062103, 004700,   45.4,  24.32,
1490201208, 062103, 004531,   74.9,  20.98,
1490201207, 062103, 004401,   99.6,  18.46,
