Hawaii Ocean Time-series : 12-Sep-2023 23:56:22
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, atp, 
#, mmddyy, hhmmss, dbar, ng/kg, 
2350200420, 092711, 071224,   99.7,  30.36,
2350200419, 092711, 071054,  125.6,  13.67,
2350200418, 092711, 070914,  151.1,  10.38,
2360201224, 110611, 005800,    5.4,  42.95,
2360201223, 110611, 005645,   25.1,  42.72,
2360201222, 110611, 005530,   45.3,  42.30,
2360201221, 110611, 005407,   75.5,  46.67,
2360201220, 110611, 005241,   99.8,  29.19,
2360201219, 110611, 005111,  124.8,  14.79,
2360201217, 110611, 004941,  150.0,   8.48,
2370201023, 113011, 025805,    7.3,  40.78,
2370201022, 113011, 025637,   23.6,  38.11,
2370201021, 113011, 025520,   45.8,  35.14,
2370201020, 113011, 025354,   75.7,  37.88,
2370201019, 113011, 025221,   99.5,  42.73,
2370201018, 113011, 025104,  126.3,  18.57,
2370201017, 113011, 024935,  150.5,  11.87,
2380201224, 122111, 001631,    6.0,  28.00,
2380201223, 122111, 001501,   25.6,  20.19,
2380201222, 122111, 001241,   43.4,  26.12,
2380201221, 122111, 001049,   74.5,  28.34,
2380201219, 122111, 000916,  100.5,  27.64,
2380201218, 122111, 000747,  124.9,  27.97,
2380201217, 122111, 000614,  148.7,  10.93,
2390201319, 012012, 010035,    5.1,  17.37,
2390201318, 012012, 005920,   24.6,  26.22,
2390201317, 012012, 005750,   45.0,  26.68,
2390201316, 012012, 005620,   74.7,  29.45,
2390201315, 012012, 005445,  100.3,  17.18,
2390201314, 012012, 005251,  125.3,  16.26,
2390201313, 012012, 005052,  151.0,   8.65,
2400201024, 032612, 191628,    7.4,  21.92,
2400201023, 032612, 191347,   25.7,  17.63,
2400201022, 032612, 191237,   45.7,  27.99,
2400201021, 032612, 191112,   74.8,  21.31,
2400201020, 032612, 190942,  100.8,  19.61,
2400201019, 032612, 190828,  125.1,  12.30,
2400201018, 032612, 190713,  149.6,  12.31,
2410201324, 050412, 002647,    6.7,  17.24,
2410201319, 050412, 002509,   26.0,  20.41,
2410201318, 050412, 002409,   44.7,  23.64,
2410201317, 050412, 002308,   74.1,  25.83,
2410201316, 050412, 002209,  100.3,  24.46,
2410201315, 050412, 002109,  124.8,  17.33,
2410201314, 050412, 002005,  151.2,  10.48,
2420201223, 060112, 005703,    5.0,  21.99,
2420201222, 060112, 005600,   24.7,  26.59,
2420201221, 060112, 005502,   44.8,  25.85,
2420201220, 060112, 005358,   76.2,  26.39,
2420201219, 060112, 005253,   98.8,  19.36,
2420201218, 060112, 005147,  124.4,  20.30,
2420201217, 060112, 005032,  149.8,  18.29,
2430201124, 062812, 012110,    6.5,  25.52,
2430201122, 062812, 011931,   25.7,  26.05,
2430201121, 062812, 011805,   43.9,  32.75,
2430201120, 062812, 011621,   75.1,  31.60,
2430201119, 062812, 011455,   99.3,  26.60,
2430201118, 062812, 011331,  125.2,  18.53,
2430201117, 062812, 011121,  149.6,  10.11,
2440201323, 080212, 005934,    9.7,  24.22,
2440201322, 080212, 005814,   25.4,  45.31,
2440201321, 080212, 005709,   45.6,  37.73,
2440201320, 080212, 005554,   75.0,  34.72,
2440201319, 080212, 005444,  100.4,  38.24,
2440201318, 080212, 005329,  125.4,  26.77,
2440201317, 080212, 005219,  149.8,  13.37,
2450201223, 081912, 005541,    5.4,  24.92,
2450201222, 081912, 005411,   25.3,  32.76,
2450201221, 081912, 005301,   45.5,  33.17,
2450201220, 081912, 005151,   75.8,  36.53,
2450201219, 081912, 005046,  100.4,  33.80,
2450201218, 081912, 004936,  125.3,  20.14,
2450201217, 081912, 004826,  150.5,  17.17,
2460201223, 091612, 010319,    6.0,  28.01,
2460201222, 091612, 010139,   25.1,  32.16,
2460201221, 091612, 010024,   45.7,  36.10,
2460201220, 091612, 005844,   75.5,  34.08,
2460201219, 091612, 005719,  100.3,  35.79,
2460201218, 091612, 005549,  125.6,  25.43,
2460201217, 091612, 005429,  150.4,  18.00,
2470201224, 100912, 010633,    5.5,  24.61,
2470201223, 100912, 010448,   25.4,  26.18,
2470201222, 100912, 010333,   45.1,  26.34,
2470201221, 100912, 010148,   75.6,  34.49,
2470201220, 100912, 010023,  100.4,  20.26,
2470201219, 100912, 005902,  125.5,  16.05,
2470201218, 100912, 005738,  150.5,   8.41,
2480201224, 120512, 013629,    4.8,  19.79,
2480201223, 120512, 013334,   25.0,  27.90,
2480201222, 120512, 013204,   45.3,  27.82,
2480201221, 120512, 013019,   75.0,  13.07,
2480201220, 120512, 012839,  100.0,  12.16,
2480201219, 120512, 012639,  124.9,   7.85,
2480201218, 120512, 012504,  151.2,   2.99,
2490201223, 021413, 011549,    7.3,  20.78,
2490201222, 021413, 011258,   24.4,  20.59,
2490201221, 021413, 011109,   45.9,  18.26,
2490201220, 021413, 010859,   76.0,  13.55,
2490201219, 021413, 010654,  100.5,  20.25,
2490201218, 021413, 010518,  125.4,  10.55,
2490201217, 021413, 010338,  151.2,   3.75,
2500201323, 030813, 011209,    6.3,  12.93,
2500201322, 030813, 010930,   24.7,  20.12,
2500201321, 030813, 010759,   44.9,  20.41,
2500201320, 030813, 010609,   75.4,  26.64,
2500201319, 030813, 010429,  100.4,  20.32,
2500201318, 030813, 010259,  126.1,  17.36,
2500201317, 030813, 010139,  150.0,  14.51,
2510201223, 040713, 010017,    4.3,  18.07,
2510201222, 040713, 005857,   25.2,  22.50,
2510201221, 040713, 005738,   44.9,  26.24,
2510201220, 040713, 005607,   74.8,  26.65,
2510201219, 040713, 005437,  100.8,  21.50,
2510201218, 040713, 005307,  125.7,  15.91,
2510201217, 040713, 005147,  151.0,  11.83,
2520201324, 051913, 010900,    6.6,  18.89,
2520201323, 051913, 010629,   25.2,  17.10,
2520201321, 051913, 010449,   45.8,  28.14,
2520201320, 051913, 010309,   73.7,  19.94,
2520201319, 051913, 010139,  100.1,  22.89,
2520201318, 051913, 005959,  126.2,  19.40,
2520201317, 051913, 005809,  150.5,  12.75,
2530201323, 062713, 010650,    6.6,  24.97,
2530201322, 062713, 010440,   25.0,  22.20,
2530201321, 062713, 010320,   44.8,  30.16,
2530201320, 062713, 010130,   75.6,  26.92,
2530201319, 062713, 010000,  100.3,  22.58,
2530201318, 062713, 005840,  124.8,  23.33,
2530201317, 062713, 005721,  150.8,  10.65,
2540201223, 091313, 010930,    6.0,  41.78,
2540201222, 091313, 010700,   25.6,  46.36,
2540201221, 091313, 010526,   45.3,  45.10,
2540201220, 091313, 010340,   74.9,  29.23,
2540201219, 091313, 010205,  100.7,  21.11,
2540201218, 091313, 010035,  125.3,  14.32,
2540201217, 091313, 005903,  150.7,   4.27,
2550201223, 100313, 011035,    7.7,  37.91,
2550201222, 100313, 010754,   25.2,  43.94,
2550201221, 100313, 010614,   45.0,  38.40,
2550201220, 100313, 010424,   75.5,  49.73,
2550201219, 100313, 010254,  100.0,  29.19,
2550201218, 100313, 010124,  124.9,  16.26,
2550201217, 100313, 010004,  150.8,   7.06,
2560201223, 102913, 011657,    8.3,  26.54,
2560201222, 102913, 011457,   24.3,  31.52,
2560201221, 102913, 011317,   44.8,  38.05,
2560201220, 102913, 011117,   75.2,  29.35,
2560201219, 102913, 010917,  100.4,  20.48,
2560201218, 102913, 010747,  123.5,   8.35,
2560201217, 102913, 010607,  149.5,   6.51,
2570201222, 112813, 010410,    6.9,  28.80,
2570201219, 112813, 010140,   25.4,  30.51,
2570201217, 112813, 010000,   45.3,  33.86,
2570201216, 112813, 005830,   74.6,  34.77,
2570201215, 112813, 005700,  100.4,  23.28,
2570201214, 112813, 005540,  124.8,  12.22,
2570201213, 112813, 005410,  149.6,   8.80,
2580201224, 122213, 020249,    7.9,  28.54,
2580201222, 122213, 020040,   24.2,  37.73,
2580201221, 122213, 015850,   45.6,  38.52,
2580201220, 122213, 015705,   74.7,  25.27,
2580201219, 122213, 015537,   98.6,  12.10,
2580201218, 122213, 015400,  122.2,   8.95,
2580201217, 122213, 015223,  150.1,   9.14,
2590201224, 011714, 013434,    6.9,  21.10,
2590201222, 011714, 013234,   25.4,  21.31,
2590201221, 011714, 013104,   45.0,  22.58,
2590201220, 011714, 012915,   76.4,  22.56,
2590201219, 011714, 012755,  100.2,   8.89,
2590201218, 011714, 012605,  125.9,   7.16,
2590201217, 011714, 012434,  150.5,   8.77,
2600201117, 021614, 014650,    6.6,  21.85,
2600201115, 021614, 014452,   24.7,  30.24,
2600201114, 021614, 014309,   45.9,  21.52,
2600201113, 021614, 014137,   76.2,  28.85,
2600201112, 021614, 014020,  101.2,  17.72,
2600201111, 021614, 013859,  125.8,   9.82,
2600201110, 021614, 013740,  150.1,  11.51,
2610201217, 030714, 011153,    6.1,  30.09,
2610201215, 030714, 011003,   25.6,  32.60,
2610201214, 030714, 010813,   45.7,  38.33,
2610201213, 030714, 010623,   75.8,  24.49,
2610201212, 030714, 010437,  100.6,  24.70,
2610201211, 030714, 010249,  125.6,  15.72,
2610201210, 030714, 010103,  150.0,   6.91,
2620201217, 041214, 005845,    4.9,  35.20,
2620201215, 041214, 005705,   25.1,  27.43,
2620201214, 041214, 005540,   44.2,  47.98,
2620201213, 041214, 005425,   74.7,  25.99,
2620201212, 041214, 005245,   99.9,  37.78,
2620201211, 041214, 005120,  124.8,  22.03,
2620201210, 041214, 004955,  150.6,  18.27,
2630201117, 060214, 011827,    4.7,  30.56,
2630201115, 060214, 011647,   24.7,  19.94,
2630201114, 060214, 011517,   44.2,  27.49,
2630201113, 060214, 011343,   74.7,  30.32,
2630201112, 060214, 011158,   99.3,  26.93,
2630201111, 060214, 011017,  125.5,  23.26,
2630201110, 060214, 010847,  149.6,   7.90,
2640201217, 070214, 010235,    4.7,  45.12,
2640201215, 070214, 010038,   24.8,  40.20,
2640201214, 070214, 005905,   45.6,  51.39,
2640201213, 070214, 005723,   75.3,  36.65,
2640201212, 070214, 005548,   99.7,  32.03,
2640201211, 070214, 005423,  125.2,  25.59,
2640201210, 070214, 005248,  149.5,  11.88,
2650201217, 091614, 010101,    5.8,  37.88,
2650201215, 091614, 005923,   25.8,  40.36,
2650201214, 091614, 005825,   45.2,  34.64,
2650201213, 091614, 005720,   75.1,  35.63,
2650201212, 091614, 005619,  100.3,  22.79,
2650201211, 091614, 005517,  125.7,  13.86,
2650201210, 091614, 005416,  149.4,   8.27,
2660201223, 101514, 010912,    6.1,  44.93,
2660201221, 101514, 010717,   24.2,  43.39,
2660201220, 101514, 010539,   44.9,  57.18,
2660201218, 101514, 010322,   75.1,  31.93,
2660201216, 101514, 010122,   99.7,  19.21,
2660201214, 101514, 005937,  125.7,   9.77,
2660201212, 101514, 005745,  150.4,   6.83,
2670201223, 112314, 010944,    7.3,  23.74,
2670201221, 112314, 010754,   24.7,  36.99,
2670201220, 112314, 010624,   44.9,  32.46,
2670201218, 112314, 010404,   75.9,  37.44,
2670201216, 112314, 010224,  100.1,  25.04,
2670201214, 112314, 010024,  125.8,  11.13,
2670201212, 112314, 005839,  150.8,   3.72,
2680201124, 121814, 011429,    8.5,  25.71,
2680201122, 121814, 011234,   24.1,  23.32,
2680201121, 121814, 011048,   44.4,  22.40,
2680201120, 121814, 010849,   76.0,  22.54,
2680201117, 121814, 010519,   99.5,  18.75,
2680201112, 121814, 005859,  126.0,  13.69,
2680201109, 121814, 005515,  149.6,   7.08,
2690201219, 022615, 012048,    4.8,  20.24,
2690201218, 022615, 011648,   24.9,  28.79,
2690201216, 022615, 011523,   46.2,  39.70,
2690201214, 022615, 011348,   74.7,  26.15,
2690201212, 022615, 011208,  100.1,  15.03,
2690201210, 022615, 011028,  126.2,  26.03,
2690201209, 022615, 010913,  148.0,  13.48,
2700201021, 033015, 231110,    4.7,  18.48,
2700201020, 033015, 231000,   23.6,  25.13,
2700201019, 033015, 230845,   44.7,  29.44,
2700201018, 033015, 230705,   74.5,  27.25,
2700201017, 033015, 230535,   99.1,  20.93,
2700201015, 033015, 230330,  124.8,  17.54,
2700201014, 033015, 230210,  149.6,  12.54,
2710201220, 042315, 011210,    6.2,  24.99,
2710201218, 042315, 011005,   25.4,  39.24,
2710201217, 042315, 010820,   47.0,  33.84,
2710201216, 042315, 010635,   75.4,  43.34,
2710201215, 042315, 010450,  100.5,  36.24,
2710201214, 042315, 010300,  125.4,  29.86,
2710201213, 042315, 010116,  150.9,   7.53,
2720201320, 052515, 010817,    7.0,  29.16,
2720201318, 052515, 010617,   25.8,  42.04,
2720201317, 052515, 010457,   44.9,  38.38,
2720201316, 052515, 010327,   74.3,  37.23,
2720201315, 052515, 010207,  100.4,  34.48,
2720201314, 052515, 010037,  125.4,  24.76,
2720201313, 052515, 005917,  150.3,  10.49,
2730201323, 062115, 012019,    7.6,  23.90,
2730201318, 062115, 011734,   25.1,  41.98,
2730201317, 062115, 011550,   46.5,  40.66,
2730201316, 062115, 011359,   75.6,  35.92,
2730201315, 062115, 011235,   99.5,  29.14,
2730201314, 062115, 011105,  125.5,  25.16,
2730201313, 062115, 010939,  150.1,  10.90,
2740201320, 072115, 010358,    6.4,  22.86,
2740201318, 072115, 010228,   25.6,  20.03,
2740201317, 072115, 010103,   46.0,  32.67,
2740201316, 072115, 005923,   75.7,  33.81,
2740201315, 072115, 005758,  100.3,  20.57,
2740201314, 072115, 005637,  125.6,  13.00,
2740201313, 072115, 005513,  150.0,   9.10,
2750201220, 081415, 010032,    5.6,  18.56,
2750201218, 081415, 005902,   25.4,  29.17,
2750201217, 081415, 005752,   45.0,  33.66,
2750201216, 081415, 005627,   75.2,  30.87,
2750201215, 081415, 005502,  100.4,  33.85,
2750201214, 081415, 005342,  124.7,  14.69,
2750201213, 081415, 005217,  150.8,   5.85,
2770201220, 101515, 005323,    5.5,  20.38,
2770201218, 101515, 005154,   25.1,  28.48,
2770201217, 101515, 005040,   45.1,  24.15,
2770201216, 101515, 004923,   74.6,  32.02,
2770201215, 101515, 004806,  101.5,  20.49,
2770201214, 101515, 004643,  125.4,  11.69,
2770201213, 101515, 004534,  149.3,   7.54,
2780201120, 111515, 013218,    5.6,  41.69,
2780201118, 111515, 013038,   24.4,  31.19,
2780201117, 111515, 012900,   44.3,  37.28,
2780201116, 111515, 012658,   74.1,  32.76,
2780201115, 111515, 012513,   99.7,  21.49,
2780201114, 111515, 012328,  124.1,   8.85,
2780201113, 111515, 012133,  148.8,   4.19,
2790201220, 121015, 010406,    5.9,  18.88,
2790201218, 121015, 010226,   23.1,  25.90,
2790201217, 121015, 010106,   45.3,  29.99,
2790201216, 121015, 005946,   73.4,  32.24,
2790201215, 121015, 005821,   99.7,  24.44,
2790201214, 121015, 005656,  124.5,   9.48,
2790201213, 121015, 005531,  150.8,   6.40,
2800201220, 011416, 010527,    5.1,  22.43,
2800201218, 011416, 010328,   24.8,  25.61,
2800201217, 011416, 010203,   45.9,  41.58,
2800201216, 011416, 010016,   74.6,  23.63,
2800201215, 011416, 005833,  100.9,  15.11,
2800201214, 011416, 005659,  125.1,   8.79,
2800201213, 011416, 005521,  149.9,   5.92,
2810201220, 021116, 010306,    6.3,  26.56,
2810201218, 021116, 010135,   26.6,  30.27,
2810201217, 021116, 010010,   45.8,  27.26,
2810201216, 021116, 005830,   76.4,  31.31,
2810201215, 021116, 005700,  100.3,  16.99,
2810201214, 021116, 005521,  126.5,  15.34,
2810201213, 021116, 005356,  150.7,   9.73,
2820201112, 031016, 025748,    5.3,  33.32,
2820201110, 031016, 025612,   25.2,  31.49,
2820201109, 031016, 025449,   44.8,  35.07,
2820201108, 031016, 025248,   74.6,  31.21,
2820201107, 031016, 025057,   99.6,  31.55,
2820201106, 031016, 024907,  124.4,  30.31,
2820201105, 031016, 024713,  150.1,  21.30,
2830201223, 041616, 010345,    5.2,  21.03,
2830201222, 041616, 010219,   24.4,  23.57,
2830201221, 041616, 010059,   45.5,  30.28,
2830201219, 041616, 005832,   74.6,  27.02,
2830201218, 041616, 005703,  100.9,  32.45,
2830201215, 041616, 005503,  125.3,  20.97,
2830201213, 041616, 005314,  148.8,   8.98,
2840201021, 053016, 010338,    5.5,  24.46,
2840201019, 053016, 010203,   25.4,  26.96,
2840201017, 053016, 010032,   45.3,  29.04,
2840201016, 053016, 005907,   75.3,  27.02,
2840201015, 053016, 005752,  100.0,  23.05,
2840201014, 053016, 005632,  125.3,  26.09,
2840201013, 053016, 005512,  150.4,   6.50,
2850201222, 071316, 010152,    5.7,  19.78,
2850201220, 071316, 010022,   25.4,  21.23,
2850201218, 071316, 005902,   45.2,  24.45,
2850201217, 071316, 005733,   75.5,  28.91,
2850201216, 071316, 005611,  101.6,  26.94,
2850201214, 071316, 005432,  125.9,  24.66,
2850201213, 071316, 005302,  150.5,  10.83,
2860201122, 081116, 010233,    5.0,  23.35,
2860201120, 081116, 010108,   26.0,  30.91,
2860201118, 081116, 005938,   46.5,  35.48,
2860201117, 081116, 005808,   76.7,  26.21,
2860201116, 081116, 005638,  104.6,  25.84,
2860201114, 081116, 005458,  127.2,  14.87,
2860201113, 081116, 005342,  151.0,   7.94,
2870201220, 101716, 010450,    5.2,  29.26,
2870201218, 101716, 010335,   25.7,  27.29,
2870201217, 101716, 010220,   45.3,  40.32,
2870201216, 101716, 010055,   75.5,  31.80,
2870201215, 101716, 005940,   99.1,  37.99,
2870201214, 101716, 005819,  125.4,  16.70,
2870201213, 101716, 005640,  150.9,  15.65,
2880201123, 112816, 010545,    5.0,  22.65,
2880201120, 112816, 010315,   26.0,  21.94,
2880201119, 112816, 010144,   45.3,  23.92,
2880201116, 112816, 005834,   76.1,  22.88,
2880201115, 112816, 005625,  101.3,  21.28,
2880201114, 112816, 005324,  127.2,   5.78,
2880201113, 112816, 005124,  151.7,   3.62,
2890201120, 012517, 011452,    5.4,  21.59,
2890201118, 012517, 011327,   24.4,  22.05,
2890201117, 012517, 011212,   45.2,  26.11,
2890201116, 012517, 011048,   74.7,  22.84,
2890201115, 012517, 010928,  100.6,  26.09,
2890201114, 012517, 010804,  123.1,   9.75,
2890201113, 012517, 010632,  149.8,   5.01,
2900201020, 022417, 023144,    5.6,  26.87,
2900201018, 022417, 022934,   26.2,  27.52,
2900201017, 022417, 022759,   45.2,  31.29,
2900201016, 022417, 022624,   75.9,  28.76,
2900201015, 022417, 022453,  101.2,  27.44,
2900201014, 022417, 022319,  126.2,  27.26,
2900201013, 022417, 022139,  150.7,  28.65,
2910201220, 033017, 011448,    5.7,  18.33,
2910201218, 033017, 011327,   25.4,  36.67,
2910201217, 033017, 011213,   46.4,  28.18,
2910201216, 033017, 011038,   75.4,  36.78,
2910201215, 033017, 010913,  101.0,  26.26,
2910201214, 033017, 010747,  126.1,  22.67,
2910201213, 033017, 010622,  150.5,  11.46,
2920201220, 042717, 010648,    5.3,  21.09,
2920201218, 042717, 010518,   24.9,  27.86,
2920201217, 042717, 010409,   44.3,  27.75,
2920201216, 042717, 010233,   75.5,  31.47,
2920201215, 042717, 010118,  101.2,  30.76,
2920201214, 042717, 005958,  126.5,  17.21,
2920201213, 042717, 005828,  153.8,   8.98,
2930201220, 052517, 011618,    4.6,  19.31,
2930201218, 052517, 011458,   25.0,  27.63,
2930201217, 052517, 011348,   45.3,  29.08,
2930201216, 052517, 011228,   75.9,  35.31,
2930201215, 052517, 011108,  101.7,  24.47,
2930201214, 052517, 010948,  126.1,  18.87,
2940201320, 062217, 011438,    5.1,  17.42,
2940201318, 062217, 011237,   25.4,  23.92,
2940201317, 062217, 011048,   46.4,  32.19,
2940201316, 062217, 010852,   75.4,  31.13,
2940201315, 062217, 010657,  100.3,  31.23,
2940201314, 062217, 010507,  125.1,  20.35,
2940201313, 062217, 010328,  150.6,  10.82,
2950201220, 081017, 010544,    5.2,  23.36,
2950201218, 081017, 010440,   25.8,  30.12,
2950201217, 081017, 010343,   46.2,  28.31,
2950201216, 081017, 010225,   74.9,  30.54,
2950201215, 081017, 010131,   99.6,  33.34,
2950201214, 081017, 005948,  127.4,  18.31,
2950201213, 081017, 005838,  151.9,   8.29,
2960201118, 100817, 011629,   23.9,  31.50,
2960201117, 100817, 011520,   44.2,  23.76,
2960201116, 100817, 011330,   74.4,  41.20,
2960201115, 100817, 011209,  101.3,  31.65,
2960201114, 100817, 011021,  124.7,  25.31,
2960201113, 100817, 010829,  146.4,  12.40,
2970201220, 111017, 010808,    6.1,  29.33,
2970201218, 111017, 010625,   26.2,  23.23,
2970201217, 111017, 010448,   45.6,  27.23,
2970201216, 111017, 010258,   75.7,  14.88,
2970201215, 111017, 010108,  100.7,  10.87,
2970201214, 111017, 005918,  125.8,   2.35,
2980201120, 121417, 013110,    5.4,  23.81,
2980201118, 121417, 012945,   25.6,  30.31,
2980201117, 121417, 012816,   45.7,  30.25,
2980201116, 121417, 012635,   75.5,  23.45,
2980201115, 121417, 012510,  101.5,  23.36,
2980201114, 121417, 012350,  126.2,  16.29,
2980201113, 121417, 012235,  150.9,   6.77,
3000201216, 022718, 010737,    5.6,  31.51,
3000201214, 022718, 010547,   24.4,  30.83,
3000201213, 022718, 010427,   43.8,  27.35,
3000201212, 022718, 010227,   75.9,  23.24,
3000201211, 022718, 010057,  100.1,  19.55,
3000201210, 022718, 005918,  128.7,  11.36,
3000201209, 022718, 005658,  152.0,   3.83,
3010201018, 041918, 011128,    5.8,  23.82,
3010201014, 041918, 010938,   26.2,  33.42,
3010201013, 041918, 010808,   44.7,  40.28,
3010201012, 041918, 010639,   74.8,  28.67,
3010201011, 041918, 010523,  100.8,  32.52,
3010201010, 041918, 010348,  127.2,  15.11,
3010201009, 041918, 010223,  150.4,  10.59,
3020200919, 051718, 164406,    5.1,  18.79,
3020200917, 051718, 164217,   25.7,  20.57,
3020200916, 051718, 164108,   45.2,  32.24,
3020200915, 051718, 163957,   75.1,  23.97,
3020200914, 051718, 163856,   99.5,  10.71,
3020200913, 051718, 163747,  125.8,  12.77,
3020200912, 051718, 163622,  151.7,   9.94,
3030201116, 062818, 011237,    4.9,  25.84,
3030201114, 062818, 011118,   26.5,  27.31,
3030201113, 062818, 010952,   44.5,  35.81,
3030201112, 062818, 010818,   77.0,  46.12,
3030201111, 062818, 010657,  100.0,  27.76,
3030201110, 062818, 010459,  125.4,  30.05,
3030201109, 062818, 010338,  152.0,  15.80,
3040201216, 072618, 010216,    5.4,  28.99,
3040201214, 072618, 010028,   27.9,  31.48,
3040201213, 072618, 005909,   44.2,  42.12,
3040201212, 072618, 005740,   74.3,  37.27,
3040201211, 072618, 005621,  101.6,  32.10,
3040201210, 072618, 005459,  127.5,  21.18,
3040201209, 072618, 005315,  149.4,  14.10,
3050201217, 091218, 014744,    5.9,  29.79,
3050201215, 091218, 014554,   26.4,  33.78,
3050201214, 091218, 014437,   45.0,  37.28,
3050201213, 091218, 014302,   74.5,  36.59,
3050201212, 091218, 014126,  100.6,  20.94,
3050201211, 091218, 013952,  126.1,   7.71,
3050201210, 091218, 013835,  151.1,   8.63,
3060201216, 101418, 011017,    4.0,  26.68,
3060201214, 101418, 010807,   25.1,  40.33,
3060201213, 101418, 010643,   44.2,  35.18,
3060201212, 101418, 010509,   74.4,  40.01,
3060201211, 101418, 010337,   98.4,  25.11,
3060201210, 101418, 010211,  124.4,  13.62,
3060201209, 101418, 010045,  147.5,   7.91,
3070201216, 111818, 012757,    4.3,  20.87,
3070201214, 111818, 012621,   24.1,  27.39,
3070201213, 111818, 012457,   44.5,  28.78,
3070201212, 111818, 012320,   75.2,  37.00,
3070201211, 111818, 012144,   99.8,  16.66,
3070201210, 111818, 012016,  124.0,  12.12,
3070201209, 111818, 011843,  149.5,   4.90,
3090201216, 011719, 010805,    5.8,  35.53,
3090201214, 011719, 010600,   25.4,  40.99,
3090201213, 011719, 010430,   44.9,  37.34,
3090201212, 011719, 010211,   75.8,  25.62,
3090201211, 011719, 010036,   99.3,  19.90,
3090201210, 011719, 005911,  125.2,  10.99,
3090201209, 011719, 005741,  149.2,   7.77,
3100200816, 022119, 015523,    5.6,  31.04,
3100200814, 022119, 015342,   24.0,  40.51,
3100200813, 022119, 015143,   42.2,  41.36,
3100200812, 022119, 015003,   74.0,  34.37,
3100200811, 022119, 014833,   97.5,  35.25,
3100200810, 022119, 014643,  123.0,  16.15,
3100200809, 022119, 014518,  147.5,   9.72,
3110201219, 050419, 011454,    4.7,  33.27,
3110201214, 050419, 011232,   23.1,  38.70,
3110201213, 050419, 011033,   44.9,  43.35,
3110201212, 050419, 010817,   75.2,  40.99,
3110201211, 050419, 010618,   99.1,  35.86,
3110201210, 050419, 010421,  124.6,  40.01,
3110201209, 050419, 010228,  150.2,  16.01,
3120201218, 061319, 012625,    3.9,  37.59,
3120201216, 061319, 012439,   24.9,  37.08,
3120201213, 061319, 012255,   44.4,  50.70,
3120201212, 061319, 012114,   74.7,  49.70,
3120201211, 061319, 011944,   99.6,  43.84,
3120201210, 061319, 011815,  125.1,  26.77,
3120201209, 061319, 011650,  149.4,  19.38,
3130200518, 070219, 043956,    4.9,  45.42,
3130200516, 070219, 043801,   26.3,  44.54,
3130200513, 070219, 043616,   44.1,  59.03,
3130200512, 070219, 043436,   73.8,  72.41,
3130200511, 070219, 043252,   99.2,  47.27,
3130200510, 070219, 043122,  124.0,  25.45,
3130200509, 070219, 042941,  149.2,  18.26,
3140201216, 080419, 014019,    5.3,  43.77,
3140201214, 080419, 013823,   25.1,  48.90,
3140201213, 080419, 013647,   45.2,  49.71,
3140201212, 080419, 013425,   75.9,  42.06,
3140201211, 080419, 013225,   99.2,  31.49,
3140201210, 080419, 013050,  124.7,  25.73,
3140201209, 080419, 012927,  150.7,  12.27,
3150201216, 090619, 010527,    3.9,  28.38,
3150201214, 090619, 010312,   24.0,  38.90,
3150201213, 090619, 010108,   45.8,  37.93,
3150201212, 090619, 005934,   75.5,  35.08,
3150201211, 090619, 005742,   99.3,  36.44,
3150201210, 090619, 005548,  125.2,  22.56,
3150201209, 090619, 005358,  149.7,  12.41,
3160201116, 101919, 011157,    4.8,  24.07,
3160201114, 101919, 011054,   24.4,  26.91,
3160201113, 101919, 011002,   44.4,  39.62,
3160201112, 101919, 010856,   74.5,  38.82,
3160201111, 101919, 010753,  100.4,  15.76,
3160201110, 101919, 010650,  123.9,   9.93,
3160201109, 101919, 010550,  149.4,   4.83,
3180200816, 010820, 191314,    8.0,  22.10,
3180200814, 010820, 191141,   24.2,  37.93,
3180200813, 010820, 191025,   45.2,  26.76,
3180200812, 010820, 190902,   74.6,  34.62,
3180200811, 010820, 190739,   99.6,  14.78,
3180200810, 010820, 190624,  124.1,   8.31,
3180200809, 010820, 190455,  149.7,   3.82,
3190201418, 020120, 204328,    6.0,  37.68,
3190201417, 020120, 204116,   27.0,  32.81,
3190201416, 020120, 203903,   43.6,  25.20,
3190201415, 020120, 203630,   76.2,  38.54,
3190201414, 020120, 203402,  100.6,  18.73,
3190201413, 020120, 203125,  125.3,  20.87,
3190201412, 020120, 202832,  150.9,  11.51,
3200201316, 071720, 005902,    4.2,  26.26,
3200201314, 071720, 005734,   25.0,  37.67,
3200201313, 071720, 005605,   44.1,  45.70,
3200201312, 071720, 005335,   75.1,  52.03,
3200201311, 071720, 005136,  101.6,  39.28,
3200201310, 071720, 004824,  124.9,  35.17,
3200201309, 071720, 004636,  154.6,  19.24,
3210201415, 081020, 010248,    3.9,  52.72,
3210201414, 081020, 010050,   24.5,  44.24,
3210201413, 081020, 005911,   44.4,  40.38,
3210201412, 081020, 005709,   75.2,  38.40,
3210201411, 081020, 005522,   99.4,  28.91,
3210201410, 081020, 005349,  123.4,  21.59,
3210201409, 081020, 005142,  151.4,   4.76,
3220201619, 090520, 010201,    4.7,  25.17,
3220201610, 090520, 005911,   25.2,  37.56,
3220201609, 090520, 005730,   44.3,  41.22,
3220201608, 090520, 005540,   74.6,  41.19,
3220201607, 090520, 005354,  101.1,  34.06,
