Hawaii Ocean Time-series : 05-Sep-2023 23:00:10
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, doc, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1270200615, 061401, 065415,   34.0,  73.07,
1270200614, 061401, 065303,   44.0,  71.69,
1270200613, 061401, 065141,   59.5,  73.74,
1270200612, 061401, 065012,   73.9,  72.36,
1270200610, 061401, 064756,   99.5,  70.72,
1270200608, 061401, 064525,  124.3,  65.51,
1270200607, 061401, 064359,  148.7,  61.95,
1270200605, 061401, 064130,  173.5,  58.14,
1270200604, 061401, 064001,  199.8,  54.28,
1280200519, 071101, 065140,    4.7,  71.41,
1280200518, 071101, 065040,   14.1,  70.66,
1280200516, 071101, 064935,   24.3,  71.48,
1280200515, 071101, 064840,   34.1,  70.88,
1280200514, 071101, 064726,   44.6,  68.99,
1280200513, 071101, 064625,   59.8,  68.00,
1280200512, 071101, 064520,   75.4,  66.78,
1280200510, 071101, 064325,   99.9,  67.51,
1280200508, 071101, 064125,  124.3,  66.13,
1280200507, 071101, 064011,  148.9,  61.85,
1280200505, 071101, 063820,  174.5,  58.39,
1280200504, 071101, 063706,  199.7,  56.38,
1290200618, 080801, 035508,    4.3,  74.95,
1290200617, 080801, 035402,   14.6,  74.46,
1290200616, 080801, 035249,   25.0,  76.90,
1290200615, 080801, 035232,   24.9,  71.85,
1290200614, 080801, 035126,   35.1,  75.28,
1290200613, 080801, 035018,   44.5,  75.88,
1290200612, 080801, 034907,   60.0,  75.17,
1290200611, 080801, 034749,   74.3,  72.66,
1290200609, 080801, 034531,   99.9,  70.65,
1290200607, 080801, 034258,  124.8,  66.44,
1290200606, 080801, 034133,  149.6,  61.16,
1290200604, 080801, 033914,  176.5,  55.16,
1290200603, 080801, 033743,  199.1,  51.48,
1290201517, 080901, 065019,  198.6,  54.35,
1300200619, 100201, 071731,    5.5,  75.69,
1300200618, 100201, 071616,   15.1,  76.96,
1300200616, 100201, 071441,   25.0,  76.10,
1300200614, 100201, 071221,   44.9,  76.20,
1300200613, 100201, 071100,   60.4,  76.42,
1300200612, 100201, 070916,   75.4,  72.96,
1300200610, 100201, 070616,  100.2,  67.03,
1300200608, 100201, 070335,  124.5,  64.16,
1300200607, 100201, 070146,  150.0,  60.35,
1300200605, 100201, 065906,  174.9,  58.00,
1310200618, 102301, 065730,    5.1,  80.29,
1310200617, 102301, 065615,   15.1,  77.47,
1310200615, 102301, 065446,   25.0,  77.36,
1310200614, 102301, 065330,   34.7,  76.87,
1310200613, 102301, 065215,   45.9,  78.14,
1310200612, 102301, 065100,   59.0,  76.87,
1310200611, 102301, 064935,   75.7,  76.20,
1310200609, 102301, 064658,   99.4,  70.39,
1310200607, 102301, 064435,  126.4,  62.71,
1310200604, 102301, 064015,  174.5,  55.48,
1320200618, 111701, 070339,    4.6,  74.55,
1320200617, 111701, 070229,   14.8,  76.63,
1320200615, 111701, 070114,   24.3,  74.89,
1320200614, 111701, 070009,   34.4,  74.15,
1320200613, 111701, 065904,   44.2,  71.76,
1320200612, 111701, 065749,   59.2,  77.71,
1320200611, 111701, 065629,   74.5,  71.83,
1320200609, 111701, 065344,  100.6,  69.40,
1320200607, 111701, 065100,  124.1,  64.85,
1320200606, 111701, 064859,  150.1,  59.65,
1320200604, 111701, 064544,  175.5,  55.32,
1320200603, 111701, 064409,  198.9,  55.38,
1330200118, 121501, 065117,    3.9,  72.35,
1330200117, 121501, 065013,   14.6,  72.10,
1330200115, 121501, 064841,   24.0,  71.91,
1330200114, 121501, 064712,   33.4,  72.54,
1330200113, 121501, 064547,   44.8,  74.07,
1330200112, 121501, 064416,   61.0,  74.48,
1330200111, 121501, 064257,   73.3,  65.58,
1330200109, 121501, 063957,   99.1,  62.65,
1330200107, 121501, 063727,  124.1,  61.75,
1330200106, 121501, 063557,  147.8,  60.27,
1330200104, 121501, 063312,  175.9,  59.15,
1330200103, 121501, 063134,  197.0,  55.47,
1340200618, 011602, 065559,    4.1,  79.61,
1340200617, 011602, 065444,   14.5,  80.08,
1340200615, 011602, 065319,   24.6,  76.96,
1340200614, 011602, 065201,   33.8,  78.12,
1340200613, 011602, 065046,   44.2,  77.28,
1340200612, 011602, 064928,   58.3,  77.65,
1340200611, 011602, 064754,   75.3,  79.42,
1340200609, 011602, 064519,   97.9,  79.60,
1340200607, 011602, 064246,  124.2,  74.34,
1340200606, 011602, 064109,  149.0,  72.90,
1340200604, 011602, 063844,  174.7,  68.38,
1340200603, 011602, 063714,  198.1,  66.60,
1350200618, 022102, 065650,    4.3,  78.82,
1350200617, 022102, 065555,   14.2,  70.23,
1350200615, 022102, 065450,   25.5,  72.65,
1350200614, 022102, 065350,   34.3,  73.62,
1350200613, 022102, 065300,   44.1,  76.49,
1350200612, 022102, 065150,   58.6,  70.33,
1350200611, 022102, 065035,   73.5,  70.36,
1350200609, 022102, 064820,   98.7,  62.55,
1350200607, 022102, 064550,  123.7,  57.76,
1350200606, 022102, 064425,  152.3,  57.76,
1350200604, 022102, 064150,  172.6,  54.06,
1360200718, 031302, 065414,    4.2,  72.85,
1360200715, 031302, 065144,   24.8,  77.60,
1360200714, 031302, 065045,   34.8,  72.16,
1360200713, 031302, 064935,   44.1,  72.41,
1360200712, 031302, 064829,   58.7,  73.91,
1360200711, 031302, 064733,   74.5,  75.52,
1360200709, 031302, 064518,   99.9,  70.83,
1360200707, 031302, 064305,  125.0,  65.89,
1360200706, 031302, 064147,  148.5,  60.54,
1360200704, 031302, 063948,  175.2,  59.23,
1370200618, 052102, 065251,    4.6,  72.56,
1370200617, 052102, 065151,   14.2,  75.20,
1370200615, 052102, 065050,   24.3,  75.39,
1370200614, 052102, 065000,   34.1,  78.68,
1370200613, 052102, 064900,   44.6,  71.44,
1370200612, 052102, 064806,   59.0,  69.84,
1370200611, 052102, 064716,   74.4,  71.74,
1370200609, 052102, 064535,   99.6,  69.87,
1370200607, 052102, 064345,  123.6,  65.53,
1370200606, 052102, 064236,  150.4,  63.90,
1370200604, 052102, 064040,  174.9,  56.10,
1380200518, 063002, 015712,    4.0,  73.09,
1380200517, 063002, 015612,   13.8,  71.64,
1380200515, 063002, 015502,   24.2,  72.58,
1380200514, 063002, 015402,   34.4,  71.39,
1380200513, 063002, 015302,   44.3,  73.70,
1380200512, 063002, 015152,   59.3,  70.39,
1380200511, 063002, 015042,   74.6,  68.68,
1380200509, 063002, 014827,  100.3,  66.85,
1380200507, 063002, 014617,  124.2,  61.65,
1380200506, 063002, 014501,  148.7,  57.44,
1380200503, 063002, 014112,  200.0,  52.47,
1390200618, 082802, 072140,    5.3,  73.50,
1390200617, 082802, 072030,   14.4,  72.92,
1390200615, 082802, 071920,   25.4,  77.50,
1390200614, 082802, 071815,   34.7,  73.57,
1390200613, 082802, 071715,   44.6,  73.13,
1390200612, 082802, 071600,   60.9,  71.22,
1390200611, 082802, 071430,   75.4,  69.78,
1390200609, 082802, 071200,   99.4,  68.53,
1390200607, 082802, 070909,  124.8,  69.45,
1390200606, 082802, 070720,  150.3,  62.69,
1390200604, 082802, 070316,  174.1,  57.07,
1400200619, 100702, 065410,    4.9,  79.29,
1400200617, 100702, 065300,   15.0,  76.54,
1400200615, 100702, 065150,   24.3,  71.85,
1400200614, 100702, 065050,   35.0,  78.35,
1400200613, 100702, 064950,   44.3,  78.31,
1400200612, 100702, 064850,   59.9,  77.04,
1400200611, 100702, 064750,   77.3,  79.56,
1400200609, 100702, 064535,   98.7,  73.93,
1400200607, 100702, 064305,  124.5,  69.96,
1400200606, 100702, 064150,  149.1,  64.57,
1400200604, 100702, 063940,  174.5,  61.95,
1410200718, 110402, 095717,    4.6,  78.16,
1410200717, 110402, 095558,   14.5,  80.97,
1410200715, 110402, 095457,   25.1,  77.46,
1410200714, 110402, 095357,   35.4,  83.85,
1410200713, 110402, 095307,   45.2,  76.88,
1410200712, 110402, 095208,   60.5,  74.44,
1410200711, 110402, 095108,   75.1,  71.53,
1410200709, 110402, 094858,  100.8,  69.00,
1410200707, 110402, 094628,  124.9,  63.58,
1410200706, 110402, 094508,  149.2,  55.70,
1410200704, 110402, 094248,  174.3,  61.27,
1420200718, 112502, 101005,    3.7,  69.14,
1420200717, 112502, 100845,   14.5,  69.09,
1420200715, 112502, 100725,   25.1,  82.37,
1420200714, 112502, 100610,   35.2,  74.89,
1420200713, 112502, 100455,   43.7,  80.44,
1420200712, 112502, 100310,   59.2,  85.95,
1420200711, 112502, 100135,   76.1,  77.55,
1420200709, 112502, 095845,   97.7,  66.79,
1420200707, 112502, 095530,  124.7,  61.11,
1420200706, 112502, 095345,  146.3,  55.79,
1420200704, 112502, 095050,  172.7,  53.92,
1430200718, 121902, 095929,    5.0,  72.85,
1430200717, 121902, 095839,   14.4,  75.39,
1430200715, 121902, 095729,   25.0,  73.58,
1430200714, 121902, 095634,   34.5,  75.37,
1430200713, 121902, 095544,   44.6,  72.09,
1430200711, 121902, 095334,   75.3,  72.11,
1430200709, 121902, 095129,  100.5,  63.95,
1430200707, 121902, 094929,  124.5,  58.86,
1430200706, 121902, 094814,  149.8,  55.49,
1430200704, 121902, 094609,  174.9,  53.29,
1440200618, 011703, 095502,    4.2,  70.02,
1440200617, 011703, 095418,   13.9,  70.38,
1440200615, 011703, 095312,   24.9,  71.02,
1440200614, 011703, 095227,   33.4,  69.94,
1440200613, 011703, 095138,   45.1,  69.60,
1440200612, 011703, 095007,   58.2,  69.01,
1440200611, 011703, 094903,   74.6,  68.79,
1440200609, 011703, 094708,   99.3,  69.85,
1440200607, 011703, 094523,  124.9,  60.76,
1440200606, 011703, 094418,  148.8,  56.69,
1440200604, 011703, 094218,  174.3,  54.38,
1450200718, 022603, 095707,    4.5,  69.16,
1450200717, 022603, 095607,   14.4,  68.20,
1450200715, 022603, 095458,   24.0,  69.42,
1450200714, 022603, 095358,   34.1,  69.18,
1450200713, 022603, 095247,   44.7,  73.56,
1450200712, 022603, 095138,   60.7,  68.90,
1450200711, 022603, 095028,   73.1,  66.46,
1450200709, 022603, 094757,   99.2,  65.95,
1450200707, 022603, 094527,  126.0,  63.66,
1450200706, 022603, 094358,  149.5,  60.72,
1450200704, 022603, 094127,  174.5,  53.01,
1460200718, 032903, 101044,    9.8,  71.77,
1460200717, 032903, 100939,   15.5,  67.59,
1460200715, 032903, 100759,   25.7,  72.14,
1460200714, 032903, 100654,   33.2,  67.98,
1460200713, 032903, 100539,   44.8,  68.34,
1460200712, 032903, 100414,   59.3,  68.31,
1460200711, 032903, 100254,   74.0,  64.53,
1460200709, 032903, 100009,   99.6,  61.79,
1460200707, 032903, 095654,  123.9,  57.59,
1460200706, 032903, 095509,  149.3,  56.31,
1460200704, 032903, 095214,  175.1,  50.89,
1470200718, 042403, 095959,    4.9,  68.67,
1470200717, 042403, 095859,   14.5,  74.50,
1470200715, 042403, 095749,   24.3,  68.99,
1470200714, 042403, 095649,   33.7,  68.96,
1470200713, 042403, 095539,   44.4,  71.52,
1470200712, 042403, 095429,   59.0,  64.95,
1470200711, 042403, 095329,   73.9,  71.91,
1470200709, 042403, 095119,   98.7,  64.34,
1470200707, 042403, 094914,  123.7,  61.29,
1470200706, 042403, 094745,  149.4,  53.39,
1470200704, 042403, 094429,  174.3,  51.93,
1480200718, 052103, 095612,    4.6,  69.79,
1480200717, 052103, 095506,   14.2,  73.42,
1480200715, 052103, 095346,   24.2,  75.10,
1480200714, 052103, 095241,   34.5,  74.59,
1480200713, 052103, 095142,   45.2,  74.44,
1480200712, 052103, 095036,   60.2,  72.13,
1480200711, 052103, 094928,   74.2,  70.60,
1480200709, 052103, 094717,   99.4,  64.80,
1480200707, 052103, 094457,  124.7,  62.45,
1480200706, 052103, 094337,  148.9,  60.92,
1480200704, 052103, 094117,  174.2,  57.49,
1480200703, 052103, 093958,  199.7,  57.90,
1490200719, 062003, 100245,    5.1,  79.91,
1490200715, 062003, 100010,   24.9,  76.18,
1490200714, 062003, 095904,   35.2,  83.23,
1490200713, 062003, 095754,   45.1,  83.88,
1490200712, 062003, 095639,   59.5,  77.22,
1490200711, 062003, 095509,   74.8,  77.70,
1490200709, 062003, 095239,   99.5,  73.28,
1490200707, 062003, 095015,  124.6,  65.53,
1490200706, 062003, 094839,  149.6,  65.80,
1490200704, 062003, 094609,  175.5,  66.45,
1500200719, 072003, 101350,    4.8,  72.90,
1500200718, 072003, 101210,   14.9,  72.23,
1500200716, 072003, 101047,   24.9,  73.08,
1500200715, 072003, 100948,   34.3,  73.20,
1500200714, 072003, 100841,   45.0,  72.76,
1500200713, 072003, 100733,   59.4,  72.49,
1500200712, 072003, 100607,   74.5,  68.56,
1500200710, 072003, 100231,   98.7,  67.29,
1500200708, 072003, 100005,  124.8,  65.40,
1500200707, 072003, 095842,  148.9,  58.77,
1500200705, 072003, 095637,  174.0,  54.49,
1510200719, 082103, 095708,    4.5,  72.90,
1510200718, 082103, 095607,   13.9,  72.98,
1510200716, 082103, 095453,   25.3,  75.47,
1510200715, 082103, 095400,   34.9,  73.21,
1510200714, 082103, 095245,   44.7,  72.97,
1510200713, 082103, 095139,   59.8,  74.17,
1510200712, 082103, 095030,   74.1,  74.97,
1510200710, 082103, 094837,  100.1,  71.76,
1510200708, 082103, 094700,  123.7,  68.06,
1510200707, 082103, 094553,  149.2,  60.52,
1510200705, 082103, 094406,  174.9,  56.60,
1510200704, 082103, 094252,  198.9,  56.29,
1520200719, 101503, 100934,    4.6,  72.53,
1520200718, 101503, 100815,   14.8,  74.83,
1520200716, 101503, 100649,   25.2,  72.92,
1520200715, 101503, 100539,   34.7,  74.82,
1520200713, 101503, 100318,   59.7,  75.18,
1520200712, 101503, 100203,   74.2,  71.83,
1520200710, 101503, 095921,  100.5,  70.89,
1520200708, 101503, 095613,  125.5,  65.07,
1520200707, 101503, 095444,  150.1,  61.22,
1520200705, 101503, 095149,  174.9,  56.80,
1530200718, 111003, 102917,    4.8,  79.69,
1530200715, 111003, 102306,   24.2,  79.12,
1530200714, 111003, 102143,   36.6,  80.07,
1530200713, 111003, 102042,   43.5,  78.35,
1530200712, 111003, 101859,   59.9,  76.80,
1530200709, 111003, 101459,   99.4,  62.97,
1530200707, 111003, 101234,  124.5,  58.61,
1530200706, 111003, 101050,  151.8,  56.92,
1530200704, 111003, 100814,  175.2,  54.84,
1540200618, 122003, 101115,    6.5,  74.74,
1540200617, 122003, 100903,   14.9,  74.42,
1540200615, 122003, 100749,   24.1,  74.82,
1540200614, 122003, 100624,   36.5,  75.59,
1540200612, 122003, 100422,   59.7,  75.99,
1540200611, 122003, 100243,   75.4,  73.44,
1540200609, 122003, 100008,  100.5,  65.28,
1540200607, 122003, 095753,  124.8,  61.24,
1540200606, 122003, 095632,  149.6,  61.64,
1540200604, 122003, 095357,  181.0,  55.66,
1540200603, 122003, 095209,  199.8,  53.31,
1550200718, 012204, 095251,    3.6,  74.91,
1550200717, 012204, 095201,   12.9,  73.62,
1550200715, 012204, 095052,   24.7,  75.56,
1550200714, 012204, 094955,   34.0,  72.67,
1550200713, 012204, 094900,   43.2,  72.77,
1550200712, 012204, 094800,   59.8,  72.25,
1550200711, 012204, 094711,   73.5,  71.88,
1550200709, 012204, 094520,   99.1,  72.11,
1550200707, 012204, 094336,  123.2,  73.36,
1550200706, 012204, 094225,  148.7,  61.03,
1550200704, 012204, 094015,  175.4,  56.39,
1560200718, 022504, 095850,    4.7,  73.81,
1560200717, 022504, 095750,   14.0,  76.33,
1560200716, 022504, 095650,   23.8,  75.83,
1560200714, 022504, 095445,   33.6,  72.07,
1560200713, 022504, 095351,   45.1,  74.19,
1560200712, 022504, 095255,   59.5,  72.94,
1560200711, 022504, 095142,   72.9,  72.66,
1560200709, 022504, 094950,   99.4,  72.67,
1560200707, 022504, 094735,  124.7,  67.70,
1560200706, 022504, 094630,  148.7,  63.23,
1560200704, 022504, 094431,  177.5,  54.24,
1570200719, 032004, 102505,    8.0,  67.33,
1570200718, 032004, 102409,   14.8,  65.90,
1570200716, 032004, 102259,   24.7,  67.83,
1570200715, 032004, 102200,   34.6,  66.93,
1570200714, 032004, 102044,   46.3,  63.41,
1570200713, 032004, 101920,   58.9,  63.23,
1570200712, 032004, 101745,   73.6,  62.98,
1570200710, 032004, 101521,   99.6,  60.64,
1570200708, 032004, 101300,  124.5,  55.47,
1570200707, 032004, 101130,  149.5,  48.83,
1570200705, 032004, 100850,  174.3,  46.10,
1570200704, 032004, 100701,  199.8,  52.18,
1580200719, 042104, 103330,    4.7,  72.38,
1580200718, 042104, 103151,   14.4,  73.15,
1580200716, 042104, 103010,   24.9,  72.96,
1580200715, 042104, 102822,   35.0,  73.82,
1580200714, 042104, 102651,   44.4,  71.83,
1580200713, 042104, 102521,   60.9,  72.26,
1580200712, 042104, 102346,   75.1,  71.83,
1580200710, 042104, 102030,   99.9,  69.49,
1580200708, 042104, 101720,  125.2,  67.01,
1580200707, 042104, 101501,  149.4,  63.55,
1580200705, 042104, 101150,  173.8,  70.08,
1580200704, 042104, 101001,  199.3,  53.33,
1590200718, 051904, 095521,   14.2,  71.47,
1590200716, 051904, 095406,   24.2,  70.64,
1590200715, 051904, 095251,   34.1,  69.73,
1590200714, 051904, 095147,   43.9,  67.79,
1590200713, 051904, 095031,   59.5,  68.63,
1590200712, 051904, 094923,   73.9,  65.14,
1590200710, 051904, 094541,   98.3,  59.84,
1590200708, 051904, 094301,  123.8,  55.16,
1590200707, 051904, 094122,  149.2,  50.91,
1590200705, 051904, 093852,  174.4,  49.23,
1590200704, 051904, 093722,  198.3,  48.29,
1600200819, 061604, 095305,    3.8,  74.04,
1600200818, 061604, 095209,   13.6,  74.75,
1600200816, 061604, 095100,   24.0,  71.41,
1600200815, 061604, 095001,   32.9,  73.58,
1600200814, 061604, 094850,   44.6,  78.96,
1600200813, 061604, 094740,   59.4,  73.20,
1600200812, 061604, 094605,   74.0,  69.57,
1600200810, 061604, 094410,   99.0,  67.95,
1600200808, 061604, 094225,  123.0,  68.10,
1600200807, 061604, 094114,  149.2,  64.18,
1600200805, 061604, 093929,  173.7,  53.66,
1600200804, 061604, 093805,  198.5,  62.84,
1610200322, 071404, 002513,    4.9,  77.89,
1610200319, 071404, 002333,   25.1,  74.03,
1610200317, 071404, 002158,   43.4,  76.25,
1610200315, 071404, 002038,   60.0,  72.54,
1610200314, 071404, 001933,   74.4,  73.21,
1610200311, 071404, 001703,   99.7,  72.28,
1610200308, 071404, 001452,  125.1,  66.84,
1610200305, 071404, 001242,  149.8,  63.05,
1610200303, 071404, 001113,  174.8,  59.30,
1610200301, 071404, 000922,  200.0,  56.30,
1620201119, 081704, 102258,    4.2,  77.42,
1620201118, 081704, 102212,   13.8,  78.92,
1620201116, 081704, 102057,   24.8,  78.11,
1620201115, 081704, 101959,   34.5,  80.92,
1620201114, 081704, 101902,   44.8,  78.81,
1620201113, 081704, 101800,   59.9,  76.60,
1620201112, 081704, 101706,   74.5,  71.05,
1620201110, 081704, 101512,   99.9,  66.36,
1620201108, 081704, 101308,  124.6,  60.44,
1620201107, 081704, 101149,  149.6,  60.63,
1620201105, 081704, 100941,  175.0,  55.82,
1620201104, 081704, 100825,  199.2,  53.43,
1630200819, 092904, 095158,    4.9,  79.20,
1630200818, 092904, 095108,   14.5,  78.81,
1630200816, 092904, 094939,   24.4,  73.05,
1630200815, 092904, 094844,   34.5,  73.51,
1630200814, 092904, 094753,   44.7,  73.13,
1630200813, 092904, 094700,   59.3,  70.53,
1630200812, 092904, 094558,   73.1,  68.04,
1630200810, 092904, 094418,   99.3,  64.67,
1630200808, 092904, 094108,  124.4,  64.15,
1630200807, 092904, 093943,  149.5,  57.74,
1630200805, 092904, 093748,  174.9,  54.68,
1630200804, 092904, 093633,  199.5,  50.82,
1640200719, 103104, 095221,    5.0,  78.33,
1640200718, 103104, 095126,   14.7,  78.55,
1640200716, 103104, 095015,   24.5,  78.19,
1640200715, 103104, 094925,   34.6,  79.21,
1640200714, 103104, 094825,   44.7,  78.38,
1640200713, 103104, 094715,   60.1,  75.40,
1640200712, 103104, 094625,   75.2,  71.41,
1640200710, 103104, 094432,   99.4,  64.35,
1640200708, 103104, 094205,  124.2,  61.02,
1640200707, 103104, 094053,  149.7,  59.22,
1640200705, 103104, 093900,  175.8,  54.51,
1650200819, 112804, 095450,   24.4,  74.01,
1650200818, 112804, 095442,   24.4,  74.80,
1650200816, 112804, 095219,   44.9,  71.82,
1650200815, 112804, 095052,   59.3,  76.39,
1650200814, 112804, 094925,   74.9,  71.89,
1650200813, 112804, 094809,   84.2,  69.95,
1650200812, 112804, 094759,   84.3,  68.26,
1650200810, 112804, 094626,   98.7,  64.63,
1650200808, 112804, 094352,  126.8,  60.00,
1650200807, 112804, 094223,  148.1,  54.50,
1650200805, 112804, 093953,  174.3,  51.23,
1660200919, 122104, 101124,    5.1,  73.06,
1660200918, 122104, 100948,   14.6,  71.21,
1660200916, 122104, 100803,   25.1,  70.15,
1660200915, 122104, 100628,   34.9,  68.11,
1660200914, 122104, 100451,   44.5,  68.59,
1660200913, 122104, 100309,   60.6,  68.20,
1660200912, 122104, 100131,   74.9,  67.99,
1660200910, 122104, 095803,  100.5,  67.13,
1660200908, 122104, 095433,  125.6,  58.29,
1660200907, 122104, 095203,  149.4,  55.85,
1660200905, 122104, 094839,  174.1,  54.60,
1660200904, 122104, 094622,  199.6,  51.09,
1670200819, 020205, 101014,    4.7,  70.64,
1670200818, 020205, 100903,   15.4,  67.88,
1670200816, 020205, 100713,   25.6,  71.18,
1670200815, 020205, 100548,   35.5,  69.03,
1670200814, 020205, 100414,   45.3,  69.75,
1670200813, 020205, 100253,   60.6,  69.34,
1670200812, 020205, 100114,   75.3,  66.91,
1670200810, 020205, 095826,  100.1,  62.58,
1670200808, 020205, 095535,  126.1,  57.36,
1670200807, 020205, 095341,  151.4,  52.76,
1670200805, 020205, 095052,  174.3,  51.76,
1670200804, 020205, 094913,  199.6,  49.98,
1680200819, 030505, 102006,    4.8,  69.65,
1680200818, 030505, 101848,   15.1,  71.61,
1680200816, 030505, 101709,   25.5,  69.10,
1680200815, 030505, 101605,   34.1,  69.40,
1680200814, 030505, 101455,   45.0,  67.90,
1680200813, 030505, 101334,   60.6,  68.85,
1680200812, 030505, 101200,   75.5,  70.50,
1680200810, 030505, 100935,   99.7,  60.18,
1680200808, 030505, 100706,  125.3,  62.76,
1680200807, 030505, 100542,  150.8,  57.72,
1680200805, 030505, 100250,  174.9,  53.31,
1680200804, 030505, 100120,  199.7,  52.49,
1690200519, 051805, 102306,   10.2,  77.22,
1690200518, 051805, 102122,   15.0,  81.61,
1690200516, 051805, 101938,   24.7,  75.79,
1690200515, 051805, 101814,   34.9,  78.30,
1690200514, 051805, 101655,   44.5,  76.03,
1690200513, 051805, 101522,   59.9,  82.71,
1690200512, 051805, 101327,   74.4,  77.16,
1690200510, 051805, 100938,  100.2,  74.63,
1690200508, 051805, 100604,  125.2,  79.27,
1690200507, 051805, 100406,  150.0,  69.08,
1690200505, 051805, 100037,  174.5,  68.47,
1690200504, 051805, 095843,  199.9,  62.55,
1700200818, 061505, 102254,   13.4,  73.42,
1700200816, 061505, 102051,   25.0,  76.45,
1700200815, 061505, 101905,   34.9,  77.12,
1700200814, 061505, 101732,   45.9,  76.29,
1700200813, 061505, 101516,   59.8,  72.86,
1700200812, 061505, 101305,   75.3,  72.88,
1700200810, 061505, 100923,   99.7,  68.77,
1700200808, 061505, 100508,  123.9,  59.70,
1700200807, 061505, 100314,  150.8,  54.07,
1700200805, 061505, 095937,  174.8,  56.11,
1710200921, 071705, 104350,    5.1,  76.91,
1710200920, 071705, 104230,   14.8,  80.37,
1710200918, 071705, 104100,   24.7,  76.83,
1710200917, 071705, 103934,   34.4,  77.77,
1710200915, 071705, 103805,   44.8,  77.18,
1710200914, 071705, 103635,   59.4,  80.41,
1710200913, 071705, 103505,   75.0,  74.70,
1710200911, 071705, 103205,   99.6,  75.50,
1710200909, 071705, 102905,  124.7,  73.05,
1710200908, 071705, 102715,  150.1,  63.02,
1710200905, 071705, 102430,  174.6,  60.96,
1720200819, 081405, 100313,    4.9,  74.82,
1720200818, 081405, 100148,   13.0,  73.34,
1720200816, 081405, 100032,   25.0,  73.87,
1720200814, 081405, 095808,   45.1,  72.89,
1720200813, 081405, 095653,   60.4,  74.49,
1720200812, 081405, 095538,   75.8,  71.13,
1720200810, 081405, 095314,  101.1,  69.18,
1720200808, 081405, 095029,  124.7,  65.91,
1720200807, 081405, 094852,  151.0,  57.61,
1720200805, 081405, 094614,  175.7,  55.83,
1730200823, 091005, 104239,    5.9,  74.46,
1730200822, 091005, 104130,   14.4,  74.32,
1730200820, 091005, 103950,   24.0,  74.94,
1730200818, 091005, 103714,   44.7,  75.39,
1730200817, 091005, 103551,   59.6,  73.67,
1730200816, 091005, 103436,   74.9,  71.60,
1730200814, 091005, 103218,   99.9,  68.39,
1730200812, 091005, 102913,  124.4,  65.92,
1730200811, 091005, 102741,  151.0,  63.41,
1740201822, 101005, 013345,    6.5,  78.35,
1740201821, 101005, 013129,   14.9,  77.64,
1740201819, 101005, 013008,   26.1,  76.58,
1740201818, 101005, 012846,   34.9,  75.87,
1740201817, 101005, 012734,   45.2,  76.86,
1740201816, 101005, 012622,   61.5,  76.59,
1740201815, 101005, 012458,   75.1,  78.30,
1740201812, 101005, 012058,   99.9,  68.09,
1740201809, 101005, 011713,  124.9,  61.56,
1740201807, 101005, 011435,  151.0,  55.19,
1740201805, 101005, 011207,  175.5,  53.43,
1740201804, 101005, 011039,  199.1,  53.29,
1750200923, 111205, 104510,    4.8,  73.70,
1750200922, 111205, 104332,   12.9,  73.88,
1750200919, 111205, 104054,   23.8,  70.61,
1750200918, 111205, 103930,   33.2,  72.59,
1750200917, 111205, 103821,   43.0,  74.00,
1750200916, 111205, 103701,   58.1,  73.35,
1750200915, 111205, 103540,   73.1,  71.02,
1750200912, 111205, 103215,   98.8,  65.80,
1750200909, 111205, 102846,  123.8,  62.60,
1750200907, 111205, 102615,  149.2,  58.64,
1750200905, 111205, 102347,  173.8,  57.23,
1750200904, 111205, 102215,  199.6,  55.45,
1760200822, 121305, 100522,    5.8,  75.40,
1760200821, 121305, 100359,   15.3,  75.65,
1760200819, 121305, 100232,   25.1,  73.43,
1760200818, 121305, 100055,   34.8,  74.47,
1760200817, 121305, 095928,   45.7,  72.76,
1760200816, 121305, 095754,   59.8,  74.08,
1760200815, 121305, 095631,   74.8,  74.61,
1760200812, 121305, 095210,   98.8,  71.88,
1760200809, 121305, 094823,  124.9,  62.90,
1760200807, 121305, 094532,  152.6,  59.63,
1760200805, 121305, 094250,  175.2,  54.17,
1760200804, 121305, 094110,  200.0,  51.78,
1770200722, 012606, 005924,    6.6,  72.03,
1770200721, 012606, 005814,   16.5,  70.81,
1770200719, 012606, 005623,   24.8,  74.25,
1770200718, 012606, 005524,   36.4,  70.52,
1770200717, 012606, 005414,   46.3,  67.16,
1770200716, 012606, 005259,   59.8,  68.60,
1770200715, 012606, 005134,   75.6,  70.51,
1770200712, 012606, 004813,   98.1,  69.72,
1770200709, 012606, 004454,  125.0,  68.03,
1770200707, 012606, 004214,  150.0,  64.81,
1770200705, 012606, 003928,  172.8,  56.53,
1770200704, 012606, 003753,  198.6,  53.34,
1770201118, 012606, 162249,  115.3,  66.35,
1780200822, 021506, 101857,    7.2,  69.24,
1780200821, 021506, 101641,   15.0,  70.45,
1780200819, 021506, 101241,   25.1,  73.62,
1780200818, 021506, 101105,   35.2,  72.13,
1780200817, 021506, 100942,   45.4,  69.27,
1780200816, 021506, 100813,   58.4,  71.54,
1780200815, 021506, 100612,   76.0,  70.05,
1780200812, 021506, 100200,   99.3,  62.77,
1780200809, 021506, 095821,  124.5,  56.98,
1780200807, 021506, 095503,  150.9,  51.80,
