Hawaii Ocean Time-series : 05-Sep-2023 23:00:10
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, doc, 
#, mmddyy, hhmmss, dbar, umol/kg, 
2440200707, 080112, 064216,  150.2,  61.42,
2440200705, 080112, 063957,  174.9,  59.08,
2440200704, 080112, 063804,  200.0,  56.44,
2450200621, 081812, 065620,   15.3,  70.32,
2450200619, 081812, 065500,   25.4,  71.20,
2450200618, 081812, 065407,   35.5,  71.29,
2450200617, 081812, 065310,   45.3,  72.84,
2450200616, 081812, 065211,   60.3,  73.43,
2450200615, 081812, 065109,   75.0,  72.15,
2450200612, 081812, 064926,  100.0,  70.59,
2450200609, 081812, 064609,  125.3,  67.37,
2450200607, 081812, 064424,  150.1,  60.63,
2450200605, 081812, 064225,  175.5,  57.81,
2460200622, 091512, 070559,    5.7,  70.90,
2460200621, 091512, 070454,   15.9,  70.32,
2460200619, 091512, 070340,   25.5,  70.02,
2460200618, 091512, 070302,   35.3,  69.73,
2460200617, 091512, 070210,   44.7,  69.44,
2460200616, 091512, 070121,   60.4,  69.73,
2460200612, 091512, 065809,  100.2,  64.54,
2460200607, 091512, 065355,  150.7,  63.86,
2460200605, 091512, 065200,  175.4,  59.07,
2470200622, 100812, 074841,    4.5,  71.97,
2470200621, 100812, 074741,   15.5,  72.76,
2470200619, 100812, 074631,   25.5,  71.29,
2470200618, 100812, 074536,   35.2,  72.27,
2470200617, 100812, 074441,   45.5,  72.56,
2470200616, 100812, 074331,   60.7,  72.27,
2470200615, 100812, 074231,   75.3,  72.75,
2470200612, 100812, 073951,  100.2,  69.81,
2470200609, 100812, 073702,  125.3,  64.93,
2470200607, 100812, 073511,  149.9,  64.93,
2470200605, 100812, 073306,  175.2,  57.80,
2480200621, 120412, 082927,   16.9,  73.42,
2480200619, 120412, 082722,   26.5,  73.23,
2480200618, 120412, 082612,   37.4,  72.94,
2480200617, 120412, 082502,   46.9,  72.35,
2480200616, 120412, 082347,   60.3,  72.93,
2480200615, 120412, 082232,   75.9,  71.86,
2480200612, 120412, 081921,  101.1,  69.52,
2480200609, 120412, 081557,  125.1,  62.10,
2480200607, 120412, 081323,  150.7,  59.37,
2480200605, 120412, 081042,  177.1,  57.61,
2490200622, 021313, 071338,    7.3,  73.23,
2490200621, 021313, 071017,   16.2,  71.86,
2490200619, 021313, 070849,   25.5,  72.74,
2490200618, 021313, 070738,   35.2,  72.06,
2490200617, 021313, 070627,   45.7,  72.15,
2490200616, 021313, 070507,   61.0,  71.57,
2490200615, 021313, 070327,   75.9,  69.32,
2490200612, 021313, 070007,  100.3,  70.49,
2490200609, 021313, 065647,  125.6,  68.83,
2490200607, 021313, 065447,  150.2,  66.49,
2490200605, 021313, 065219,  175.4,  61.71,
2500200722, 030713, 071737,    8.7,  72.54,
2500200721, 030713, 071608,   18.4,  72.35,
2500200719, 030713, 071427,   23.8,  72.93,
2500200718, 030713, 071327,   34.7,  72.15,
2500200717, 030713, 071237,   45.2,  70.59,
2500200715, 030713, 071037,   75.2,  70.39,
2500200712, 030713, 070757,   99.9,  67.85,
2500200709, 030713, 070507,  125.8,  68.54,
2500200707, 030713, 070308,  149.7,  61.03,
2500200705, 030713, 070058,  175.3,  55.08,
2500200704, 030713, 065938,  199.6,  56.75,
2510200622, 040613, 071006,    5.3,  71.17,
2510200621, 040613, 070847,   15.1,  68.24,
2510200619, 040613, 070716,   25.3,  69.61,
2510200618, 040613, 070557,   35.6,  69.71,
2510200617, 040613, 070436,   45.5,  69.71,
2510200616, 040613, 070306,   60.5,  69.32,
2510200615, 040613, 070126,   75.5,  68.44,
2510200612, 040613, 065735,  100.1,  64.73,
2510200609, 040613, 065406,  126.3,  64.73,
2510200607, 040613, 065137,  150.7,  64.63,
2510200605, 040613, 064907,  175.3,  61.80,
2520200419, 051713, 231446,  187.1,  48.82,
2520200722, 051813, 071938,    8.8,  74.72,
2520200721, 051813, 071819,   18.8,  73.64,
2520200719, 051813, 071629,   25.7,  72.76,
2520200718, 051813, 071528,   35.3,  74.23,
2520200717, 051813, 071428,   44.4,  71.49,
2520200716, 051813, 071328,   59.2,  67.87,
2520200715, 051813, 071219,   74.6,  69.14,
2520200712, 051813, 070948,  100.1,  66.69,
2520200709, 051813, 070658,  125.9,  64.15,
2520200705, 051813, 070258,  175.8,  61.80,
2530200722, 062613, 071750,    7.2,  72.85,
2530200721, 062613, 071629,   17.0,  71.48,
2530200719, 062613, 071449,   24.9,  71.28,
2530200718, 062613, 071339,   35.5,  70.80,
2530200717, 062613, 071239,   45.2,  71.87,
2530200716, 062613, 071119,   60.6,  69.04,
2530200715, 062613, 070959,   75.5,  66.98,
2530200712, 062613, 070709,  100.0,  65.61,
2530200709, 062613, 070359,  125.3,  62.00,
2530200707, 062613, 070149,  150.8,  57.03,
2530200705, 062613, 065929,  174.5,  55.57,
2530200704, 062613, 065800,  199.9,  51.08,
2550200320, 100113, 222207,  149.0,  58.20,
2550200622, 100213, 070152,    7.5,  72.06,
2550200621, 100213, 070043,   17.5,  71.67,
2550200619, 100213, 065853,   26.2,  71.47,
2550200618, 100213, 065803,   34.6,  70.50,
2550200617, 100213, 065712,   45.4,  70.20,
2550200616, 100213, 065612,   59.8,  72.05,
2550200615, 100213, 065502,   76.7,  69.03,
2550200612, 100213, 065223,  101.5,  62.00,
2550200609, 100213, 065002,  125.9,  62.98,
2550200607, 100213, 064753,  150.5,  56.34,
2550200605, 100213, 064543,  175.4,  52.34,
2560200622, 102813, 070946,    6.5,  72.65,
2560200621, 102813, 070826,   16.2,  71.19,
2560200619, 102813, 070656,   25.4,  72.65,
2560200618, 102813, 070546,   35.5,  70.11,
2560200617, 102813, 070445,   45.0,  70.99,
2560200616, 102813, 070336,   60.9,  69.53,
2560200615, 102813, 070236,   75.0,  69.53,
2560200612, 102813, 065945,  100.2,  65.62,
2560200609, 102813, 065646,  126.0,  59.76,
2560200607, 102813, 065446,  150.2,  56.63,
2560200605, 102813, 065236,  175.8,  55.26,
2560200604, 102813, 065116,  199.9,  53.41,
2570200623, 112713, 072318,    6.0,  74.59,
2570200622, 112713, 072148,   15.8,  75.66,
2570200619, 112713, 071928,   24.2,  74.59,
2570200618, 112713, 071808,   34.6,  74.69,
2570200617, 112713, 071648,   45.0,  72.73,
2570200616, 112713, 071508,   60.2,  72.83,
2570200615, 112713, 071338,   74.8,  72.05,
2570200612, 112713, 070908,  100.1,  65.42,
2570200609, 112713, 070518,  125.4,  61.12,
2570200607, 112713, 070238,  149.9,  59.46,
2570200605, 112713, 065938,  174.2,  55.46,
2580200623, 122113, 071840,    6.7,  75.18,
2580200622, 122113, 071651,   17.1,  74.49,
2580200619, 122113, 071441,   25.2,  72.25,
2580200618, 122113, 071341,   35.4,  73.61,
2580200617, 122113, 071245,   45.6,  71.95,
2580200616, 122113, 071129,   61.6,  71.07,
2580200615, 122113, 071017,   75.2,  72.15,
2580200612, 122113, 070725,  100.6,  60.54,
2580200609, 122113, 070420,  124.9,  59.66,
2580200607, 122113, 070205,  149.3,  58.69,
2580200605, 122113, 065955,  175.7,  53.52,
2590200623, 011614, 073433,    6.5,  71.76,
2590200622, 011614, 073314,   15.4,  73.61,
2590200618, 011614, 073013,   35.0,  72.93,
2590200617, 011614, 072854,   45.8,  72.05,
2590200616, 011614, 072713,   60.8,  72.05,
2590200615, 011614, 072543,   75.3,  70.98,
2590200612, 011614, 072213,  100.9,  62.58,
2590200609, 011614, 071844,  125.2,  59.46,
2590200607, 011614, 071613,  150.2,  58.00,
2590200605, 011614, 071323,  174.7,  55.27,
2600200623, 021514, 091648,    6.2,  73.71,
2600200619, 021514, 091248,   25.0,  72.74,
2600200618, 021514, 091128,   34.9,  73.03,
2600200617, 021514, 090948,   45.1,  70.39,
2600200616, 021514, 090817,   60.6,  68.44,
2600200615, 021514, 090638,   75.8,  70.20,
2600200612, 021514, 090306,  100.4,  65.32,
2600200609, 021514, 085908,  125.6,  58.39,
2600200607, 021514, 085619,  150.7,  53.32,
2600200605, 021514, 085309,  175.2,  54.11,
2600200604, 021514, 085120,  199.8,  50.02,
2610200623, 030614, 071457,    7.5,  73.04,
2610200622, 030614, 071347,   16.0,  73.73,
2610200619, 030614, 071202,   26.1,  72.55,
2610200618, 030614, 071100,   35.7,  73.32,
2610200617, 030614, 070957,   45.6,  73.91,
2610200616, 030614, 070853,   60.5,  73.22,
2610200615, 030614, 070743,   75.5,  72.25,
2610200612, 030614, 070453,  100.6,  68.93,
2610200609, 030614, 070152,  125.5,  64.05,
2610200607, 030614, 065952,  150.6,  57.32,
2610200605, 030614, 065747,  175.1,  58.69,
2610200604, 030614, 065623,  199.8,  56.74,
2620200617, 041114, 070459,   44.7,  69.32,
2630200516, 060114, 065646,   59.6,  73.80,
2630200512, 060114, 065246,   99.3,  70.59,
2630200509, 060114, 064856,  124.9,  66.20,
2630200507, 060114, 064656,  149.9,  63.17,
2630200505, 060114, 064447,  175.4,  60.83,
2640200623, 070114, 071958,    5.3,  72.45,
2640200622, 070114, 071837,   15.0,  71.67,
2640200619, 070114, 071708,   24.8,  73.04,
2640200618, 070114, 071552,   35.1,  73.03,
2640200617, 070114, 071443,   45.3,  71.66,
2640200616, 070114, 071327,   59.6,  69.02,
2640200615, 070114, 071208,   75.5,  66.88,
2640200612, 070114, 070903,   99.6,  65.51,
2640200609, 070114, 070553,  124.8,  63.47,
2640200607, 070114, 070332,  148.9,  57.71,
2640200605, 070114, 070107,  174.9,  54.69,
2640200604, 070114, 065933,  199.8,  50.11,
2650200623, 091514, 071751,    5.3,  73.54,
2650200622, 091514, 071643,   15.2,  73.06,
2650200619, 091514, 071512,   24.7,  75.11,
2650200618, 091514, 071409,   35.5,  75.11,
2650200617, 091514, 071307,   44.5,  73.73,
2650200616, 091514, 071205,   60.8,  74.71,
2650200615, 091514, 071045,   75.5,  73.24,
2650200612, 091514, 070746,  100.4,  66.88,
2650200609, 091514, 070449,  124.8,  64.54,
2650200607, 091514, 070232,  150.0,  57.90,
2650200605, 091514, 070022,  175.6,  54.98,
2660200319, 101314, 220920,  193.1,  51.37,
2660200623, 101414, 071924,    5.6,  73.44,
2660200622, 101414, 071824,   14.8,  71.78,
2660200619, 101414, 071714,   24.4,  73.44,
2660200618, 101414, 071614,   34.9,  71.88,
2660200617, 101414, 071514,   44.6,  74.22,
2660200616, 101414, 071359,   59.9,  68.56,
2660200615, 101414, 071254,   75.2,  71.97,
2660200612, 101414, 071004,  100.1,  66.49,
2660200609, 101414, 070704,  124.7,  62.59,
2660200607, 101414, 070449,  151.6,  57.32,
2660200605, 101414, 070224,  175.3,  56.83,
2670200623, 112214, 071138,    5.0,  75.76,
2670200622, 112214, 071033,   15.1,  75.47,
2670200619, 112214, 070908,   25.4,  73.13,
2670200618, 112214, 070808,   35.4,  73.91,
2670200616, 112214, 070543,   60.3,  75.08,
2670200615, 112214, 070418,   75.2,  71.67,
2670200612, 112214, 070118,  100.0,  63.56,
2670200609, 112214, 065801,  125.6,  62.98,
2670200607, 112214, 065551,  150.6,  53.71,
2670200605, 112214, 065345,  175.0,  53.33,
2680200623, 121714, 103137,    7.8,  71.08,
2680200622, 121714, 102914,   14.2,  70.40,
2680200619, 121714, 102739,   26.3,  70.49,
2680200616, 121714, 102313,   59.1,  70.30,
2680200615, 121714, 102143,   75.5,  71.08,
2680200612, 121714, 101743,  100.3,  74.11,
2680200609, 121714, 101351,  127.1,  61.61,
2680200607, 121714, 101033,  150.7,  62.39,
2680200605, 121714, 100718,  175.6,  56.34,
2680200604, 121714, 100434,  199.8,  52.15,
2690200319, 022415, 233421,  192.1,  54.69,
2690200623, 022515, 073446,    4.8,  72.55,
2690200622, 022515, 073331,   15.2,  72.26,
2690200619, 022515, 073201,   25.0,  69.13,
2690200618, 022515, 073041,   35.4,  70.20,
2690200616, 022515, 072801,   61.1,  71.47,
2690200615, 022515, 072641,   74.8,  70.00,
2690200612, 022515, 072306,  100.6,  66.78,
2690200607, 022515, 071641,  150.2,  66.58,
2690200605, 022515, 071351,  176.6,  61.31,
2690200604, 022515, 071211,  199.7,  54.29,
2700200623, 033015, 125737,    4.5,  68.64,
2700200622, 033015, 125611,   14.0,  70.40,
2700200619, 033015, 125441,   24.6,  69.91,
2700200618, 033015, 125332,   35.1,  70.50,
2700200617, 033015, 125221,   45.0,  69.72,
2700200616, 033015, 125056,   60.0,  68.64,
2700200615, 033015, 124936,   74.8,  69.03,
2700200612, 033015, 124601,   98.9,  69.13,
2700200609, 033015, 124236,  123.6,  66.20,
2700200607, 033015, 123956,  152.1,  62.19,
2700200605, 033015, 123716,  173.8,  59.95,
2710200622, 042215, 082405,    6.0,  75.00,
2710200621, 042215, 082309,   14.9,  74.61,
2710200619, 042215, 082214,   24.0,  72.36,
2710200618, 042215, 082125,   35.2,  70.99,
2710200617, 042215, 082035,   44.7,  72.65,
2710200616, 042215, 081940,   59.8,  72.35,
2710200615, 042215, 081840,   75.2,  67.08,
2710200612, 042215, 081634,   98.9,  66.39,
2710200609, 042215, 081409,  125.1,  65.90,
2710200607, 042215, 081235,  149.0,  62.20,
2710200605, 042215, 081050,  174.3,  58.98,
2720200722, 052415, 070942,    4.4,  72.65,
2720200721, 052415, 070851,   14.3,  73.14,
2720200719, 052415, 070751,   24.7,  71.58,
2720200717, 052415, 070616,   43.6,  72.85,
2720200716, 052415, 070521,   59.1,  72.45,
2720200715, 052415, 070426,   75.1,  68.84,
2720200712, 052415, 070211,   99.9,  70.40,
2720200709, 052415, 065938,  125.2,  71.67,
2720200707, 052415, 065751,  149.8,  60.83,
2720200705, 052415, 065606,  175.2,  58.48,
2720200704, 052415, 065506,  199.7,  58.78,
2730200722, 062015, 072322,    6.4,  71.58,
2730200721, 062015, 072138,   15.3,  71.39,
2730200718, 062015, 071928,   35.2,  72.75,
2730200716, 062015, 071718,   60.2,  73.34,
2730200715, 062015, 071607,   74.7,  71.58,
2730200712, 062015, 071249,  100.9,  72.16,
2730200707, 062015, 070648,  149.9,  61.61,
2730200705, 062015, 070423,  174.5,  62.49,
2730200704, 062015, 070229,  199.4,  61.81,
2740200722, 072015, 070452,    6.1,  71.77,
2740200721, 072015, 070317,   14.4,  70.11,
2740200719, 072015, 070212,   25.7,  69.43,
2740200717, 072015, 070022,   44.6,  71.09,
2740200716, 072015, 065922,   59.7,  72.16,
2740200715, 072015, 065822,   75.7,  67.37,
2740200712, 072015, 065536,   99.3,  65.22,
2740200709, 072015, 065312,  125.9,  63.27,
2740200707, 072015, 065127,  150.3,  54.20,
2740200705, 072015, 064932,  173.6,  54.30,
2740200704, 072015, 064822,  199.9,  51.76,
2750200621, 081315, 070606,   15.5,  69.62,
2750200619, 081315, 070441,   25.5,  68.44,
2750200617, 081315, 070226,   46.2,  68.15,
2750200616, 081315, 070111,   60.6,  63.95,
2750200615, 081315, 070006,   75.3,  64.93,
2750200612, 081315, 065656,  100.2,  63.18,
2750200609, 081315, 065340,  125.0,  55.57,
2750200607, 081315, 065121,  149.4,  50.79,
2750200605, 081315, 064905,  176.3,  48.94,
2750200604, 081315, 064746,  199.7,  47.78,
2770200622, 101415, 065216,    5.7,  72.94,
2770200621, 101415, 065109,   15.7,  72.16,
2770200619, 101415, 064954,   25.1,  73.72,
2770200618, 101415, 064859,   35.2,  73.52,
2770200617, 101415, 064801,   45.0,  72.74,
2770200616, 101415, 064702,   59.7,  70.79,
2770200615, 101415, 064556,   75.1,  66.79,
2770200612, 101415, 064311,  100.0,  62.98,
2770200609, 101415, 064016,  125.1,  57.81,
2770200607, 101415, 063811,  149.6,  54.98,
2770200605, 101415, 063603,  175.3,  53.62,
2780200522, 111415, 072027,    4.8,  72.94,
2780200521, 111415, 071827,   16.3,  73.24,
2780200519, 111415, 071710,   24.8,  70.60,
2780200517, 111415, 071436,   44.2,  73.04,
2780200516, 111415, 071313,   60.1,  73.72,
2780200515, 111415, 071153,   74.9,  74.70,
2780200512, 111415, 070810,  100.7,  63.76,
2780200509, 111415, 070437,  124.4,  59.66,
2780200507, 111415, 070207,  150.0,  55.57,
2780200505, 111415, 065954,  174.7,  51.48,
2790200622, 120915, 070430,    4.9,  72.37,
2790200621, 120915, 070301,   15.4,  71.98,
2790200619, 120915, 070141,   24.9,  71.98,
2790200618, 120915, 070038,   34.6,  72.17,
2790200617, 120915, 065936,   44.8,  70.22,
2790200616, 120915, 065818,   61.3,  70.70,
2790200612, 120915, 065408,  100.5,  68.45,
2790200609, 120915, 065104,  125.7,  62.78,
2790200607, 120915, 064841,  149.8,  59.86,
2790200605, 120915, 064626,  175.9,  54.89,
2800200622, 011316, 071341,    7.9,  73.84,
2800200621, 011316, 071203,   16.6,  72.17,
2800200619, 011316, 071034,   25.0,  73.64,
2800200618, 011316, 070922,   35.6,  73.25,
2800200617, 011316, 070813,   45.2,  73.54,
2800200616, 011316, 070656,   60.8,  73.93,
2800200615, 011316, 070538,   75.6,  71.88,
2800200612, 011316, 070244,  100.6,  67.08,
2800200609, 011316, 065930,  125.5,  61.03,
2800200607, 011316, 065714,  149.9,  58.69,
2800200605, 011316, 065458,  176.3,  55.57,
2800200604, 011316, 065331,  199.3,  54.11,
2810200622, 021016, 074645,    6.0,  73.15,
2810200621, 021016, 074535,   15.1,  72.37,
2810200619, 021016, 074356,   25.9,  72.76,
2810200618, 021016, 074301,   35.8,  73.05,
2810200617, 021016, 074210,   43.8,  70.32,
2810200615, 021016, 074012,   75.4,  72.26,
2810200612, 021016, 073747,   99.8,  71.77,
2810200609, 021016, 073456,  124.2,  70.01,
2810200607, 021016, 073256,  151.0,  61.71,
2810200605, 021016, 073115,  175.8,  58.69,
2810200604, 021016, 073005,  198.8,  53.82,
2820200721, 030916, 144053,   14.5,  74.32,
2820200719, 030916, 143839,   26.5,  73.05,
2820200718, 030916, 143641,   35.6,  73.93,
2820200717, 030916, 143440,   45.8,  74.51,
2820200715, 030916, 143030,   75.5,  72.56,
2820200712, 030916, 142601,  100.0,  74.12,
2820200709, 030916, 142159,  125.3,  65.52,
2820200707, 030916, 141925,  150.5,  62.20,
2820200705, 030916, 141642,  174.5,  60.25,
2830200622, 041516, 071607,    4.9,  70.03,
2830200621, 041516, 071435,   16.4,  70.81,
2830200619, 041516, 071253,   25.7,  71.79,
2830200618, 041516, 071130,   35.1,  71.30,
2830200617, 041516, 071001,   44.4,  70.81,
2830200616, 041516, 070806,   59.9,  71.79,
2830200615, 041516, 070559,   74.2,  70.03,
2830200612, 041516, 070143,  100.6,  71.19,
2830200609, 041516, 065740,  124.2,  66.79,
2830200607, 041516, 065424,  149.9,  65.23,
2830200605, 041516, 065121,  174.0,  57.62,
2840200422, 052916, 070401,    4.4,  73.16,
2840200421, 052916, 070305,   15.0,  71.30,
2840200419, 052916, 070200,   25.1,  70.62,
2840200418, 052916, 070105,   35.1,  72.47,
2840200417, 052916, 070011,   44.8,  72.66,
2840200416, 052916, 065910,   60.1,  68.56,
2840200415, 052916, 065805,   74.6,  69.43,
2840200412, 052916, 065530,   99.9,  70.11,
2840200409, 052916, 065305,  125.2,  63.86,
2840200407, 052916, 065105,  149.8,  59.95,
2840200405, 052916, 064910,  175.3,  60.05,
2840201219, 053016, 065552,  187.2,  56.64,
2850200622, 071216, 072610,    7.1,  73.64,
2850200621, 071216, 072440,   24.2,  71.89,
2850200619, 071216, 072420,   24.0,  71.89,
2850200618, 071216, 072331,   34.7,  71.59,
2850200617, 071216, 072231,   45.6,  71.20,
2850200615, 071216, 072020,   73.8,  69.54,
2850200612, 071216, 071720,  101.5,  66.50,
2850200609, 071216, 071340,  125.7,  63.57,
2850200607, 071216, 071130,  151.5,  61.22,
2850200605, 071216, 070911,  174.6,  56.83,
2860200522, 081016, 070131,    5.2,  72.18,
2860200521, 081016, 070022,   14.8,  70.71,
2860200519, 081016, 065912,   24.6,  71.59,
2860200518, 081016, 065807,   35.2,  73.84,
2860200517, 081016, 065707,   45.5,  72.17,
2860200516, 081016, 065553,   60.4,  70.70,
2860200515, 081016, 065442,   75.6,  66.99,
2860200512, 081016, 065202,  100.3,  64.93,
2860200505, 081016, 064526,  174.9,  54.40,
2870200622, 101616, 073924,    5.6,  74.32,
2870200621, 101616, 073754,   16.1,  75.01,
2870200619, 101616, 073639,   25.4,  74.71,
2870200618, 101616, 073524,   35.7,  74.03,
2870200617, 101616, 073409,   45.9,  75.59,
2870200616, 101616, 073244,   61.0,  74.71,
2870200615, 101616, 073119,   75.1,  74.90,
2870200612, 101616, 072743,  100.6,  69.14,
2870200609, 101616, 072359,  126.5,  65.23,
2870200607, 101616, 072044,  150.9,  61.03,
2870200605, 101616, 071744,  175.0,  58.10,
2880200522, 112716, 070233,    6.5,  74.51,
2880200521, 112716, 070113,   14.8,  72.65,
2880200519, 112716, 070003,   24.9,  76.27,
2880200518, 112716, 065839,   34.9,  76.56,
2880200517, 112716, 065738,   45.7,  74.32,
2880200516, 112716, 065628,   60.4,  79.20,
2880200515, 112716, 065513,   75.0,  70.41,
2880200512, 112716, 064927,  100.9,  65.62,
2880200509, 112716, 064638,  125.6,  58.49,
2880200507, 112716, 064438,  149.8,  53.51,
2880200505, 112716, 064238,  175.9,  51.08,
2890200522, 012417, 083436,    5.2,  71.78,
2890200521, 012417, 083326,   15.1,  71.09,
2890200519, 012417, 083201,   24.6,  71.00,
2890200518, 012417, 083051,   34.4,  70.31,
2890200517, 012417, 082941,   44.8,  69.43,
2890200516, 012417, 082817,   60.4,  67.77,
2890200515, 012417, 082706,   73.8,  68.56,
2890200512, 012417, 082351,   99.2,  60.45,
2890200509, 012417, 082036,  124.4,  59.57,
2890200507, 012417, 081824,  149.0,  53.62,
2890200505, 012417, 081601,  174.4,  54.32,
2900200522, 022317, 102623,    5.8,  70.22,
2900200521, 022317, 102518,   15.8,  71.39,
2900200519, 022317, 102408,   24.5,  69.24,
2900200518, 022317, 102304,   35.8,  69.34,
2900200517, 022317, 102157,   46.0,  68.27,
2900200516, 022317, 102052,   59.6,  68.07,
2900200515, 022317, 101942,   75.2,  67.00,
2900200509, 022317, 101333,  125.1,  68.55,
2900200507, 022317, 101123,  150.2,  67.77,
2900200505, 022317, 100853,  176.1,  67.18,
2900200504, 022317, 100723,  200.0,  65.62,
2910200722, 032917, 114147,    5.9,  69.64,
2910200721, 032917, 114052,   15.6,  69.25,
2910200719, 032917, 113957,   24.8,  71.00,
2910200718, 032917, 113902,   35.2,  67.58,
2910200717, 032917, 113806,   45.1,  67.28,
2910200716, 032917, 113657,   60.4,  66.31,
2910200715, 032917, 113551,   75.3,  67.57,
2910200712, 032917, 113322,   99.9,  67.18,
2910200709, 032917, 113032,  126.0,  61.81,
2910200707, 032917, 112821,  151.0,  55.66,
2910200705, 032917, 112621,  175.5,  50.98,
2920200622, 042617, 072147,    4.7,  73.15,
2920200621, 042617, 072047,   15.3,  72.18,
2920200619, 042617, 071941,   25.3,  70.42,
2920200618, 042617, 071857,   34.5,  73.25,
2920200617, 042617, 071802,   45.2,  71.69,
2920200616, 042617, 071708,   60.7,  68.07,
2920200615, 042617, 071606,   75.9,  72.07,
2920200612, 042617, 071317,   99.7,  63.28,
2920200609, 042617, 071027,  125.9,  66.50,
2920200607, 042617, 070816,  149.6,  58.69,
2920200605, 042617, 070607,  175.4,  57.92,
2920200604, 042617, 070457,  199.6,  50.80,
2930200622, 052417, 075330,    5.8,  74.62,
2930200621, 052417, 075236,   15.1,  73.45,
2930200619, 052417, 075116,   25.5,  73.15,
2930200618, 052417, 075021,   34.5,  72.86,
2930200617, 052417, 074920,   45.4,  74.52,
2930200616, 052417, 074816,   59.8,  72.47,
2930200615, 052417, 074716,   74.7,  74.42,
2930200612, 052417, 074431,  109.8,  69.04,
2930200609, 052417, 074235,  124.6,  64.35,
2930200607, 052417, 074101,  149.0,  60.15,
2930200605, 052417, 073830,  177.4,  58.30,
2940200622, 062117, 080236,    7.7,  74.82,
2940200621, 062117, 080036,   17.3,  73.85,
2940200619, 062117, 075827,   25.4,  72.38,
2940200618, 062117, 075630,   35.5,  74.72,
2940200617, 062117, 075506,   45.2,  74.52,
2940200616, 062117, 075316,   60.5,  72.47,
2940200615, 062117, 075057,   75.3,  66.02,
2940200612, 062117, 074555,  100.2,  63.09,
2940200605, 062117, 073216,  175.6,  58.59,
2950200622, 080917, 070156,    5.2,  76.38,
2950200621, 080917, 070111,   14.6,  74.13,
2950200619, 080917, 070021,   24.9,  74.13,
2950200616, 080917, 065747,   60.1,  73.34,
2950200615, 080917, 065646,   75.0,  69.72,
2950200612, 080917, 065426,   99.9,  62.59,
2950200609, 080917, 065207,  125.1,  57.03,
2950200607, 080917, 065036,  150.5,  54.79,
2950200605, 080917, 064735,  176.0,  52.16,
