Hawaii Ocean Time-series : 12-Sep-2023 23:47:19
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
3260200119, 011221, 124617,   24.8,  1.635,
3260200116, 011221, 124436,   41.9,  1.690,
3260200113, 011221, 124232,   75.4,  1.874,
3260200110, 011221, 124044,   98.9,  1.645,
3260200107, 011221, 123839,  125.0,  0.414,
3260200104, 011221, 123647,  149.7,  0.062,
3260200101, 011221, 123457,  176.1,  0.007,
3270200122, 021621, 124413,    4.5,  1.614,
3270200119, 021621, 124218,   23.9,  2.256,
3270200116, 021621, 124022,   44.2,  1.815,
3270200113, 021621, 123818,   74.4,  2.047,
3270200110, 021621, 123622,  100.6,  1.582,
3270200107, 021621, 123409,  124.7,  0.680,
3270200104, 021621, 123149,  152.3,  0.162,
3270200101, 021621, 122936,  174.5,  0.015,
3280200122, 032321, 131956,    5.4,  1.790,
3280200119, 032321, 131759,   25.5,  1.795,
3280200116, 032321, 131540,   43.9,  1.822,
3280200113, 032321, 131248,   74.2,  1.716,
3280200110, 032321, 131030,  100.3,  0.796,
3280200108, 032321, 130826,  124.9,  0.420,
3280200104, 032321, 130551,  149.4,  0.341,
3280200103, 032321, 130403,  175.0,  0.076,
3290200122, 041321, 125518,    5.6,  1.786,
3290200119, 041321, 125309,   25.5,  1.871,
3290200116, 041321, 125035,   45.1,  2.265,
3290200113, 041321, 124832,   75.0,  2.161,
3290200111, 041321, 124650,   99.7,  1.587,
3290200108, 041321, 124504,  124.2,  0.406,
3290200104, 041321, 124228,  149.5,  0.039,
3290200101, 041321, 124019,  173.6,  0.002,
3300200122, 051621, 130258,    4.5,  2.006,
3300200119, 051621, 130057,   25.1,  2.010,
3300200116, 051621, 125828,   44.2,  1.856,
3300200113, 051621, 125548,   73.5,  1.840,
3300200110, 051621, 125343,   99.3,  0.933,
3300200107, 051621, 125144,  123.8,  0.507,
3300200104, 051621, 124938,  148.7,  0.160,
3300200101, 051621, 124733,  174.1,  0.112,
3310200123, 062221, 125712,    7.1,  1.879,
3310200120, 062221, 125427,   25.5,  2.073,
3310200117, 062221, 125218,   45.2,  2.283,
3310200114, 062221, 124941,   74.2,  2.364,
3310200111, 062221, 124758,  100.2,  2.103,
3310200108, 062221, 124622,  124.4,  1.041,
3310200105, 062221, 124448,  149.6,  0.358,
3310200102, 062221, 124313,  173.1,  0.133,
3320200724, 071721, 125735,    5.1,  1.737,
3320200719, 071721, 125501,   25.4,  1.761,
3320200718, 071721, 125330,   44.6,  2.048,
3320200713, 071721, 125112,   75.3,  1.861,
3320200710, 071721, 124921,  100.8,  1.354,
3320200707, 071721, 124751,  125.5,  0.470,
3320200706, 071721, 124637,  150.2,  0.132,
3330200522, 102921, 130727,    6.7,  2.487,
3330200519, 102921, 130432,   27.0,  2.436,
3330200517, 102921, 130202,   46.8,  2.908,
3330200513, 102921, 125921,   75.7,  2.311,
3330200510, 102921, 125740,  100.1,  1.251,
3330200507, 102921, 125542,  124.8,  0.506,
3330200504, 102921, 125356,  149.4,  0.081,
3330200501, 102921, 125142,  173.8,  0.017,
3340201110, 120721, 130312,    5.8,  1.586,
3340201109, 120721, 130149,   25.0,  1.589,
3340201108, 120721, 130014,   45.0,  1.472,
3340201107, 120721, 125720,   76.7,  1.082,
3340201106, 120721, 125537,  101.0,  0.477,
3340201105, 120721, 125410,  125.2,  0.193,
3340201104, 120721, 125227,  150.1,  0.070,
3340201103, 120721, 125100,  175.3,  0.013,
