Hawaii Ocean Time-series : 09-May-2023 02:16:39
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, hbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
0920210005, 041598, -00009,   75.0,  2.656,
0920210004, 041598, -00009,  100.0,  2.331,
0920210003, 041598, -00009,  125.0,  2.295,
0920210002, 041598, -00009,  150.0,  1.865,
0930210008, 051398, -00009,    5.0,  2.059,
0930210007, 051398, -00009,   25.0,  2.320,
0930210006, 051398, -00009,   45.0,  2.514,
0930210005, 051398, -00009,   75.0,  2.323,
0930210004, 051398, -00009,  100.0,  2.105,
0930210003, 051398, -00009,  125.0,  2.251,
0930210002, 051398, -00009,  150.0,  1.933,
0930210001, 051398, -00009,  175.0,  2.131,
0940210008, 061798, -00009,    5.0,  3.514,
0940210007, 061798, -00009,   25.0,  3.221,
0940210006, 061798, -00009,   45.0,  2.691,
0940210005, 061798, -00009,   75.0,  2.654,
0940210004, 061798, -00009,  100.0,  2.169,
0940210003, 061798, -00009,  125.0,  1.989,
0940210002, 061798, -00009,  150.0,  1.709,
0940210001, 061798, -00009,  175.0,  1.470,
0950210008, 071598, -00009,    5.0,  5.496,
0950210007, 071598, -00009,   25.0,  5.466,
0950210006, 071598, -00009,   45.0,  4.858,
0950210005, 071598, -00009,   75.0,  5.095,
0950210004, 071598, -00009,  100.0,  3.830,
0950210003, 071598, -00009,  125.0,  3.326,
0950210002, 071598, -00009,  150.0,  2.471,
0950210001, 071598, -00009,  175.0,  2.224,
0960210008, 081098, -00009,    5.0,  4.942,
0960210007, 081098, -00009,   25.0,  4.695,
0960210006, 081098, -00009,   45.0,  4.300,
0960210005, 081098, -00009,   75.0,  3.920,
0960210004, 081098, -00009,  100.0,  3.391,
0960210003, 081098, -00009,  125.0,  2.566,
0960210002, 081098, -00009,  150.0,  2.142,
0960210001, 081098, -00009,  175.0,  2.741,
0970210008, 092898, -00009,    5.0,  5.058,
0970210007, 092898, -00009,   25.0,  4.771,
0970210006, 092898, -00009,   45.0,  5.186,
0970210005, 092898, -00009,   75.0,  5.735,
0970210004, 092898, -00009,  100.0,  4.201,
0970210003, 092898, -00009,  125.0,  3.311,
0970210002, 092898, -00009,  150.0,  2.184,
0970210001, 092898, -00009,  175.0,  3.128,
0980200712, 101998, 105751,    5.7,  3.431,
0980200711, 101998, 105634,   25.1,  3.482,
0980200710, 101998, 105522,   45.5,  3.446,
0980200709, 101998, 105351,   75.4,  3.768,
0980200708, 101998, 105231,  100.3,  3.732,
0980200707, 101998, 105121,  125.4,  3.534,
0980200706, 101998, 105003,  150.0,  2.742,
0980200705, 101998, 104730,  175.3,  2.692,
0980210008, 101998, -00009,    5.0,  3.330,
0980210007, 101998, -00009,   25.0,  3.607,
0980210006, 101998, -00009,   45.0,  3.730,
0980210005, 101998, -00009,   75.0,  4.181,
0980210004, 101998, -00009,  100.0,  3.570,
0980210003, 101998, -00009,  125.0,  3.284,
0980210002, 101998, -00009,  150.0,  2.476,
0980210001, 101998, -00009,  175.0,  3.016,
0990200810, 111198, 125241,    5.0,  3.883,
0990200809, 111198, 125045,   24.6,  3.576,
0990200808, 111198, 124930,   43.9,  4.093,
0990200807, 111198, 124745,   75.2,  3.915,
0990200806, 111198, 124615,  100.2,  3.790,
0990200805, 111198, 124448,  125.1,  2.553,
0990200804, 111198, 124320,  149.7,  2.323,
0990200803, 111198, 124147,  175.4,  2.052,
0990210008, 111198, -00009,    5.0,  4.198,
0990210007, 111198, -00009,   25.0,  3.821,
0990210006, 111198, -00009,   45.0,  4.120,
0990210005, 111198, -00009,   75.0,  4.433,
0990210004, 111198, -00009,  100.0,  3.127,
0990210003, 111198, -00009,  125.0,  2.453,
0990210002, 111198, -00009,  150.0,  1.841,
1000210008, 120998, -00009,    5.0,  4.470,
1000210007, 120998, -00009,   25.0,  3.903,
1000210006, 120998, -00009,   45.0,  3.908,
1000210005, 120998, -00009,   75.0,  3.938,
1000210004, 120998, -00009,  100.0,  3.502,
1000210003, 120998, -00009,  125.0,  2.788,
1010200721, 011399, 130114,    4.4,  3.608,
1010200720, 011399, 125947,   25.7,  3.979,
1010200718, 011399, 125757,   46.2,  4.054,
1010200716, 011399, 125547,   75.9,  4.054,
1010200714, 011399, 125407,  100.6,  2.529,
1010200712, 011399, 125147,  125.4,  3.003,
1010200710, 011399, 124912,  150.2,  2.857,
1010200709, 011399, 124742,  175.6,  1.829,
1010210008, 011399, -00009,    5.0,  2.783,
1010210007, 011399, -00009,   25.0,  3.494,
1010210006, 011399, -00009,   45.0,  3.381,
1010210005, 011399, -00009,   75.0,  3.289,
1010210004, 011399, -00009,  100.0,  3.651,
1010210003, 011399, -00009,  125.0,  3.017,
1010210002, 011399, -00009,  150.0,  2.070,
1020210008, 021899, -00009,    5.0,  3.981,
1020210007, 021899, -00009,   25.0,  3.894,
1020210006, 021899, -00009,   45.0,  4.016,
1020210005, 021899, -00009,   75.0,  4.260,
1020210004, 021899, -00009,  100.0,  3.844,
1020210003, 021899, -00009,  125.0,  2.578,
1020210001, 021899, -00009,  175.0,  1.667,
1030210008, 031799, -00009,    5.0,  4.481,
1030210007, 031799, -00009,   25.0,  4.916,
1030210006, 031799, -00009,   45.0,  4.988,
1030210005, 031799, -00009,   75.0,  4.680,
1030210004, 031799, -00009,  100.0,  3.824,
1030210003, 031799, -00009,  125.0,  3.414,
1030210002, 031799, -00009,  150.0,  3.095,
1030210001, 031799, -00009,  175.0,  2.447,
1040210008, 041499, -00009,    5.0,  4.356,
1040210007, 041499, -00009,   25.0,  4.060,
1040210006, 041499, -00009,   45.0,  4.059,
1040210005, 041499, -00009,   75.0,  4.014,
1040210004, 041499, -00009,  100.0,  4.111,
1040210003, 041499, -00009,  125.0,  3.950,
1040210002, 041499, -00009,  150.0,  3.483,
1050210008, 051099, -00009,    5.0,  4.320,
1050210007, 051099, -00009,   25.0,  4.424,
1050210006, 051099, -00009,   45.0,  6.015,
1050210005, 051099, -00009,   75.0,  4.563,
1050210004, 051099, -00009,  100.0,  5.135,
1050210003, 051099, -00009,  125.0,  5.478,
1060210008, 071499, -00009,    5.0,  4.289,
1060210007, 071499, -00009,   25.0,  4.408,
1060210006, 071499, -00009,   45.0,  4.802,
1060210005, 071499, -00009,   75.0,  4.453,
1060210004, 071499, -00009,  100.0,  4.298,
1060210003, 071499, -00009,  125.0,  3.086,
1060210002, 071499, -00009,  150.0,  3.162,
1060210001, 071499, -00009,  175.0,  4.027,
1070210008, 081499, -00009,    5.0,  3.429,
1070210007, 081499, -00009,   25.0,  3.154,
1070210006, 081499, -00009,   45.0,  3.380,
1070210005, 081499, -00009,   75.0,  2.769,
1070210004, 081499, -00009,  100.0,  2.906,
1070210003, 081499, -00009,  125.0,  1.546,
1070210002, 081499, -00009,  150.0,  1.338,
1080210008, 101599, -00009,    5.0,  4.355,
1080210007, 101599, -00009,   25.0,  4.794,
1080210006, 101599, -00009,   45.0,  4.838,
1080210005, 101599, -00009,   75.0,  4.343,
1080210004, 101599, -00009,  100.0,  3.371,
1080210003, 101599, -00009,  125.0,  2.490,
1080210002, 101599, -00009,  150.0,  2.644,
1090210008, 110999, -00009,    5.0,  4.246,
1090210007, 110999, -00009,   25.0,  4.321,
1090210006, 110999, -00009,   45.0,  4.808,
1090210005, 110999, -00009,   75.0,  4.106,
1090210004, 110999, -00009,  100.0,  3.942,
1090210003, 110999, -00009,  125.0,  2.303,
1090210002, 110999, -00009,  150.0,  2.372,
1100210008, 121599, -00009,    5.0,  4.539,
1100210007, 121599, -00009,   25.0,  4.497,
1100210006, 121599, -00009,   45.0,  4.472,
1100210005, 121599, -00009,   75.0,  4.319,
1100210004, 121599, -00009,  100.0,  3.758,
1100210003, 121599, -00009,  125.0,  2.819,
1100210002, 121599, -00009,  150.0,  2.072,
1100210001, 121599, -00009,  175.0,  2.284,
1110210008, 020300, -00009,    5.0,  3.993,
1110210007, 020300, -00009,   25.0,  3.985,
1110210006, 020300, -00009,   45.0,  3.797,
1110210005, 020300, -00009,   75.0,  4.000,
1110210004, 020300, -00009,  100.0,  3.830,
1110210003, 020300, -00009,  125.0,  2.545,
1110210002, 020300, -00009,  150.0,  2.337,
1110210001, 020300, -00009,  175.0,  1.838,
1120210008, 030100, -00009,    5.0,  4.410,
1120210007, 030100, -00009,   25.0,  4.312,
1120210006, 030100, -00009,   45.0,  4.551,
1120210005, 030100, -00009,   75.0,  3.589,
1120210004, 030100, -00009,  100.0,  3.644,
1120210003, 030100, -00009,  125.0,  3.078,
1120210002, 030100, -00009,  150.0,  2.333,
1120210001, 030100, -00009,  175.0,  1.771,
1130210008, 032900, -00009,    5.0,  3.505,
1130210007, 032900, -00009,   25.0,  3.596,
1130210006, 032900, -00009,   45.0,  3.709,
1130210005, 032900, -00009,   75.0,  3.669,
1130210004, 032900, -00009,  100.0,  3.702,
1130210003, 032900, -00009,  125.0,  3.146,
1130210002, 032900, -00009,  150.0,  2.717,
1130210001, 032900, -00009,  175.0,  2.075,
1140210008, 042600, -00009,    5.0,  4.384,
1140210007, 042600, -00009,   25.0,  4.520,
1140210006, 042600, -00009,   45.0,  4.748,
1140210005, 042600, -00009,   75.0,  4.594,
1140210004, 042600, -00009,  100.0,  4.483,
1140210003, 042600, -00009,  125.0,  3.499,
1140210002, 042600, -00009,  150.0,  3.086,
1140210001, 042600, -00009,  175.0,  2.462,
1150201119, 052500, 105112,    5.2,  5.431,
1150201117, 052500, 104943,   24.7,  5.539,
1150201115, 052500, 104805,   45.0,  6.202,
1150201113, 052500, 104621,   74.5,  4.192,
1150201111, 052500, 104447,   99.1,  4.651,
1150201109, 052500, 104259,  125.1,  4.197,
1150201107, 052500, 104122,  150.3,  2.871,
1150201105, 052500, 103940,  175.3,  2.558,
1160200917, 062100, 134841,    5.0,  8.351,
1160200915, 062100, 134730,   24.6,  6.423,
1160200913, 062100, 134620,   45.4,  5.130,
1160200911, 062100, 134455,   75.6,  3.998,
1160200909, 062100, 134350,   99.7,  4.064,
1160210007, 062100, -00009,   25.0,  6.922,
1160210006, 062100, -00009,   45.0,  5.738,
1170200723, 072600, 135350,    4.6,  5.858,
1170200721, 072600, 135211,   24.8,  5.812,
1170200719, 072600, 135101,   44.3,  5.541,
1170200717, 072600, 134921,   74.2,  4.363,
1170200716, 072600, 134815,  100.0,  3.971,
1170210007, 072600, -00009,   25.0,  6.394,
1170210006, 072600, -00009,   45.0,  6.461,
1180200910, 082300, 124916,    4.9,  5.164,
1180200909, 082300, 124754,   25.0,  5.383,
1180200908, 082300, 124645,   44.9,  5.426,
1180200907, 082300, 124524,   74.1,  3.531,
1180200906, 082300, 124409,   98.8,  3.165,
1180200905, 082300, 124250,  125.1,  2.559,
1180200904, 082300, 124101,  149.5,  2.144,
1180200903, 082300, 123937,  177.1,  1.860,
1180210007, 082300, -00009,   25.0,  5.729,
1180210006, 082300, -00009,   45.0,  5.383,
1190200922, 101800, 155159,    4.6,  2.605,
1190200921, 101800, 155149,    4.6,  2.972,
1190200920, 101800, 155139,    4.7,  2.329,
1190200919, 101800, 155029,   24.9,  2.173,
1190200918, 101800, 155019,   24.9,  2.834,
1190200917, 101800, 155009,   24.9,  3.025,
1190200916, 101800, 154908,   45.0,  2.772,
1190200915, 101800, 154859,   45.0,  2.860,
1190200914, 101800, 154848,   45.0,  2.410,
1190200913, 101800, 154739,   74.3,  1.516,
1190200912, 101800, 154728,   74.2,  1.739,
1190200911, 101800, 154719,   74.1,  2.085,
1190200910, 101800, 154559,   98.9,  1.368,
1190200909, 101800, 154549,   98.9,  2.009,
1190200908, 101800, 154539,   98.9,  1.707,
1190200907, 101800, 154424,  125.4,  1.050,
1190200906, 101800, 154414,  125.4,  1.104,
1190200905, 101800, 154404,  125.3,  1.024,
1190200904, 101800, 154249,  147.9,  0.732,
1190200903, 101800, 154129,  176.2,  0.731,
1200200822, 113000, 125224,    4.8,  2.427,
1200200821, 113000, 125214,    4.7,  2.693,
1200200820, 113000, 125205,    4.7,  2.891,
1200200819, 113000, 125042,   25.2,  2.747,
1200200818, 113000, 125028,   25.1,  2.742,
1200200817, 113000, 125014,   25.1,  2.643,
1200200816, 113000, 124851,   45.0,  2.874,
1200200815, 113000, 124834,   45.0,  2.215,
1200200814, 113000, 124820,   44.9,  2.169,
1200200813, 113000, 124657,   74.3,  2.925,
1200200812, 113000, 124641,   74.2,  2.588,
1200200811, 113000, 124625,   74.4,  2.852,
1200200810, 113000, 124501,   98.8,  1.823,
1200200809, 113000, 124447,   99.2,  1.839,
1200200808, 113000, 124430,   99.1,  1.795,
1200200807, 113000, 124259,  123.7,  1.507,
1200200806, 113000, 124245,  123.8,  1.433,
1200200805, 113000, 124232,  123.9,  1.655,
1200200804, 113000, 124110,  149.0,  1.066,
1200200803, 113000, 123940,  171.8,  0.897,
1210200922, 122000, 130455,    5.2,  3.015,
1210200921, 122000, 130445,    5.2,  3.007,
1210200920, 122000, 130435,    5.0,  2.986,
1210200915, 122000, 130145,   43.2,  3.148,
1210200914, 122000, 130135,   43.1,  2.943,
1210200913, 122000, 130015,   73.4,  2.410,
1210200912, 122000, 130005,   73.6,  2.355,
1210200911, 122000, 125955,   73.7,  2.130,
1210200910, 122000, 125840,  101.4,  1.747,
1210200909, 122000, 125830,  101.0,  1.760,
1210200908, 122000, 125820,  100.4,  1.727,
1210200907, 122000, 125655,  121.0,  1.570,
1210200906, 122000, 125645,  121.1,  1.557,
1210200905, 122000, 125635,  122.2,  1.566,
1210200904, 122000, 125405,  150.4,  1.030,
1210200903, 122000, 125250,  174.5,  0.916,
1220200821, 011701, 125508,    3.8,  3.314,
1220200818, 011701, 125331,   23.5,  2.854,
1220200815, 011701, 125156,   44.0,  3.194,
1220200812, 011701, 125004,   73.3,  1.691,
1220200809, 011701, 124822,   99.7,  1.773,
1220200806, 011701, 124639,  123.6,  1.200,
1220200804, 011701, 124512,  148.0,  1.143,
1220200803, 011701, 124350,  174.8,  0.925,
1240200819, 032201, 005447,    3.9,  2.628,
1240200816, 032201, 005310,   23.8,  2.588,
1240200813, 032201, 005109,   44.0,  1.058,
1240200811, 032201, 004909,   75.7,  1.299,
1240200807, 032201, 004715,   98.9,  1.344,
1240200804, 032201, 004549,  123.7,  1.116,
1240200803, 032201, 004434,  148.4,  1.110,
1240200802, 032201, 004319,  173.7,  0.781,
1250200820, 041801, 124923,    3.9,  2.297,
1250200817, 041801, 124738,   23.6,  2.411,
1250200814, 041801, 124613,   43.3,  2.257,
1250200811, 041801, 124433,   73.8,  1.750,
1250200808, 041801, 124254,   98.7,  1.789,
1250200805, 041801, 124118,  123.4,  1.677,
1250200804, 041801, 124003,  148.7,  1.468,
1250200803, 041801, 123843,  173.0,  1.174,
1260200920, 051701, 125327,    4.8,  3.342,
1260200917, 051701, 125126,   24.7,  3.568,
1260200914, 051701, 124924,   44.8,  3.864,
1260200911, 051701, 124732,   74.5,  3.473,
1260200908, 051701, 124535,   98.8,  1.673,
1260200905, 051701, 124344,  124.1,  1.528,
1260200904, 051701, 124227,  150.3,  1.181,
1260200903, 051701, 123936,  176.9,  1.054,
1270200821, 061401, 125609,    4.0,  4.000,
1270200818, 061401, 125407,   23.5,  4.135,
1270200815, 061401, 125207,   44.1,  5.205,
1270200812, 061401, 125014,   73.4,  3.809,
1270200809, 061401, 124827,   99.3,  2.789,
1270200806, 061401, 124631,  122.6,  2.329,
1270200804, 061401, 124447,  148.7,  1.993,
1270200803, 061401, 124320,  173.7,  1.544,
1280200721, 071101, 124728,    4.3,  3.015,
1280200718, 071101, 124538,   23.7,  6.227,
1280200715, 071101, 124401,   44.9,  5.764,
1280200712, 071101, 124232,   73.8,  3.245,
1280200709, 071101, 124051,  100.3,  2.962,
1280200706, 071101, 123927,  124.0,  2.137,
1280200704, 071101, 123811,  148.7,  1.645,
1280200703, 071101, 123701,  175.1,  1.303,
1290200921, 080801, 125027,    4.7,  7.257,
1290200918, 080801, 124845,   24.9,  7.521,
1290200915, 080801, 124637,   44.7,  7.635,
1290200912, 080801, 124449,   76.0,  6.168,
1290200909, 080801, 124320,   99.1,  2.880,
1290200906, 080801, 124145,  124.9,  2.211,
1290200904, 080801, 124020,  149.0,  1.831,
1290200903, 080801, 123854,  176.4,  1.429,
1300200821, 100201, 125523,    4.8,  6.440,
1300200818, 100201, 125358,   25.8,  6.279,
1300200815, 100201, 125228,   45.2,  6.278,
1300200812, 100201, 125058,   74.1,  5.424,
1300200809, 100201, 124923,  100.9,  3.001,
1300200806, 100201, 124748,  124.6,  2.748,
1300200804, 100201, 124608,  149.8,  2.176,
1300200803, 100201, 124458,  175.3,  1.810,
1310200821, 102301, 125230,    4.8,  6.720,
1310200818, 102301, 125011,   24.6,  6.706,
1310200815, 102301, 124830,   45.2,  6.883,
1310200812, 102301, 124630,   75.3,  4.831,
1310200809, 102301, 124445,  100.3,  3.575,
1310200806, 102301, 124220,  124.7,  2.715,
1310200804, 102301, 124032,  150.4,  1.757,
1310200803, 102301, 123906,  174.5,  1.624,
1320200821, 111701, 124837,    4.2,  6.047,
1320200818, 111701, 124657,   24.4,  5.924,
1320200815, 111701, 124527,   44.2,  6.203,
1320200812, 111701, 124347,   74.5,  3.923,
1320200809, 111701, 124207,   99.4,  2.485,
1320200806, 111701, 124037,  124.5,  2.042,
1320200804, 111701, 123917,  148.5,  1.702,
1320200803, 111701, 123747,  174.0,  0.880,
1330200320, 121501, 122246,    4.2,  3.682,
1330200318, 121501, 122056,   24.1,  3.831,
1330200315, 121501, 121801,   43.6,  3.694,
1330200314, 121501, 121629,   57.8,  3.586,
1330200313, 121501, 121456,   75.5,  3.792,
1330200312, 121501, 121326,   84.1,  3.713,
1330200311, 121501, 121156,   98.1,  3.340,
1330200310, 121501, 121025,  114.6,  2.325,
1330200308, 121501, 120906,  123.8,  2.241,
1330200307, 121501, 120751,  134.4,  1.915,
1330200305, 121501, 120606,  150.6,  1.693,
1330200303, 121501, 120411,  174.3,  1.520,
1340200821, 011602, 125125,    4.4,  5.735,
1340200817, 011602, 124925,   23.6,  5.403,
1340200814, 011602, 124725,   44.5,  5.499,
1340200811, 011602, 124526,   74.1,  5.908,
1340200808, 011602, 124351,   98.8,  5.052,
1340200805, 011602, 124206,  124.4,  3.178,
1340200804, 011602, 124049,  150.3,  2.649,
1340200803, 011602, 123926,  176.3,  2.149,
1350200820, 022102, 125750,    4.0,  2.613,
1350200817, 022102, 125550,   24.3,  2.535,
1350200814, 022102, 125350,   44.7,  2.705,
1350200811, 022102, 125150,   74.0,  2.281,
1350200805, 022102, 124750,  125.6,  1.666,
1350200804, 022102, 124623,  148.6,  1.478,
1350200803, 022102, 124458,  177.9,  1.427,
1360200921, 031302, 125118,    4.1,  5.106,
1360200917, 031302, 124927,   24.2,  5.660,
1360200914, 031302, 124747,   44.0,  5.731,
1360200911, 031302, 124558,   74.5,  5.237,
1360200908, 031302, 124411,   98.1,  3.780,
1360200905, 031302, 124228,  123.7,  3.664,
1360200904, 031302, 124055,  150.5,  3.462,
1360200903, 031302, 123908,  174.4,  2.714,
1370200821, 052102, 125616,    4.1,  2.203,
1370200818, 052102, 125415,   24.0,  2.151,
1370200815, 052102, 125215,   43.5,  2.628,
1370200811, 052102, 125000,   73.6,  2.259,
1370200808, 052102, 124759,   99.0,  0.602,
1370200805, 052102, 124619,  124.1,  1.069,
1370200804, 052102, 124459,  149.2,  1.064,
1370200803, 052102, 124339,  175.8,  1.042,
1380200518, 063002, 015712,    4.0,  6.232,
1380200515, 063002, 015502,   24.2,  5.225,
1380200513, 063002, 015302,   44.3,  6.616,
1380200511, 063002, 015042,   74.6,  3.188,
1380200509, 063002, 014827,  100.3,  2.927,
1380200507, 063002, 014617,  124.2,  2.307,
1380200506, 063002, 014501,  148.7,  1.971,
1380200504, 063002, 014244,  174.7,  1.694,
