Hawaii Ocean Time-series : 22-Mar-2023 16:53:56
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pc, 
#, mmddyy, hhmmss, dbar, umol/kg, 
2470200406, 100812, 005735,  350.4,   0.39,
2480200423, 120412, 035027,    6.7,   1.87,
2480200419, 120412, 034756,   26.3,   2.03,
2480200417, 120412, 034606,   46.4,   1.83,
2480200415, 120412, 034221,   75.6,   2.32,
2480200411, 120412, 033901,  124.4,   1.27,
2480200409, 120412, 033722,  151.6,   0.76,
2480200407, 120412, 033536,  176.4,   0.64,
2480200406, 120412, 033331,  201.4,   0.60,
2480200405, 120412, 033108,  250.2,   0.42,
2480200404, 120412, 032744,  349.9,   0.65,
2490200422, 021313, 014037,    7.3,   2.39,
2490200420, 021313, 013647,   24.8,   3.21,
2490200418, 021313, 013507,   45.0,   2.06,
2490200416, 021313, 013246,   75.7,   1.71,
2490200414, 021313, 013057,  100.2,   1.55,
2490200412, 021313, 012857,  126.7,   1.44,
2490200410, 021313, 012707,  149.9,   0.83,
2490200408, 021313, 012457,  175.7,   0.54,
2490200406, 021313, 012248,  200.0,   0.57,
2490200405, 021313, 011958,  249.7,   0.62,
2490200404, 021313, 011607,  350.5,   0.54,
2490200403, 021313, 011558,  350.6,   0.35,
2500200524, 030713, 010127,    5.9,   1.77,
2500200521, 030713, 005827,   25.4,   1.85,
2500200519, 030713, 005647,   45.2,   1.88,
2500200515, 030713, 005257,  101.2,   2.00,
2500200513, 030713, 005117,  124.7,   1.56,
2500200510, 030713, 004937,  150.1,   1.49,
2500200508, 030713, 004757,  175.8,   0.95,
2500200506, 030713, 004616,  201.3,   0.73,
2500200505, 030713, 004416,  250.2,   0.47,
2500200504, 030713, 004131,  350.2,   0.39,
2500200503, 030713, 004121,  350.3,   0.34,
2510200522, 040613, 040246,    5.3,   2.08,
2510200520, 040613, 040106,   26.1,   2.30,
2510200519, 040613, 035926,   45.8,   1.94,
2510200518, 040613, 035726,   75.7,   2.00,
2510200517, 040613, 035536,  101.0,   1.60,
2510200515, 040613, 035325,  124.9,   1.12,
2510200513, 040613, 035116,  150.2,   0.84,
2510200511, 040613, 034915,  175.8,   0.77,
2510200509, 040613, 034706,  200.9,   0.69,
2510200507, 040613, 034355,  251.6,   0.41,
2510200504, 040613, 034005,  350.3,   0.38,
2510200503, 040613, 033955,  350.9,   0.62,
2520200524, 051813, 015518,    7.3,   2.07,
2520200521, 051813, 015028,   23.7,   2.15,
2520200519, 051813, 014828,   45.5,   2.21,
2520200517, 051813, 014618,   75.8,   2.04,
2520200515, 051813, 014418,  101.5,   1.95,
2520200512, 051813, 014118,  125.7,   1.54,
2520200510, 051813, 013938,  150.6,   1.13,
2520200508, 051813, 013728,  173.1,   0.73,
2520200506, 051813, 013528,  201.5,   0.88,
2520200505, 051813, 013208,  250.9,   0.44,
2520200504, 051813, 012810,  350.6,   0.56,
2520200503, 051813, 012759,  350.6,   0.40,
2530200516, 062613, 011848,    7.1,   2.14,
2530200514, 062613, 011618,   25.9,   2.17,
2530200513, 062613, 011448,   45.9,   2.21,
2530200512, 062613, 011307,   75.5,   1.96,
2530200511, 062613, 011138,  101.1,   1.67,
2530200509, 062613, 010928,  125.4,   1.43,
2530200508, 062613, 010808,  150.3,   1.31,
2530200507, 062613, 010648,  175.5,   0.62,
2530200506, 062613, 010528,  200.3,   0.54,
2530200505, 062613, 010338,  251.2,   0.48,
2530200504, 062613, 010048,  350.6,   0.39,
2530200503, 062613, 010038,  350.6,   0.40,
2540200414, 091213, 014033,   11.0,   2.86,
2540200412, 091213, 013620,   45.0,   2.55,
2540200411, 091213, 013430,   74.7,   1.97,
2540200410, 091213, 013255,   99.8,   1.33,
2540200409, 091213, 013115,  125.5,   0.90,
2540200408, 091213, 012940,  151.6,   0.62,
2540200406, 091213, 012650,  200.8,   0.50,
2540200405, 091213, 012444,  250.0,   0.50,
2540200404, 091213, 012155,  351.2,   0.45,
2540200403, 091213, 012149,  351.4,   0.46,
2550200422, 100213, 014759,    7.9,   2.59,
2550200421, 100213, 014353,   25.4,   2.73,
2550200420, 100213, 014203,   45.7,   2.73,
2550200419, 100213, 013947,   76.5,   2.51,
2550200418, 100213, 013752,  100.1,   1.69,
2550200417, 100213, 013613,  125.0,   1.16,
2550200416, 100213, 013443,  150.3,   0.80,
2550200415, 100213, 013303,  175.2,   0.58,
2550200413, 100213, 013123,  200.5,   0.57,
2550200411, 100213, 012913,  250.4,   0.43,
2550200409, 100213, 012503,  350.5,   0.47,
2550200408, 100213, 012453,  350.5,   0.40,
2560200422, 102813, 013946,    7.7,   2.54,
2560200421, 102813, 013656,   25.3,   2.53,
2560200420, 102813, 013515,   45.4,   2.29,
2560200419, 102813, 013315,   75.1,   2.05,
2560200418, 102813, 013135,  100.0,   1.46,
2560200417, 102813, 013015,  124.9,   1.00,
2560200416, 102813, 012855,  150.7,   0.68,
2560200415, 102813, 012725,  175.1,   0.61,
2560200413, 102813, 012545,  200.4,   0.96,
2560200411, 102813, 012325,  251.0,   0.47,
2570200418, 112713, 011828,    7.1,   2.27,
2570200414, 112713, 011518,   25.1,   2.15,
2570200412, 112713, 011347,   45.1,   2.33,
2570200411, 112713, 011217,   74.3,   2.09,
2570200409, 112713, 010927,  125.4,   1.15,
2570200408, 112713, 010808,  150.6,   0.65,
2570200407, 112713, 010657,  174.9,   0.62,
2570200406, 112713, 010537,  200.1,   0.59,
2570200405, 112713, 010348,  250.6,   0.46,
2570200404, 112713, 010058,  350.0,   0.37,
2570200403, 112713, 010048,  349.9,   0.45,
2580200414, 122113, 020659,    8.1,   1.51,
2580200413, 122113, 020500,   25.5,   2.12,
2580200412, 122113, 020314,   46.3,   2.72,
2580200411, 122113, 020104,   75.6,   1.71,
2580200410, 122113, 015914,   99.7,   1.22,
2580200409, 122113, 015744,  125.7,   0.77,
2580200408, 122113, 015619,  148.6,   0.51,
2580200407, 122113, 015504,  175.2,   0.58,
2580200405, 122113, 015141,  249.4,   0.89,
2580200404, 122113, 014840,  351.7,   0.38,
2580200403, 122113, 014829,  351.8,   0.51,
2590200424, 011614, 020153,    8.0,   1.84,
2590200417, 011614, 015923,   25.8,   1.68,
2590200416, 011614, 015802,   45.1,   1.87,
2590200415, 011614, 015622,   75.3,   1.59,
2590200414, 011614, 015442,  100.5,   1.72,
2590200413, 011614, 015303,  126.0,   1.54,
2590200412, 011614, 015142,  150.6,   0.76,
2590200411, 011614, 015002,  175.2,   0.90,
2590200408, 011614, 014812,  200.0,   0.47,
2590200407, 011614, 014613,  250.2,   0.39,
2590200406, 011614, 014314,  351.3,   0.35,
2590200405, 011614, 014303,  351.4,   0.35,
2600200414, 021514, 021442,    6.2,   1.58,
2600200413, 021514, 021212,   26.0,   1.58,
2600200411, 021514, 020751,   76.1,   1.60,
2600200410, 021514, 020603,  100.7,   1.38,
2600200409, 021514, 020408,  127.0,   0.92,
2600200408, 021514, 020232,  150.7,   0.77,
2600200407, 021514, 020050,  175.9,   0.66,
2600200406, 021514, 015830,  202.6,   0.51,
2600200405, 021514, 015623,  251.0,   0.43,
2600200404, 021514, 015307,  352.3,   0.32,
2600200403, 021514, 015258,  352.0,   0.33,
2610200413, 030614, 014002,    5.3,   1.92,
2610200412, 030614, 013831,   25.0,   2.21,
2610200411, 030614, 013707,   46.4,   2.14,
2610200410, 030614, 013542,   76.1,   1.97,
2610200409, 030614, 013401,  100.1,   1.81,
2610200408, 030614, 013131,  150.8,   0.88,
2610200406, 030614, 012832,  200.4,   0.46,
2610200405, 030614, 012631,  249.9,   0.40,
2610200404, 030614, 012332,  350.7,   0.51,
2610200403, 030614, 012323,  351.0,   0.38,
2630200314, 060114, 010950,    4.8,   2.52,
2630200313, 060114, 010805,   26.3,   2.32,
2630200312, 060114, 010635,   44.3,   2.15,
2630200311, 060114, 010450,   75.1,   2.04,
2630200310, 060114, 010305,   99.1,   1.80,
2630200309, 060114, 010135,  125.0,   1.63,
2630200308, 060114, 005950,  154.6,   0.86,
2630200307, 060114, 005805,  174.9,   0.67,
2630200306, 060114, 005626,  199.3,   0.58,
2630200305, 060114, 005436,  250.4,   0.48,
2630200304, 060114, 005142,  354.1,   0.59,
2640200420, 070114, 013703,    4.9,   2.35,
2640200419, 070114, 013528,   24.7,   2.61,
2640200418, 070114, 013414,   44.5,   2.37,
2640200416, 070114, 013140,   75.0,   2.26,
2640200414, 070114, 012958,  100.1,   1.86,
2640200413, 070114, 012838,  125.7,   1.67,
2640200412, 070114, 012714,  150.4,   1.16,
2640200411, 070114, 012558,  175.4,   0.77,
2640200409, 070114, 012424,  200.4,   0.54,
2640200408, 070114, 012248,  249.8,   0.55,
2640200407, 070114, 012020,  349.9,   0.38,
2640200406, 070114, 012013,  350.1,   0.34,
2650200421, 091514, 010947,    5.0,   2.85,
2650200418, 091514, 010713,   23.4,   2.72,
2650200416, 091514, 010550,   45.2,   2.43,
2650200414, 091514, 010418,   75.4,   2.33,
2650200412, 091514, 010254,  100.1,   1.71,
2650200410, 091514, 010135,  124.8,   1.26,
2650200408, 091514, 005953,  150.3,   0.81,
2650200407, 091514, 005818,  174.8,   1.07,
2650200406, 091514, 005639,  200.3,   0.66,
2650200405, 091514, 005420,  249.8,   0.58,
2650200404, 091514, 005140,  350.4,   0.66,
2650200403, 091514, 005135,  350.5,   0.49,
2660200422, 101414, 013752,    7.1,   3.16,
2660200420, 101414, 013524,   25.4,   2.86,
2660200417, 101414, 013124,   75.1,   2.95,
2660200416, 101414, 012945,  100.4,   2.02,
2660200414, 101414, 012805,  124.5,   1.18,
2660200412, 101414, 012525,  175.2,   1.03,
2660200411, 101414, 012351,  201.2,   1.37,
2660200409, 101414, 012139,  250.2,   2.26,
2660200408, 101414, 011836,  350.4,   0.84,
2660200407, 101414, 011830,  350.7,   0.42,
2670200422, 112214, 012756,    7.8,   2.58,
2670200420, 112214, 012547,   24.8,   2.87,
2670200419, 112214, 012411,   45.3,   2.60,
2670200417, 112214, 012146,   75.6,   2.25,
2670200416, 112214, 012001,  100.0,   2.27,
2670200414, 112214, 011751,  125.3,   1.17,
2670200413, 112214, 011622,  150.8,   0.85,
2670200412, 112214, 011452,  175.1,   1.28,
2670200411, 112214, 011321,  200.5,   1.75,
2670200409, 112214, 011111,  249.4,   0.66,
2670200408, 112214, 010816,  349.4,   1.29,
2670200407, 112214, 010802,  349.9,   0.50,
2680200417, 121714, 031434,    7.4,   1.97,
2680200415, 121714, 031304,   23.9,   2.04,
2680200413, 121714, 031138,   45.2,   2.10,
2680200411, 121714, 030949,   74.0,   1.82,
2680200410, 121714, 030819,   99.7,   2.04,
2680200409, 121714, 030719,  123.5,   1.29,
2680200408, 121714, 030613,  149.7,   0.66,
2680200407, 121714, 030508,  173.7,   0.71,
2680200406, 121714, 030403,  199.1,   0.67,
2680200405, 121714, 030218,  249.9,   0.54,
2680200404, 121714, 025934,  350.8,   0.58,
2680200403, 121714, 025922,  351.3,   0.59,
2690200423, 022515, 021110,    5.0,   2.13,
2690200421, 022515, 020921,   25.1,   2.20,
2690200416, 022515, 020656,   44.5,   2.59,
2690200413, 022515, 020421,   75.9,   2.12,
2690200411, 022515, 020206,  103.4,   2.38,
2690200409, 022515, 015951,  124.5,   1.60,
2690200408, 022515, 015810,  148.8,   1.04,
2690200407, 022515, 015626,  175.2,   0.59,
2690200406, 022515, 015426,  200.3,   0.54,
2690200405, 022515, 015145,  250.4,   0.48,
2690200404, 022515, 014821,  353.6,   0.35,
2700200717, 033015, 160911,    4.6,   1.76,
2700200715, 033015, 160800,   25.0,   1.82,
2700200713, 033015, 160645,   45.3,   1.71,
2700200711, 033015, 160531,   73.9,   1.60,
2700200710, 033015, 160426,   99.5,   1.80,
2700200709, 033015, 160316,  125.3,   1.46,
2700200708, 033015, 160211,  148.4,   1.04,
2700200707, 033015, 160106,  174.4,   0.79,
2700200706, 033015, 155958,  200.1,   0.61,
2700200705, 033015, 155747,  250.6,   0.51,
2700200704, 033015, 155459,  349.7,   0.40,
2700200703, 033015, 155453,  349.3,   0.37,
2710200417, 042215, 015239,    7.6,   2.52,
2710200415, 042215, 015054,   25.8,   2.46,
2710200411, 042215, 014634,   75.3,   2.46,
2710200410, 042215, 014446,  101.0,   2.43,
2710200409, 042215, 014259,  124.9,   1.87,
2710200408, 042215, 014115,  149.8,   1.13,
2710200407, 042215, 013940,  175.7,   0.87,
2710200406, 042215, 013809,  201.1,   0.61,
2710200405, 042215, 013614,  250.4,   0.49,
2710200404, 042215, 013320,  351.4,   0.37,
2710200403, 042215, 013309,  351.6,   0.42,
2720200520, 052415, 013539,    7.5,   2.40,
2720200515, 052415, 013141,   24.9,   2.64,
2720200513, 052415, 012951,   46.2,   2.28,
2720200511, 052415, 012751,   74.7,   2.22,
2720200510, 052415, 012551,  100.2,   1.83,
2720200509, 052415, 012336,  126.4,   1.98,
2720200508, 052415, 012151,  150.7,   1.62,
2720200507, 052415, 012002,  173.2,   1.14,
2720200506, 052415, 011836,  199.9,   0.60,
2720200505, 052415, 011616,  250.9,   0.72,
2720200504, 052415, 011226,  351.1,   0.38,
2720200503, 052415, 011216,  351.0,   0.40,
2730200517, 062015, 013257,    6.3,   2.40,
2730200515, 062015, 013057,   25.3,   2.40,
2730200513, 062015, 012922,   44.4,   2.75,
2730200511, 062015, 012727,   75.7,   2.50,
2730200510, 062015, 012558,   99.7,   2.23,
2730200509, 062015, 012407,  125.7,   1.73,
2730200508, 062015, 012248,  150.0,   1.22,
2730200507, 062015, 012117,  175.6,   0.75,
2730200505, 062015, 011822,  251.2,   0.49,
2730200504, 062015, 011537,  349.9,   0.48,
2740200518, 072015, 012326,    6.6,   2.23,
2740200515, 072015, 012037,   26.4,   2.39,
2740200513, 072015, 011907,   45.0,   3.79,
2740200511, 072015, 011721,   75.7,   2.73,
2740200510, 072015, 011557,  100.2,   2.07,
2740200509, 072015, 011437,  125.4,   1.76,
2740200508, 072015, 011317,  149.9,   1.05,
2740200507, 072015, 011142,  175.9,   0.71,
2740200506, 072015, 011017,  200.9,   0.55,
2740200505, 072015, 010838,  250.1,   0.49,
2740200504, 072015, 010558,  351.0,   0.44,
2740200503, 072015, 010547,  351.0,   0.43,
2750200417, 081315, 012341,    4.7,   2.13,
2750200415, 081315, 012216,   25.4,   2.28,
2750200413, 081315, 012056,   44.9,   2.71,
2750200411, 081315, 011921,   75.3,   2.40,
2750200410, 081315, 011806,  100.6,   1.96,
2750200409, 081315, 011646,  125.6,   1.38,
2750200408, 081315, 011526,  150.5,   1.09,
2750200407, 081315, 011401,  174.7,   0.79,
2750200406, 081315, 011251,  199.7,   0.49,
2750200405, 081315, 011056,  250.4,   0.39,
2750200404, 081315, 010756,  349.8,   0.61,
2750200403, 081315, 010746,  349.8,   0.40,
2770200417, 101415, 013032,    4.9,   3.11,
2770200415, 101415, 012912,   24.9,   2.94,
2770200413, 101415, 012757,   44.6,   2.44,
2770200411, 101415, 012637,   74.7,   2.21,
2770200410, 101415, 012532,  100.3,   2.07,
2770200409, 101415, 012422,  124.9,   1.17,
2770200408, 101415, 012312,  150.0,   0.88,
2770200407, 101415, 012202,  175.0,   0.91,
2770200406, 101415, 012052,  200.6,   0.41,
2770200405, 101415, 011857,  250.6,   0.81,
2770200404, 101415, 011627,  350.0,   0.55,
2770200403, 101415, 011617,  349.8,   0.57,
2780200323, 111415, 011606,    4.9,   3.04,
2780200315, 111415, 011322,   25.9,   2.63,
2780200313, 111415, 011157,   46.9,   2.73,
2780200311, 111415, 011027,   76.1,   1.94,
2780200309, 111415, 010742,  125.9,   1.08,
2780200308, 111415, 010621,  150.8,   0.83,
2780200307, 111415, 010437,  175.7,   0.93,
2780200306, 111415, 010316,  200.5,   0.72,
2780200305, 111415, 010122,  250.5,   0.58,
2780200304, 111415, 005831,  350.2,   0.40,
2780200303, 111415, 005821,  350.8,   0.29,
2790200417, 120915, 012745,    6.4,   2.14,
2790200415, 120915, 012557,   25.4,   2.21,
2790200411, 120915, 012238,   76.5,   2.20,
2790200410, 120915, 012109,  100.1,   1.45,
2790200409, 120915, 011939,  125.5,   1.17,
2790200408, 120915, 011805,  149.4,   1.15,
2790200407, 120915, 011644,  175.6,   0.95,
2790200406, 120915, 011514,  200.5,   0.66,
2790200405, 120915, 011305,  251.6,   0.66,
2790200404, 120915, 010959,  350.5,   0.71,
2790200403, 120915, 010949,  350.5,   0.48,
2800200419, 011316, 011640,    5.2,   1.91,
2800200415, 011316, 011456,   24.3,   2.04,
2800200413, 011316, 011336,   44.9,   2.12,
2800200411, 011316, 011155,   76.2,   1.86,
2800200410, 011316, 011036,   99.4,   1.30,
2800200409, 011316, 010906,  126.3,   0.94,
2800200408, 011316, 010756,  150.2,   0.81,
2800200407, 011316, 010626,  175.2,   0.67,
2800200406, 011316, 010503,  199.6,   0.54,
2800200405, 011316, 010304,  249.7,   0.41,
2800200404, 011316, 010016,  350.0,   0.36,
2800200403, 011316, 010005,  350.3,   0.35,
2810200417, 021016, 012659,    5.4,   1.93,
2810200415, 021016, 012519,   25.3,   2.03,
2810200413, 021016, 012354,   45.3,   3.67,
2810200411, 021016, 012209,   73.9,   1.88,
2810200410, 021016, 012045,  100.6,   1.90,
2810200409, 021016, 011920,  125.5,   1.99,
2810200408, 021016, 011809,  150.0,   3.39,
2810200407, 021016, 011655,  173.6,   1.00,
2810200405, 021016, 011340,  250.9,   1.02,
2810200404, 021016, 011054,  350.0,   0.57,
2810200403, 021016, 011045,  349.8,   0.81,
2820200422, 030916, 013738,    6.5,   2.17,
2820200419, 030916, 013507,   25.1,   2.11,
2820200416, 030916, 013316,   47.8,   2.17,
2820200413, 030916, 013059,   75.6,   2.04,
2820200411, 030916, 012916,   99.0,   1.86,
2820200409, 030916, 012742,  126.7,   1.43,
2820200408, 030916, 012626,  149.3,   1.60,
2820200407, 030916, 012416,  177.0,   0.65,
2820200406, 030916, 012247,  198.3,   1.11,
2820200405, 030916, 012032,  249.8,   1.01,
2820200404, 030916, 011727,  350.1,   0.75,
2820200403, 030916, 011717,  350.2,   0.68,
2830200420, 041516, 012450,    4.8,   1.98,
2830200418, 041516, 012326,   25.5,   1.83,
2830200416, 041516, 012152,   46.2,   2.43,
2830200413, 041516, 011929,   75.5,   1.97,
2830200412, 041516, 011810,  100.2,   1.89,
2830200410, 041516, 011600,  125.0,   1.65,
2830200408, 041516, 011427,  151.5,   1.55,
2830200407, 041516, 011252,  176.4,   0.99,
2830200406, 041516, 011128,  200.5,   0.89,
2830200405, 041516, 010924,  250.2,   0.51,
2830200404, 041516, 010647,  350.5,   0.84,
2830200403, 041516, 010637,  350.4,   0.35,
2840200217, 052916, 013250,    5.4,   2.18,
2840200215, 052916, 013059,   25.3,   2.04,
2840200213, 052916, 012904,   45.2,   2.19,
2840200211, 052916, 012654,   74.7,   1.63,
2840200210, 052916, 012504,   99.7,   1.66,
2840200209, 052916, 012339,  125.0,   1.72,
2840200208, 052916, 012159,  150.2,   0.79,
2840200207, 052916, 012026,  175.5,   0.69,
2840200206, 052916, 011855,  200.6,   1.25,
2840200205, 052916, 011649,  250.4,   0.49,
2840200204, 052916, 011343,  350.3,   0.47,
2840200203, 052916, 011339,  350.3,   0.31,
2850200422, 071216, 012359,    5.2,   2.35,
2850200419, 071216, 012210,   25.0,   2.19,
2850200416, 071216, 012030,   44.9,   2.34,
2850200413, 071216, 011820,   76.0,   1.91,
2850200411, 071216, 011630,   99.3,   1.97,
2850200409, 071216, 011450,  125.4,   1.76,
2850200408, 071216, 011331,  151.2,   0.90,
2850200407, 071216, 011150,  175.5,   0.65,
2850200406, 071216, 011029,  200.3,   0.57,
2850200405, 071216, 010810,  251.0,   0.46,
2850200404, 071216, 010531,  350.6,   0.49,
2850200403, 071216, 010520,  350.6,   0.42,
2860200320, 081016, 010036,    6.7,   2.10,
2860200317, 081016, 005855,   25.3,   2.44,
2860200315, 081016, 005730,   45.2,   2.92,
2860200313, 081016, 005546,   76.6,   2.55,
2860200311, 081016, 005415,  101.2,   1.76,
2860200309, 081016, 005155,  125.9,   1.49,
2860200308, 081016, 005036,  150.9,   1.05,
2860200307, 081016, 004906,  175.3,   0.82,
2860200306, 081016, 004746,  201.6,   0.74,
2860200305, 081016, 004536,  249.8,   0.70,
2860200304, 081016, 004151,  349.6,   0.58,
2860200303, 081016, 004141,  349.5,   0.56,
2870200417, 101616, 012203,    5.2,   2.35,
2870200415, 101616, 012044,   27.6,   2.67,
2870200413, 101616, 011854,   44.9,   2.61,
2870200411, 101616, 011733,   74.9,   2.62,
2870200410, 101616, 011625,   99.6,   2.01,
2870200409, 101616, 011515,  125.3,   1.34,
2870200408, 101616, 011355,  149.6,   1.01,
2870200407, 101616, 011234,  176.1,   0.68,
2870200406, 101616, 011124,  199.9,   0.49,
2870200405, 101616, 010945,  251.4,   0.62,
2870200404, 101616, 010655,  349.7,   0.49,
2870200403, 101616, 010644,  349.9,   0.35,
2880200322, 112716, 010443,    5.8,   2.30,
2880200319, 112716, 010242,   25.8,   2.08,
2880200316, 112716, 010043,   45.9,   2.01,
2880200314, 112716, 005753,   75.9,   3.00,
2880200311, 112716, 005534,  100.3,   2.10,
2880200309, 112716, 005333,  127.2,   1.12,
2880200308, 112716, 005043,  151.2,   0.78,
2880200307, 112716, 004813,  175.8,   0.59,
2880200306, 112716, 004551,  201.1,   0.47,
2880200305, 112716, 004352,  250.2,   0.41,
2880200304, 112716, 004038,  351.0,   0.33,
2880200303, 112716, 004027,  350.9,   0.42,
2890200317, 012417, 031401,    7.6,   1.81,
2890200315, 012417, 031136,   25.8,   1.82,
2890200313, 012417, 030941,   45.7,   2.30,
2890200311, 012417, 030721,   75.7,   2.16,
2890200310, 012417, 030531,  101.7,   1.69,
2890200309, 012417, 030316,  125.3,   0.95,
2890200308, 012417, 030136,  148.7,   0.54,
2890200307, 012417, 025936,  176.6,   0.52,
2890200306, 012417, 025749,  200.7,   0.65,
2890200305, 012417, 025458,  250.9,   0.47,
2890200304, 012417, 025113,  350.7,   0.35,
2890200303, 012417, 025106,  350.3,   0.35,
2900200323, 022317, 041811,    5.6,   2.35,
2900200320, 022317, 041557,   25.5,   2.18,
2900200318, 022317, 041411,   44.8,   2.23,
2900200315, 022317, 041206,   75.7,   1.97,
2900200313, 022317, 041026,  100.3,   1.86,
2900200312, 022317, 040901,  126.3,   1.31,
2900200310, 022317, 040718,  151.2,   1.08,
2900200309, 022317, 040526,  174.8,   0.85,
2900200307, 022317, 040346,  200.3,   0.77,
2900200305, 022317, 040202,  250.1,   0.43,
2900200304, 022317, 035908,  351.4,   0.38,
2900200303, 022317, 035901,  351.3,   0.36,
2910200523, 032917, 013526,    5.4,   2.17,
2910200520, 032917, 013350,   25.3,   2.27,
2910200517, 032917, 013205,   45.3,   2.53,
2910200514, 032917, 013015,   76.2,   2.21,
2910200512, 032917, 012845,  100.4,   1.94,
2910200510, 032917, 012715,  125.9,   1.86,
2910200508, 032917, 012535,  150.8,   0.91,
2910200507, 032917, 012421,  175.6,   0.59,
2910200506, 032917, 012302,  200.9,   0.65,
2910200504, 032917, 011716,  352.3,   0.34,
2910200503, 032917, 011706,  351.8,   0.31,
2920200420, 042617, 010756,    5.4,   2.11,
2920200415, 042617, 010556,   25.4,   2.05,
2920200413, 042617, 010411,   45.2,   2.46,
2920200411, 042617, 010231,   77.2,   2.16,
2920200410, 042617, 010116,  100.3,   1.95,
2920200409, 042617, 010001,  124.1,   1.99,
2920200408, 042617, 005841,  149.9,   0.66,
2920200407, 042617, 005727,  175.9,   0.65,
2920200406, 042617, 005607,  202.7,   0.60,
2920200405, 042617, 005351,  252.4,   0.43,
2920200404, 042617, 005042,  355.6,   0.32,
2920200403, 042617, 005031,  354.1,   0.34,
2930200417, 052417, 013906,    5.6,   1.96,
2930200415, 052417, 013736,   24.7,   2.05,
2930200413, 052417, 013606,   46.2,   1.90,
2930200411, 052417, 013426,   74.9,   2.53,
2930200410, 052417, 013307,  100.2,   1.96,
2930200409, 052417, 013146,  124.9,   1.74,
2930200408, 052417, 013027,  150.7,   1.20,
2930200406, 052417, 012727,  201.3,   0.59,
2930200405, 052417, 012517,  249.9,   0.45,
2930200404, 052417, 012208,  350.5,   0.30,
2930200403, 052417, 012157,  350.5,   0.36,
2940200422, 062117, 021145,    5.3,   2.24,
2940200419, 062117, 020946,   25.8,   2.31,
2940200416, 062117, 020745,   46.0,   2.31,
2940200413, 062117, 020546,   75.6,   2.73,
2940200411, 062117, 020404,   99.8,   2.13,
2940200409, 062117, 020215,  125.5,   1.70,
2940200408, 062117, 020040,  150.3,   1.16,
2940200407, 062117, 015908,  175.2,   0.92,
2940200405, 062117, 015530,  250.6,   0.43,
2940200404, 062117, 015236,  350.8,   0.42,
2940200403, 062117, 015225,  350.8,   0.43,
2950200417, 080917, 014838,    5.7,   2.97,
2950200415, 080917, 014632,   25.8,   2.85,
2950200413, 080917, 014506,   45.5,   2.31,
2950200411, 080917, 014306,   75.1,   2.58,
2950200410, 080917, 014121,  101.5,   2.06,
2950200409, 080917, 013947,  123.7,   1.45,
2950200408, 080917, 013811,  151.3,   0.84,
2950200407, 080917, 013621,  177.1,   0.65,
2950200406, 080917, 013411,  202.8,   0.68,
2950200405, 080917, 013156,  252.7,   0.43,
2950200404, 080917, 012911,  352.5,   0.42,
2950200403, 080917, 012901,  352.3,   0.34,
2960200318, 100717, 014228,    5.6,   3.35,
2960200315, 100717, 013937,   25.2,   2.33,
2960200313, 100717, 013602,   42.4,   1.99,
2960200311, 100717, 013249,   76.6,   2.56,
2960200310, 100717, 012938,   99.8,   1.87,
2960200309, 100717, 012653,  125.6,   1.67,
2960200308, 100717, 012430,  149.6,   1.04,
2960200307, 100717, 012148,  174.6,   0.80,
2960200306, 100717, 011853,  200.6,   0.50,
2960200305, 100717, 011449,  251.0,   0.41,
2960200304, 100717, 010947,  349.9,   0.38,
2960200303, 100717, 010938,  349.8,   0.40,
2970200417, 110917, 010853,    5.6,   2.61,
2970200415, 110917, 010642,   26.3,   2.16,
2970200413, 110917, 010442,   45.8,   2.11,
2970200411, 110917, 010227,   75.5,   2.14,
2970200410, 110917, 010028,  100.8,   1.98,
2970200409, 110917, 005823,  125.5,   0.91,
2970200408, 110917, 005633,  150.2,   0.56,
2970200407, 110917, 005447,  175.3,   0.62,
2970200406, 110917, 005252,  200.3,   0.41,
2970200405, 110917, 005033,  250.8,   0.65,
2970200404, 110917, 004729,  350.7,   0.32,
2980200417, 121317, 013117,    5.6,   2.06,
2980200415, 121317, 012916,   24.9,   2.10,
2980200413, 121317, 012711,   47.3,   1.94,
2980200411, 121317, 012446,   76.7,   1.92,
2980200410, 121317, 012301,  101.2,   1.96,
2980200409, 121317, 012101,  126.9,   1.73,
2980200408, 121317, 011921,  151.5,   0.90,
2980200407, 121317, 011736,  179.0,   0.58,
2980200406, 121317, 011541,  202.6,   0.65,
2980200405, 121317, 011251,  251.3,   0.55,
2980200404, 121317, 010825,  352.6,   0.47,
2980200403, 121317, 010817,  351.9,   0.56,
2990200417, 011818, 014631,    6.7,   1.34,
2990200415, 011818, 014458,   25.3,   1.95,
2990200413, 011818, 014306,   45.1,   2.33,
2990200411, 011818, 014046,   76.5,   1.93,
2990200410, 011818, 013917,  101.2,   1.81,
2990200409, 011818, 013747,  123.8,   1.52,
2990200408, 011818, 013616,  152.7,   1.02,
2990200407, 011818, 013437,  175.6,   0.70,
2990200406, 011818, 013240,  201.1,   0.49,
2990200405, 011818, 013027,  250.0,   0.48,
2990200404, 011818, 012721,  351.0,   1.25,
2990200403, 011818, 012716,  351.2,   0.42,
3000200417, 022618, 012806,    5.9,   1.72,
3000200416, 022618, 012626,   25.9,   1.94,
3000200413, 022618, 012416,   44.7,   1.66,
3000200411, 022618, 012146,   76.7,   1.67,
