Hawaii Ocean Time-series : 22-Mar-2023 16:53:56
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pc, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0040200809, 022889, 211414,   71.8,   1.73,
0040200807, 022889, 211106,  126.4,   2.21,
0040200806, 022889, 210941,  148.4,   1.45,
0040200805, 022889, 210812,  177.6,   0.73,
0040200804, 022889, 210603,  247.7,   0.50,
0040200803, 022889, 210414,  303.2,   0.45,
0060200812, 051889, 225802,    1.3,   1.64,
0060200811, 051889, 225524,   20.8,   2.19,
0060200810, 051889, 225259,   40.9,   1.96,
0060200809, 051889, 225112,   73.5,   1.63,
0060200808, 051889, 224937,   98.2,   1.85,
0060200807, 051889, 224811,  125.2,   1.15,
0060200806, 051889, 224640,  149.8,   0.54,
0060200805, 051889, 224527,  174.6,   0.50,
0060200804, 051889, 224218,  252.3,   0.35,
0060200803, 051889, 223653,  467.5,   0.27,
0060200802, 051889, 222953,  767.5,   0.35,
0060200801, 051889, 222357, 1011.0,   0.15,
0080201412, 073089, 221704,    7.6,   2.15,
0080201411, 073089, 221553,   27.8,   2.27,
0080201410, 073089, 221444,   47.4,   2.59,
0080201409, 073089, 221321,   76.2,   2.10,
0080201408, 073089, 221202,  105.0,   1.59,
0080201407, 073089, 221049,  129.8,   1.08,
0080201406, 073089, 220920,  154.2,   0.56,
0080201405, 073089, 220758,  180.7,   0.71,
0080201404, 073089, 220453,  255.7,   0.37,
0080201402, 073089, 215104,  762.2,   0.22,
0080201401, 073089, 214343, 1017.9,   0.20,
0090201812, 082589, 195735,    6.1,   1.96,
0090201811, 082589, 195537,   26.3,   2.10,
0090201810, 082589, 195429,   46.9,   1.78,
0090201809, 082589, 195311,   77.2,   1.62,
0090201808, 082589, 195155,  103.2,   1.50,
0090201807, 082589, 195041,  130.1,   1.01,
0090201806, 082589, 194910,  156.9,   0.76,
0090201805, 082589, 194743,  183.6,   0.54,
0090201802, 082589, 193450,  762.0,   0.15,
0090202206, -00009, -00009,    7.4,   2.02,
0090202205, -00009, -00009,   49.2,   2.01,
0090202204, -00009, -00009,  106.8,   1.37,
0090202203, -00009, -00009,  258.6,   0.49,
0090202202, -00009, -00009,  512.0,   0.76,
0090202201, -00009, -00009, 1010.6,   0.40,
0100201509, 092489, 002043,   27.7,   2.32,
0100201508, 092489, 001947,   47.4,   2.35,
0100201507, 092489, 001828,   78.0,   2.36,
0100201506, 092489, 001704,  104.1,   1.81,
0100201505, 092489, 001525,  155.7,   1.11,
0100201504, 092489, 001342,  181.0,   0.82,
0100201503, 092489, 001110,  257.8,   0.74,
0100201502, 092489, 000452,  510.3,   0.46,
0100201501, 092389, 235624,  752.0,   0.37,
0110201823, 102089, 053844,   25.1,   3.55,
0110201821, 102089, 053720,   45.3,   2.82,
0110201819, 102089, 053606,   75.7,   2.17,
0110201817, 102089, 053433,  101.3,   2.85,
0110201816, 102089, 053318,  128.2,   2.23,
0110201813, 102089, 053132,  155.6,   1.11,
0110201811, 102089, 052933,  183.2,   1.05,
0110201809, 102089, 052741,  260.8,   0.68,
0110201807, 102089, 052503,  509.3,   0.72,
0110201805, 102089, 051713,  751.1,   0.59,
0110201801, 102089, 050555, 1012.7,   0.78,
0130201519, 010690, 214655,    4.9,   1.73,
0130201516, 010690, 214417,   25.5,   1.92,
0130201515, 010690, 214402,   25.4,   1.89,
0130201514, 010690, 214350,   25.6,   1.89,
0130201513, 010690, 214225,   46.1,   1.86,
0130201512, 010690, 214113,   75.6,   1.57,
0130201511, 010690, 213954,  102.1,   1.20,
0130201509, 010690, 213923,  102.0,   1.15,
0130201508, 010690, 213756,  126.7,   1.00,
0130201507, 010690, 213636,  154.0,   0.64,
0130201506, 010690, 213439,  179.5,   0.57,
0130201505, 010690, 213155,  258.2,   0.65,
0130201503, 010690, 212615,  506.7,   0.35,
0130201502, 010690, 212043,  756.3,   0.22,
0130201501, 010690, 211432, 1011.2,   0.22,
0140200218, 021590, 003816,    6.4,   1.74,
0140200217, 021590, 003705,   25.6,   1.87,
0140200216, 021590, 003603,   45.9,   1.88,
0140200215, 021590, 003452,   76.1,   1.85,
0140200213, 021590, 003215,  125.9,   1.28,
0140200211, 021590, 003023,  153.3,   0.79,
0140200209, 021590, 002828,  178.8,   0.61,
0140200207, 021590, 002546,  257.4,   0.71,
0140200205, 021590, 001928,  507.9,   0.48,
0140200203, 021590, 001322,  769.5,   0.31,
0140200201, 021590, 000631, 1024.4,   0.34,
0150201814, 032190, 030808,    4.7,   1.85,
0150201812, 032190, 030437,   24.6,   1.86,
0150201811, 032190, 030335,   44.2,   1.91,
0150201810, 032190, 030223,   73.7,   1.38,
0150201809, 032190, 030058,  104.3,   1.73,
0150201808, 032190, 025913,  128.9,   0.85,
0150201807, 032190, 025802,  152.2,   0.79,
0150201806, 032190, 025643,  176.0,   0.58,
0150201805, 032190, 025423,  257.3,   0.44,
0150201803, 032190, 024836,  508.1,   0.26,
0150201802, 032190, 024300,  758.1,   0.47,
0150201801, 032190, 023727, 1018.5,   0.34,
0160200417, 041390, 000102,    6.4,   2.02,
0160200416, 041390, 000045,    6.3,   2.01,
0160200415, 041290, 235910,    6.3,   2.16,
0160200414, 041290, 235849,   31.1,   2.10,
0160200413, 041290, 235722,   31.0,   2.20,
0160200412, 041290, 235538,   45.6,   1.89,
0160200411, 041290, 235402,   75.7,   1.67,
0160200410, 041290, 235230,  101.5,   1.52,
0160200407, 041290, 234928,  143.2,   1.00,
0160200406, 041290, 234815,  152.8,   0.83,
0160200405, 041290, 234541,  177.2,   0.76,
0160200403, 041290, 233756,  455.2,   0.27,
0160200402, 041290, 233143,  504.7,   0.34,
0160200401, 041290, 232349,  762.5,   0.32,
0170201112, 050990, 215906,    8.2,   1.98,
0170201111, 050990, 215803,   28.0,   2.31,
0170201110, 050990, 215657,   48.8,   2.28,
0170201109, 050990, 215537,   79.6,   2.04,
0170201108, 050990, 215422,  105.3,   1.88,
0170201107, 050990, 215236,  130.7,   1.05,
0170201106, 050990, 215119,  155.6,   0.79,
0170201105, 050990, 215003,  181.6,   0.57,
0170201104, 050990, 214726,  253.1,   0.47,
0170201103, 050990, 214148,  512.2,   0.33,
0170201102, 050990, 213632,  760.9,   0.25,
0170201101, 050990, 213042, 1018.0,   0.22,
0180200412, 061390, 041349,   11.5,   2.24,
0180200411, 061390, 041251,   27.3,   2.41,
0180200410, 061390, 041150,   47.4,   2.51,
0180200409, 061390, 041019,   78.1,   2.24,
0180200408, 061390, 040909,  104.0,   1.72,
0180200407, 061390, 040755,  129.4,   1.68,
0180200406, 061390, 040631,  154.7,   1.02,
0180200405, 061390, 040441,  180.2,   0.73,
0180200404, 061390, 040159,  256.9,   0.70,
0180200403, 061390, 035549,  507.3,   0.40,
0180200402, 061390, 034926,  763.8,   0.23,
0180200401, 061390, 034142, 1035.8,   0.33,
0190201213, 072690, 030649,    6.0,   2.05,
0190201211, 072690, 030419,   27.0,   2.02,
0190201210, 072690, 030244,   46.3,   2.20,
0190201208, 072690, 025931,  102.3,   1.71,
0190201207, 072690, 025715,  130.5,   0.90,
0190201206, 072690, 025424,  154.7,   0.83,
0190201205, 072690, 025124,  185.6,   0.55,
0190201204, 072690, 024849,  256.8,   0.59,
0190201203, 072690, 024054,  511.7,   0.31,
0190201202, 072690, 023434,  757.7,   0.35,
0190201201, 072690, 022722, 1015.4,   0.24,
0220200923, 121890, 231423,    6.6,   1.58,
0220200922, 121890, 231207,   28.5,   1.54,
0220200921, 121890, 231056,   45.7,   1.51,
0220200920, 121890, 230926,   76.5,   1.43,
0220200919, 121890, 230758,  102.0,   1.36,
0220200914, 121890, 230319,  128.3,   0.76,
0220200909, 121890, 225733,  154.1,   0.55,
0220200905, 121890, 225003,  177.3,   0.24,
0220200904, 121890, 224711,  254.2,   0.38,
0220200903, 121890, 224032,  511.1,   0.41,
0220200902, 121890, 223412,  758.5,   0.28,
0220200901, 121890, 222737,  998.8,   0.21,
0230200617, 020491, 014603,    6.9,   1.76,
0230200616, 020491, 014450,   26.6,   1.80,
0230200615, 020491, 014433,   26.6,   1.48,
0230200614, 020491, 014325,   46.5,   1.57,
0230200613, 020491, 014204,   76.2,   1.52,
0230200612, 020491, 014038,  105.7,   1.20,
0230200611, 020491, 014021,  105.7,   1.31,
0230200610, 020491, 013856,  129.7,   0.92,
0230200608, 020491, 013708,  157.4,   0.57,
0230200606, 020491, 013532,  179.3,   0.51,
0230200604, 020491, 013154,  264.0,   0.41,
0230200603, 020491, 012522,  510.8,   0.30,
0230200602, 020491, 011647,  771.8,   0.30,
0230200601, 020491, 010916, 1043.9,   0.19,
0240200322, 030791, 191250,   14.9,   1.75,
0240200321, 030791, 191113,   30.8,   1.76,
0240200319, 030791, 190833,   48.0,   1.44,
0240200317, 030791, 190535,   77.9,   1.49,
0240200315, 030791, 190202,  106.7,   1.41,
0240200313, 030791, 185908,  127.4,   1.60,
0240200309, 030791, 185400,  155.2,   0.85,
0240200307, 030791, 185000,  175.6,   0.44,
0240200305, 030791, 184700,  262.9,   0.31,
0240200303, 030791, 183700,  510.9,   0.45,
0240200302, 030791, 182900,  764.5,   0.15,
0240200301, 030791, 182100, 1016.1,   0.19,
0250200315, 041091, 020033,    7.6,   1.89,
0250200314, 041091, 015859,   28.8,   1.99,
0250200313, 041091, 015800,   47.9,   2.15,
0250200312, 041091, 015644,   77.3,   1.65,
0250200311, 041091, 015538,  101.6,   1.93,
0250200310, 041091, 015445,  111.4,   2.19,
0250200309, 041091, 015356,  118.7,   1.22,
0250200308, 041091, 015302,  129.2,   1.60,
0250200307, 041091, 015116,  156.0,   0.66,
0250200306, 041091, 014919,  182.4,   0.53,
0250200305, 041091, 014649,  258.6,   0.39,
0250200303, 041091, 013747,  507.8,   0.28,
0250200302, 041091, 013138,  754.0,   0.20,
0250200301, 041091, 012403, 1032.7,   0.15,
0250200902, 041091, 193712, 1035.3,   0.19,
0250201107, 041191, 020519,   13.0,   1.81,
0250201106, 041191, 020505,   13.1,   1.91,
0250201105, 041191, 020435,   13.1,   1.90,
0250201104, 041191, 020422,   12.9,   1.81,
0260200515, 050891, 184742,   27.5,   2.29,
0260200513, 050891, 184540,   46.0,   2.54,
0260200511, 050891, 184247,   79.0,   1.89,
0260200510, 050891, 184125,  105.2,   1.86,
0260200508, 050891, 183910,  129.9,   1.94,
0260200507, 050891, 183710,  156.7,   0.86,
0260200506, 050891, 183442,  182.4,   0.79,
0260200505, 050891, 183205,  182.4,   0.66,
0260200504, 050891, 182548,  260.1,   0.67,
0260200502, 050891, 181926,  762.5,   0.37,
0260200501, 050891, 181325,  762.1,   0.26,
0270200324, 060491, 225652,    6.4,   2.36,
0270200314, 060491, 225147,   26.2,   2.33,
0270200313, 060491, 225048,   48.5,   2.44,
0270200312, 060491, 224938,   78.5,   2.30,
0270200310, 060491, 224755,  103.3,   1.82,
0270200309, 060491, 224703,  119.1,   1.67,
0270200308, 060491, 224609,  128.7,   1.39,
0270200307, 060491, 224517,  140.9,   1.23,
0270200306, 060491, 224312,  155.2,   0.96,
0270200305, 060491, 224128,  182.3,   0.81,
0270200304, 060491, 223314,  514.5,   0.43,
0270200302, 060491, 222602,  756.3,   0.43,
0270200301, 060491, 222001, 1034.2,   0.28,
0280200311, 071091, 001219,   27.1,   2.59,
0280200310, 071091, 001115,   49.1,   2.69,
0280200309, 071091, 000953,   78.1,   2.73,
0280200308, 071091, 000840,  106.1,   1.88,
0280200307, 071091, 000728,  128.9,   1.94,
0280200306, 071091, 000559,  155.4,   1.07,
0280200305, 071091, 000429,  181.5,   0.83,
0280200304, 071091, 000144,  258.6,   0.66,
0280200303, 070991, 235543,  512.0,   0.54,
0280200302, 070991, 234927,  761.4,   0.55,
0280200301, 070991, 234043, 1037.3,   0.46,
0290200316, 081091, 005214,    8.3,   2.29,
0290200315, 081091, 005100,   24.0,   2.50,
0290200314, 081091, 004950,   44.6,   2.54,
0290200313, 081091, 004843,   62.7,   2.59,
0290200312, 081091, 004715,   80.1,   2.50,
0290200311, 081091, 004557,  102.6,   1.50,
0290200310, 081091, 004412,  144.4,   1.09,
0290200309, 081091, 004302,  156.0,   0.48,
0290200308, 081091, 004145,  179.6,   0.79,
0290200304, 081091, 002916,  510.9,   0.34,
0290200303, 081091, 002142,  764.3,   0.29,
0290200302, 081091, 001419,  997.2,   0.36,
0290200301, 081091, 001204, 1050.1,   0.26,
0300200319, 091791, 232634,   27.0,   3.18,
0300200307, 091791, 231537,  132.0,   2.76,
0300200306, 091791, 231353,  158.7,   1.48,
0300200304, 091791, 230937,  257.8,   0.71,
0300200303, 091791, 230243,  506.5,   0.35,
0300200302, 091791, 225555,  767.0,   0.32,
0300200301, 091791, 224926, 1009.2,   0.21,
0310200720, 102191, 180622,    6.7,   4.44,
0310200718, 102191, 180441,   26.2,   2.37,
0310200716, 102191, 180311,   46.2,   1.31,
0310200714, 102191, 180128,   76.9,   1.96,
0310200712, 102191, 175955,  101.5,   1.54,
0310200711, 102191, 175834,  122.0,   1.11,
0310200710, 102191, 175733,  127.1,   1.03,
0310200708, 102191, 175555,  150.8,   0.68,
0310200706, 102191, 175415,  175.9,   0.81,
0310200705, 102191, 175147,  251.9,   0.61,
0310200703, 102191, 174426,  508.2,   0.46,
0310200702, 102191, 173545,  755.5,   0.33,
0310200701, 102191, 172651, 1030.3,   0.31,
0320200317, 120691, 012740,    6.8,   2.40,
0320200313, 120691, 012329,   49.6,   2.35,
0320200312, 120691, 012220,   78.8,   2.14,
0320200311, 120691, 012057,  101.0,   2.78,
0320200310, 120691, 012035,  101.4,   2.11,
0320200307, 120691, 011717,  151.1,   0.87,
0320200306, 120691, 011554,  176.2,   0.77,
0320200305, 120691, 011250,  255.4,   0.36,
0320200303, 120691, 010424,  494.2,   0.40,
0320200302, 120691, 005809,  749.8,   0.33,
0320200301, 120691, 004717, 1012.2,   0.15,
0330200613, -00009, -00009,   25.8,   1.94,
0330200612, -00009, -00009,   46.1,   1.92,
0330200611, -00009, -00009,   76.3,   2.08,
0330200610, -00009, -00009,  100.4,   1.82,
0330200609, -00009, -00009,  126.5,   1.02,
0330200607, -00009, -00009,  152.0,   0.63,
0330200604, -00009, -00009,  435.4,   0.47,
0330200603, -00009, -00009,  496.5,   0.55,
0330200602, -00009, -00009,  749.3,   0.34,
0330200601, -00009, -00009, 1046.3,   0.25,
0340200623, 021492, 182033,   27.2,   2.00,
0340200622, 021492, 181928,   47.4,   1.26,
0340200621, 021492, 181829,   78.1,   1.15,
0340200620, 021492, 181716,   83.5,   1.08,
0340200618, 021492, 181534,  124.3,   0.73,
0340200616, 021492, 181346,  134.2,   0.77,
0340200612, 021492, 181036,  154.6,   0.85,
0340200608, 021492, 180748,  184.8,   0.74,
0340200604, 021492, 180308,  510.5,   0.46,
0340200603, 021492, 175712,  779.5,   0.26,
0340200602, 021492, 175101,  779.5,   0.46,
0340200601, 021492, 174436, 1018.0,   0.41,
0350200520, -00009, -00009,    5.6,   1.93,
0350200519, -00009, -00009,   26.2,   1.87,
0350200518, -00009, -00009,   46.6,   1.96,
0350200517, -00009, -00009,   76.3,   1.93,
0350200516, -00009, -00009,  102.6,   2.08,
0350200515, -00009, -00009,  120.6,   1.70,
0350200514, -00009, -00009,  122.6,   1.69,
0350200513, -00009, -00009,  128.0,   1.58,
0350200512, -00009, -00009,  135.9,   2.86,
0350200511, -00009, -00009,  141.1,   1.79,
0350200510, -00009, -00009,  146.4,   1.79,
0350200509, -00009, -00009,  151.5,   1.71,
0350200508, -00009, -00009,  157.1,   1.90,
0350200507, -00009, -00009,  161.1,   1.30,
0350200505, -00009, -00009,  255.8,   0.50,
0350200503, -00009, -00009,  497.6,   0.24,
0350200502, -00009, -00009,  748.7,   0.31,
0350200501, -00009, -00009, 1040.6,   0.29,
0360200312, -00009, -00009,    7.1,   1.94,
0360200311, -00009, -00009,   28.5,   2.26,
0360200310, -00009, -00009,   49.2,   2.24,
0360200309, -00009, -00009,   78.2,   2.23,
0360200308, -00009, -00009,  101.5,   2.85,
0360200307, -00009, -00009,  127.1,   1.40,
0360200306, -00009, -00009,  153.0,   0.93,
0360200305, -00009, -00009,  177.2,   0.80,
0360200304, -00009, -00009,  260.2,   0.43,
0360200303, -00009, -00009,  505.5,   0.24,
0360200302, -00009, -00009,  750.0,   0.43,
0360200301, -00009, -00009, 1022.7,   0.28,
0360201220, -00009, -00009,    7.5,   2.91,
0360201215, -00009, -00009,   27.9,   4.40,
0370200722, 060992, 175225,    8.6,   1.76,
0370200721, 060992, 175125,   28.5,   1.94,
0370200720, 060992, 175014,   47.5,   2.02,
0370200719, 060992, 174857,   77.4,   1.88,
0370200718, 060992, 174745,  103.7,   1.53,
0370200717, 060992, 174631,  129.0,   1.71,
0370200716, 060992, 174522,  154.4,   0.85,
0370200710, 060992, 173749,  257.2,   0.48,
0380200318, 070492, 234736,   25.5,   2.63,
0380200317, 070492, 234640,   25.6,   2.63,
0380200315, 070492, 234325,   73.2,   2.89,
0380200313, 070492, 234110,  101.1,   2.40,
0380200312, 070492, 233924,  124.5,   1.99,
0380200311, 070492, 233822,  129.4,   2.20,
0380200310, 070492, 233722,  134.3,   1.98,
0380200309, 070492, 233613,  140.2,   1.50,
0380200308, 070492, 233504,  150.3,   1.18,
0380200307, 070492, 233320,  177.2,   0.83,
0380200306, 070492, 233006,  248.8,   0.76,
0380200304, 070492, 232324,  501.8,   0.54,
0380200303, 070492, 231536,  740.6,   0.45,
0380200301, 070492, 230832, 1000.1,   0.38,
0380201112, 070592, 222058,   50.9,   2.87,
0380201111, 070592, 222045,   50.8,   3.66,
0380201110, 070592, 222033,   50.7,   2.59,
0380201107, 070592, 221627,  135.8,   1.70,
0380201106, 070592, 221614,  135.8,   1.55,
0380201105, 070592, 221603,  135.8,   1.72,
0380201101, 070592, 215639, 1001.7,   0.45,
0390201415, -00009, -00009,    9.6,   2.04,
0390201414, 080692, 144124,   29.6,   2.03,
0390201413, 080692, 144027,   49.1,   2.33,
0390201412, 080692, 143912,   79.3,   1.84,
0390201410, 080692, 143641,  104.4,   1.86,
0390201409, 080692, 143602,  128.6,   1.44,
0390201408, 080692, 143429,  155.4,   0.77,
0390201407, 080692, 143305,  179.6,   0.72,
0390201406, 080692, 143127,  253.9,   0.57,
0390201405, 080692, 142834,  501.5,   0.42,
0390201404, 080692, 142131,  754.1,   0.50,
0390201402, 080692, 140623, 1004.8,   0.50,
0400200423, -00009, -00009,    6.6,   2.66,
0400200420, -00009, -00009,   25.6,   2.95,
0400200417, -00009, -00009,   44.5,   2.57,
0400200414, -00009, -00009,   75.7,   2.05,
0400200413, -00009, -00009,  100.4,   1.57,
0400200412, -00009, -00009,  120.0,   1.81,
0400200411, -00009, -00009,  125.2,   1.29,
0400200410, -00009, -00009,  130.1,   1.29,
0400200409, -00009, -00009,  135.1,   0.98,
0400200408, -00009, -00009,  140.3,   0.93,
0400200407, -00009, -00009,  150.3,   0.76,
0400200406, -00009, -00009,  174.0,   0.67,
0400200405, -00009, -00009,  248.4,   0.43,
0400200403, -00009, -00009,  499.8,   0.46,
0400200402, -00009, -00009,  751.5,   0.20,
0400200401, -00009, -00009, 1022.0,   0.20,
0410200424, -00009, -00009,    2.8,   3.28,
0410200423, -00009, -00009,    6.5,   2.74,
0410200422, -00009, -00009,   10.4,   2.89,
0410200421, -00009, -00009,   15.4,   2.89,
0410200420, -00009, -00009,   20.4,   4.52,
0410200419, -00009, -00009,   25.3,   2.44,
0410200418, -00009, -00009,   30.4,   2.49,
0410200417, -00009, -00009,   40.6,   2.59,
0410200413, -00009, -00009,   76.4,   1.83,
0410200412, -00009, -00009,   91.6,   1.41,
0410200411, -00009, -00009,  100.8,   1.10,
0410200410, -00009, -00009,  105.7,   1.10,
0410200409, -00009, -00009,  110.8,   1.05,
0410200408, -00009, -00009,  119.9,   0.98,
0410200407, -00009, -00009,  125.4,   0.89,
0410200406, -00009, -00009,  149.7,   0.66,
0410200405, -00009, -00009,  175.4,   0.50,
0410200404, -00009, -00009,  254.3,   0.50,
0410201712, -00009, -00009,   99.9,   1.25,
0420200412, -00009, -00009,    5.0,   2.45,
0420200411, -00009, -00009,   45.0,   2.22,
0420200410, -00009, -00009,   80.0,   2.17,
0420200409, -00009, -00009,  100.0,   1.80,
0420200408, -00009, -00009,  150.0,   1.11,
0420200406, -00009, -00009,  170.0,   0.99,
0420200404, -00009, -00009,  190.0,   1.02,
0420200402, -00009, -00009,  220.0,   1.01,
0420200511, -00009, -00009,   25.0,   2.73,
0420200510, -00009, -00009,   60.0,   2.46,
0420200506, -00009, -00009,  110.0,   1.85,
0420200505, -00009, -00009,  125.0,   1.53,
0420200501, -00009, -00009,  250.0,   1.10,
0430200812, -00009, -00009,    5.0,   1.94,
0430200811, -00009, -00009,   25.0,   2.23,
0430200810, -00009, -00009,   45.0,   1.97,
0430200809, -00009, -00009,   75.0,   2.16,
0430200808, -00009, -00009,  100.0,   1.73,
0430200807, -00009, -00009,  125.0,   1.24,
0430200805, -00009, -00009,  150.0,   0.79,
0430200803, -00009, -00009,  175.0,   0.73,
0430200802, -00009, -00009,  249.0,   0.58,
0440200912, 012093, 232643,    4.3,   1.53,
0440200911, 012093, 232519,   25.0,   1.74,
0440200910, 012093, 232406,   45.1,   1.67,
0440200909, 012093, 232239,   72.6,   1.50,
0440200908, 012093, 232103,   99.8,   1.25,
0440200907, 012093, 231939,  120.6,   1.13,
0440200906, 012093, 231812,  145.5,   0.86,
0440200905, 012093, 231631,  177.2,   0.52,
0440200904, 012093, 231357,  239.7,   0.57,
0440200903, 012093, 230554,  517.8,   0.55,
0440200901, 012093, 224949, 1022.2,   0.23,
0440201604, 012193, 200844,  737.5,   0.22,
0450200320, 021693, 223819,    6.8,   1.59,
0450200319, 021693, 223633,   24.6,   1.78,
0450200318, 021693, 223505,   44.8,   2.13,
0450200317, 021693, 223332,   60.3,   1.84,
0450200316, 021693, 223224,   65.0,   2.17,
0450200315, 021693, 223109,   71.0,   1.76,
0450200313, 021693, 222832,   80.3,   1.62,
0450200312, 021693, 222656,   95.2,   1.25,
0450200311, 021693, 222523,  100.5,   1.04,
0450200310, 021693, 222400,  105.4,   1.10,
0450200309, 021693, 222209,  125.2,   0.61,
0450200308, 021693, 222022,  150.6,   0.54,
0450200307, 021693, 221844,  169.9,   0.52,
0450200306, 021693, 221503,  254.5,   0.38,
0450200304, 021693, 220740,  504.8,   0.26,
0450200303, 021693, 220146,  752.7,   0.26,
0450200301, 021693, 215442, 1032.1,   0.20,
0460200518, 041493, 153805,    5.5,   1.95,
0460200517, 041493, 153609,   28.6,   1.95,
0460200516, 041493, 153552,   28.0,   1.79,
0460200515, 041493, 153424,   44.8,   1.63,
0460200514, 041493, 153242,   74.6,   1.46,
0460200513, 041493, 153121,   89.7,   1.71,
0460200512, 041493, 153020,   99.8,   2.11,
0460200511, 041493, 152950,   99.8,   1.79,
0460200510, 041493, 152845,  109.0,   2.11,
0460200509, 041493, 152737,  126.0,   1.46,
0460200508, 041493, 152555,  140.5,   1.14,
0460200507, 041493, 152454,  148.2,   1.06,
0460200506, 041493, 152303,  174.1,   0.59,
0460200505, 041493, 152017,  243.2,   0.50,
0460200504, 041493, 151351,  502.5,   0.36,
0460200502, 041493, 150550,  750.3,   0.28,
0460200501, 041493, 145754, 1044.4,   0.25,
0470200618, 052093, 172422,    7.2,   3.65,
0470200616, 052093, 172117,   27.5,   2.08,
0470200615, 052093, 171923,   48.2,   1.33,
0470200614, 052093, 171816,   48.2,   1.72,
0470200613, 052093, 171634,   78.7,   1.89,
0470200612, 052093, 171539,   78.8,   1.77,
0470200611, 052093, 171336,  103.8,   1.89,
0470200610, 052093, 171148,  121.3,   1.50,
0470200607, 052093, 170619,  174.8,   0.82,
0470200606, 052093, 170403,  212.6,   0.76,
0470200605, 052093, 170141,  250.1,   0.48,
0470200604, 052093, 165548,  504.8,   0.41,
0470200602, 052093, 164739,  753.3,   0.28,
0470200601, 052093, 164032, 1036.1,   0.22,
0490200422, 091393, 224029,    7.0,   1.93,
0490200421, 091393, 223826,   25.5,   2.04,
0490200420, 091393, 223810,   25.2,   2.09,
0490200419, 091393, 223611,   47.0,   2.03,
0490200418, 091393, 223349,   76.8,   2.14,
0490200417, 091393, 223136,   98.7,   1.93,
0490200416, 091393, 223114,   98.8,   1.85,
0490200413, 091393, 222501,  122.5,   1.34,
0490200409, 091393, 221919,  149.4,   0.96,
0490200407, 091393, 221627,  177.4,   0.55,
0490200405, 091393, 221105,  251.6,   0.41,
0490200403, 091393, 220158,  512.6,   0.32,
0490200402, 091393, 215227,  749.0,   0.28,
0490200401, 091393, 214225, 1014.7,   0.24,
0500200418, 102993, 023037,    7.3,   2.48,
0500200417, 102993, 022904,   27.4,   2.25,
0500200416, 102993, 022721,   50.1,   2.51,
0500200415, 102993, 022605,   55.9,   2.18,
0500200414, 102993, 022448,   74.0,   2.00,
0500200413, 102993, 022336,   90.6,   2.08,
0500200412, 102993, 022230,  100.4,   1.62,
0500200411, 102993, 022126,  104.8,   1.87,
0500200410, 102993, 022011,  109.5,   1.41,
0500200409, 102993, 021838,  113.9,   1.82,
0500200408, 102993, 021716,  125.2,   1.78,
0500200407, 102993, 021541,  150.8,   0.84,
0500200406, 102993, 021414,  174.5,   0.62,
0500200405, 102993, 021135,  255.1,   0.41,
0500200403, 102993, 020329,  516.1,   0.39,
0500200402, 102993, 015026,  721.5,   0.33,
0500200401, 102993, 014108, 1023.9,   0.20,
0510200823, 012094, 212030,    6.9,   1.67,
0510200822, 012094, 211822,   12.6,   1.82,
0510200821, 012094, 211704,   27.6,   1.46,
0510200820, 012094, 211544,   46.4,   1.84,
0510200818, 012094, 211311,   62.8,   1.60,
0510200817, 012094, 211133,   72.9,   1.52,
0510200816, 012094, 211001,   84.9,   0.72,
0510200815, 012094, 210831,   99.3,   1.47,
0510200814, 012094, 210723,  116.2,   1.08,
0510200809, 012094, 210153,  175.9,   0.59,
0510200807, 012094, 205850,  246.6,   0.46,
0510200805, 012094, 205302,  495.9,   0.41,
0510200803, 012094, 204710,  752.7,   0.32,
0510200801, 012094, 203951, 1043.3,   0.31,
0510201624, 012194, 231545,    6.8,   1.89,
0510201621, 012194, 231242,   25.5,   2.06,
0510201619, 012194, 231101,   53.4,   1.95,
0510201617, 012194, 230914,   76.9,   1.61,
0510201613, 012194, 230627,  101.1,   0.99,
0510201611, 012194, 230558,  101.8,   0.56,
0510201610, 012194, 230542,  101.9,   1.22,
0510201608, 012194, 230339,  127.1,   0.78,
0510201607, 012194, 230215,  150.6,   1.54,
0510201606, 012194, 230009,  173.7,   0.59,
0520200924, 021794, 195707,    5.5,   2.24,
0520200923, 021794, 195548,   25.2,   2.11,
0520200922, 021794, 195427,   44.8,   1.94,
0520200920, 021794, 194920,   69.8,   1.89,
0520200918, 021794, 194735,   74.8,   1.93,
0520200916, 021794, 194523,  100.1,   1.74,
0520200914, 021794, 194326,  126.3,   1.45,
0520200912, 021794, 194112,  149.8,   1.08,
0520200910, 021794, 193858,  176.1,   1.11,
0520200908, 021794, 193522,  250.5,   0.61,
0520200905, 021794, 192751,  499.7,   0.39,
0520200903, 021794, 192114,  750.3,   0.32,
0520200901, 021794, 191327, 1001.2,   0.31,
0530201124, 030994, 205953,    5.6,   1.84,
0530201122, 030994, 205750,   25.4,   1.95,
0530201121, 030994, 205630,   45.6,   1.93,
0530201117, 030994, 205254,   75.3,   2.11,
0530201115, 030994, 205116,  100.6,   1.76,
0530201114, 030994, 204956,  126.2,   1.56,
0530201113, 030994, 204824,  140.8,   1.57,
0530201111, 030994, 204649,  147.1,   1.24,
0530201109, 030994, 204443,  175.7,   0.94,
0530201107, 030994, 204145,  252.0,   0.54,
