Hawaii Ocean Time-series : 05-Sep-2023 03:23:28
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, sil, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1160200714, 062100, 075137,   84.8,   1.45,
1160200713, 062100, 075032,   94.4,   1.54,
1160200712, 062100, 074927,  104.1,   1.48,
1160200711, 062100, 074822,  115.0,   1.60,
1160200710, 062100, 074717,  124.9,   1.57,
1160200709, 062100, 074612,  134.4,   1.62,
1160200708, 062100, 074507,  149.8,   1.86,
1170200124, 072500, 171937,    5.0,   1.09,
1170200224, 072500, 201335,    4.1,   0.71,
1170200223, 072500, 201115,   46.8,   0.71,
1170200522, 072600, 080738,    4.5,   0.72,
1170200521, 072600, 080604,   14.4,   0.69,
1170200519, 072600, 080434,   23.4,   0.69,
1170200518, 072600, 080320,   34.3,   0.76,
1170200517, 072600, 080206,   45.0,   1.22,
1170200516, 072600, 080040,   59.1,   1.56,
1170200515, 072600, 075924,   75.1,   1.35,
1170200514, 072600, 075804,   85.3,   1.39,
1170200513, 072600, 075650,   94.7,   1.99,
1170200511, 072600, 075242,  114.1,   1.78,
1170200510, 072600, 075132,  124.4,   1.76,
1180200224, 082200, 164423,    5.9,   1.28,
1180200324, 082200, 194603,    1.9,   1.18,
1180200323, 082200, 194522,    2.4,   1.17,
1180200322, 082200, 194345,    9.9,   1.16,
1180200321, 082200, 194157,   44.2,   1.20,
1180200320, 082200, 194015,   82.0,   1.94,
1180200319, 082200, 193910,   89.8,   1.48,
1180200318, 082200, 193744,  117.9,   1.58,
1180200317, 082200, 193628,  134.5,   1.67,
1180200617, 082300, 041450,    5.1,   1.46,
1180200616, 082300, 041157,   91.4,   2.06,
1180200722, 082300, 065625,    5.0,   1.23,
1180200721, 082300, 065521,   15.2,   1.75,
1180200719, 082300, 065409,   24.9,   1.23,
1180200718, 082300, 065312,   34.7,   1.45,
1180200717, 082300, 065214,   44.9,   1.23,
1180200716, 082300, 065114,   60.0,   1.63,
1180200715, 082300, 065010,   73.9,   1.63,
1180200714, 082300, 064905,   85.1,   1.61,
1180200713, 082300, 064758,   94.7,   1.84,
1180200712, 082300, 064652,  105.3,   1.67,
1180200711, 082300, 064548,  114.8,   1.75,
1180200710, 082300, 064447,  126.0,   1.95,
1180200709, 082300, 064347,  134.9,   2.03,
1180200708, 082300, 064238,  149.0,   2.21,
1190200224, 101700, 191509,    3.9,   1.99,
1190200324, 101700, 220439,    9.8,   1.31,
1190200323, 101700, 220248,   72.3,   1.40,
1190200322, 101700, 220148,   89.4,   1.81,
1190200321, 101700, 220028,  114.3,   1.85,
1190200720, 101800, 100516,    4.9,   1.51,
1190200717, 101800, 100235,   24.9,   1.34,
1190200715, 101800, 100010,   44.7,   1.30,
1190200713, 101800, 095723,   75.0,   1.27,
1190200711, 101800, 095449,   99.7,   1.86,
1190200709, 101800, 095203,  126.0,   1.89,
1200200224, 112900, 182444,    5.1,   1.96,
1200200324, 112900, 215607,    4.9,   1.56,
1200200323, 112900, 215447,   50.4,   1.64,
1200200322, 112900, 215317,   99.3,   2.47,
1200200321, 112900, 215218,  124.5,   1.92,
1200200622, 113000, 065955,    4.6,   1.40,
1200200620, 113000, 065832,   14.8,   1.39,
1200200619, 113000, 065718,   25.2,   1.38,
1200200617, 113000, 065551,   35.0,   1.46,
1200200616, 113000, 065443,   44.8,   1.41,
1200200615, 113000, 065329,   60.1,   1.52,
1200200614, 113000, 065213,   74.5,   1.39,
1200200612, 113000, 064949,   99.6,   1.61,
1200200610, 113000, 064717,  125.1,   1.87,
1210200224, 121900, 161747,    4.7,   2.14,
1210200323, 121900, 190725,   49.6,   1.55,
1210200322, 121900, 190540,  104.1,   1.47,
1210200321, 121900, 190425,  126.7,   2.10,
1210200818, 122000, 095546,    4.6,   1.59,
1210200817, 122000, 095443,   15.1,   1.68,
1210200815, 122000, 095324,   23.9,   1.54,
1210200814, 122000, 095219,   34.5,   1.65,
1210200813, 122000, 095118,   45.3,   1.55,
1210200812, 122000, 095013,   58.9,   1.56,
1210200811, 122000, 094904,   72.8,   2.25,
1210200809, 122000, 094637,   99.3,   1.38,
1210200807, 122000, 094412,  122.2,   1.58,
1220200224, 011601, 190556,    3.4,   1.61,
1220200223, 011601, 190407,   48.3,   1.88,
1220200222, 011601, 190217,   99.0,   1.53,
1220200221, 011601, 190047,  148.9,   1.96,
1220200618, 011701, 064943,    4.2,   1.56,
1220200617, 011701, 064842,   13.6,   1.65,
1220200615, 011701, 064734,   23.3,   1.57,
1220200614, 011701, 064641,   33.7,   1.57,
1220200613, 011701, 064552,   43.2,   1.67,
1220200612, 011701, 064456,   58.1,   1.56,
1220200611, 011701, 064400,   74.1,   1.75,
1220200609, 011701, 064212,   98.4,   1.47,
1220200607, 011701, 064020,  124.1,   1.69,
1220200606, 011701, 063909,  148.5,   1.78,
1230200224, 021401, 042149,    4.3,   1.93,
1230200319, 021501, 031618,    4.2,   1.48,
1230200318, 021501, 031510,   13.9,   1.52,
1230200316, 021501, 031356,   25.0,   1.50,
1230200315, 021501, 031300,   33.8,   1.49,
1230200314, 021501, 031205,   43.9,   1.50,
1230200313, 021501, 031110,   59.5,   1.52,
1230200312, 021501, 031005,   73.8,   1.44,
1230200310, 021501, 030705,   99.1,   1.93,
1230200308, 021501, 030440,  123.2,   2.25,
1230200724, 021501, 180935,    4.1,   1.52,
1230200723, 021501, 180752,   48.0,   1.54,
1230200722, 021501, 180634,   88.0,   1.52,
1230200721, 021501, 180537,   99.3,   1.66,
1240200121, 032101, 013848,    4.1,   1.80,
1240200120, 032101, 013741,   11.9,   2.90,
1240200118, 032101, 013603,   20.2,   1.75,
1240200117, 032101, 013452,   33.8,   1.78,
1240200116, 032101, 013343,   44.2,   2.95,
1240200115, 032101, 013226,   58.9,   1.86,
1240200114, 032101, 013101,   73.4,   1.88,
1240200112, 032101, 012748,   98.6,   2.95,
1240200110, 032101, 012520,  124.6,   3.02,
1240200109, 032101, 012354,  148.5,   2.80,
1240200324, 032101, 100227,    2.9,   2.21,
1240200323, 032101, 100018,   73.3,   1.65,
1240200322, 032101, 095856,   98.6,   1.83,
1240200320, 032101, 095612,  147.6,   2.28,
1240201524, 032301, 014946,    4.0,   1.52,
1240201624, 032301, 043103,    3.8,   1.63,
1240201623, 032301, 042917,   23.6,   1.26,
1240201622, 032301, 042620,   98.8,   1.06,
1240201621, 032301, 042425,  123.9,   1.05,
1240201620, 032301, 042306,  134.1,   1.04,
1240201619, 032301, 042136,  149.4,   1.41,
1250200224, 041701, 190558,    3.7,   1.66,
1250200223, 041701, 190416,   44.3,   1.25,
1250200222, 041701, 190240,   78.4,   1.22,
1250200221, 041701, 190056,  128.1,   1.00,
1250200618, 041801, 065724,   13.6,   1.64,
1250200617, 041801, 065630,   23.1,   1.46,
1250200615, 041801, 065520,   33.8,   1.10,
1250200614, 041801, 065425,   43.9,   1.07,
1250200613, 041801, 065325,   59.3,   1.05,
1250200611, 041801, 065125,   83.8,   1.02,
1250200609, 041801, 064910,  114.0,   0.99,
1250200607, 041801, 064550,  148.2,   0.98,
1260200223, 051601, 190256,    8.9,   1.88,
1260200222, 051601, 190206,   19.5,   1.36,
1260200221, 051601, 190046,   59.1,   1.22,
1260200220, 051601, 185916,  104.4,   1.57,
1260200219, 051601, 185812,  124.2,   1.44,
1260200618, 051701, 065602,    4.8,   1.69,
1260200617, 051701, 065450,   14.7,   1.92,
1260200615, 051701, 065327,   24.9,   1.10,
1260200614, 051701, 065224,   34.2,   1.10,
1260200613, 051701, 065113,   44.6,   1.23,
1260200612, 051701, 064956,   60.0,   2.24,
1260200611, 051701, 064810,   75.0,   1.50,
1260200609, 051701, 064542,   99.3,   1.29,
1260200607, 051701, 064310,  124.4,   1.65,
1260200606, 051701, 064144,  149.8,   2.03,
1270200124, 061301, 163906,    4.0,   1.42,
1270200224, 061301, 201621,    3.6,   1.62,
1270200223, 061301, 201436,   49.0,   1.74,
1270200222, 061301, 201238,  103.5,   1.73,
1270200221, 061301, 201101,  138.5,   1.83,
1280201324, 071201, 122559,    4.1,   1.30,
1280201424, 071201, 183530,    3.9,   1.40,
1280201423, 071201, 183358,   34.3,   1.52,
1280201421, 071201, 183053,   95.1,   1.47,
1280201420, 071201, 182926,  124.2,   1.51,
1290201524, 080901, 065959,    5.2,   1.55,
1290201523, 080901, 065841,   29.5,   1.46,
1290201522, 080901, 065714,   60.8,   1.49,
1290201521, 080901, 065608,   74.5,   1.50,
1290201520, 080901, 065508,   82.6,   1.51,
1290201519, 080901, 065339,  118.0,   1.24,
1290201624, 080901, 122257,    5.0,   1.54,
1300200124, 100101, 160824,    5.1,   1.40,
1300200224, 100101, 190757,    5.4,   1.37,
1300200223, 100101, 190623,   53.7,   1.32,
1300200222, 100101, 190518,   72.3,   1.29,
1300200221, 100101, 190402,   98.9,   1.62,
1300200220, 100101, 190258,  125.3,   1.74,
1310200124, 102201, 163505,    4.6,   1.12,
1310200224, 102201, 190634,    4.4,   1.10,
1310200223, 102201, 190444,   64.9,   1.11,
1310200222, 102201, 190323,   92.6,   1.12,
1320200124, 111601, 153219,    4.2,   1.26,
1320200224, 111601, 191215,    3.7,   1.22,
1320200223, 111601, 191120,    8.9,   1.21,
1320200222, 111601, 191005,   33.9,   1.20,
1320200221, 111601, 190855,   59.6,   1.24,
1320200220, 111601, 190727,   95.9,   1.32,
1320200219, 111601, 190629,   98.6,   1.32,
1320200218, 111601, 190524,  108.7,   1.42,
1320200217, 111601, 190425,  123.3,   1.55,
1330200524, 121501, 181720,    4.8,   1.25,
1330200523, 121501, 181515,   50.2,   1.24,
1330200522, 121501, 181315,   92.3,   1.54,
1330200521, 121501, 181145,  114.5,   1.87,
1330200624, 121501, 225259,    4.4,   1.25,
1340200124, 011502, 162805,    4.7,   1.24,
1340200224, 011502, 190235,    4.0,   1.20,
1340200223, 011502, 190024,   48.2,   1.20,
1340200222, 011502, 185849,   98.6,   1.20,
1340200221, 011502, 185709,  142.8,   1.47,
1350200124, 022002, 153356,    4.8,   1.39,
1350200224, 022002, 190540,    3.9,   1.37,
1350200223, 022002, 190410,   24.3,   1.38,
1350200222, 022002, 190240,   44.0,   1.40,
1350200221, 022002, 190110,   75.2,   1.38,
1350200220, 022002, 185939,  115.0,   1.73,
1350200219, 022002, 185825,  125.7,   1.78,
1360200224, 031202, 161359,    4.8,   1.26,
1360200324, 031202, 190054,   24.7,   1.32,
1360200323, 031202, 185924,   74.6,   1.19,
1360200322, 031202, 185804,  109.7,   1.20,
1370200124, 052002, 162052,    4.5,   1.12,
1370200224, 052002, 191122,    4.0,   1.12,
1370200223, 052002, 190941,   38.5,   1.21,
1370200222, 052002, 190831,   49.2,   1.23,
1370200221, 052002, 190706,   74.3,   1.30,
1370200220, 052002, 190531,  114.5,   1.89,
1380200124, 062902, 165410,   27.2,   0.76,
1380200224, 062902, 195714,    4.4,   0.92,
1380200223, 062902, 195532,   55.3,   1.21,
1380200222, 062902, 195431,   69.2,   1.49,
1380200221, 062902, 195254,  109.0,   1.68,
1380200220, 062902, 195124,  144.1,   2.08,
1390200124, 082702, 165654,    5.6,   1.08,
1390200224, 082702, 201252,    4.8,   1.06,
1390200223, 082702, 201122,   24.9,   1.06,
1390200222, 082702, 200907,   68.1,   1.12,
1390200221, 082702, 200747,   84.2,   1.14,
1390200220, 082702, 200632,   99.7,   1.18,
1390200219, 082702, 200423,  142.2,   1.54,
1400200124, 100602, 163254,    4.4,   1.06,
1400200224, 100602, 191358,    9.7,   1.02,
1400200223, 100602, 191218,   66.1,   1.10,
1400200222, 100602, 191123,   84.6,   1.15,
1400200221, 100602, 191009,  124.6,   1.36,
1410200124, 110302, 153904,    5.1,   1.06,
1410200224, 110302, 192303,   15.0,   1.01,
1410200223, 110302, 192018,   73.8,   1.14,
1410200222, 110302, 191913,   81.6,   1.16,
1410200221, 110302, 191723,  110.8,   1.30,
1420200124, 112402, 162847,    9.5,   1.04,
1420200224, 112402, 202439,    8.8,   1.01,
1420200223, 112402, 202304,   51.4,   1.33,
1420200222, 112402, 202104,   96.5,   1.33,
1420200221, 112402, 201919,  116.4,   1.52,
1430200124, 121802, 151809,    4.8,   0.98,
1430200224, 121802, 190754,   10.4,   0.98,
1430200223, 121802, 190503,   54.3,   1.00,
1430200222, 121802, 190323,  102.8,   1.27,
1430200221, 121802, 190203,  124.8,   1.57,
1440200124, 011603, 190241,    4.1,   1.02,
1440200224, 011603, 221110,    4.9,   1.04,
1440200223, 011603, 220950,   38.1,   1.03,
1440200222, 011603, 220835,   71.1,   1.03,
1440200221, 011603, 220716,  105.0,   1.02,
1440200220, 011603, 220610,  138.3,   1.33,
1450200124, 022503, 153217,    4.9,   1.06,
1450200224, 022503, 190405,    3.9,   1.04,
1450200223, 022503, 190234,   40.4,   1.06,
1450200222, 022503, 190040,   74.1,   1.07,
1450200221, 022503, 185920,  101.2,   1.16,
1460200124, 032803, 160331,    7.5,   1.08,
1460200224, 032803, 202330,    3.6,   1.06,
1460200223, 032803, 202059,   59.4,   1.12,
1460200222, 032803, 201844,  114.6,   1.37,
1460200221, 032803, 201713,  148.7,   1.82,
1470200124, 042303, 164801,    3.9,   1.05,
1470200224, 042303, 193735,    4.1,   1.03,
1470200223, 042303, 193550,   57.9,   1.23,
1470200222, 042303, 193445,   83.5,   1.47,
1470200221, 042303, 193325,  123.1,   2.27,
1480200124, 052003, 171415,    4.3,   0.79,
1480200224, 052003, 195855,    4.1,   0.74,
1480200223, 052003, 195740,   33.7,   0.73,
1480200222, 052003, 195610,   76.9,   0.86,
1480200221, 052003, 195456,  112.3,   1.10,
1480200220, 052003, 195335,  148.4,   1.66,
1490200124, 061903, 153155,    5.0,   0.84,
1490200224, 061903, 191808,    4.7,   0.77,
1490200223, 061903, 191643,   43.5,   0.83,
1490200222, 061903, 191524,   67.1,   0.90,
1490200221, 061903, 191353,  104.9,   1.14,
1490200220, 061903, 191223,  139.9,   1.43,
1500200124, 071903, 162140,    4.5,   1.62,
1500200224, 071903, 193108,    5.2,   1.55,
1500200223, 071903, 192953,   39.1,   1.50,
1500200222, 071903, 192838,   75.1,   1.67,
1500200221, 071903, 192733,  104.9,   1.83,
1510200124, 082003, 161250,    4.8,   1.16,
1510200224, 082003, 185734,    5.3,   1.06,
1510200223, 082003, 185609,   43.0,   1.11,
1510200222, 082003, 185449,   82.6,   1.09,
1510200221, 082003, 185339,  109.3,   1.18,
1510200220, 082003, 185218,  142.1,   1.57,
1520200124, 101403, 155658,    4.9,   0.74,
1520200224, 101403, 192111,    5.8,   0.72,
1520200223, 101403, 191941,   47.8,   0.79,
1520200222, 101403, 191747,   88.4,   0.80,
1520200221, 101403, 191611,  128.3,   0.84,
1530200124, 110903, 143528,    5.3,   1.02,
1530200224, 110903, 192309,    5.0,   0.65,
1530200223, 110903, 192142,   41.8,   0.64,
1530200222, 110903, 191939,   79.0,   0.94,
1530200221, 110903, 191824,   93.7,   1.11,
1530200220, 110903, 191709,  108.2,   1.41,
1540200124, 121903, 181347,    4.7,   0.99,
1540200224, 121903, 222830,    4.1,   1.04,
1540200223, 121903, 222605,   24.5,   1.01,
1540200222, 121903, 222424,   61.2,   1.04,
1540200221, 121903, 222256,   95.2,   1.40,
1550200124, 012104, 151905,    4.2,   1.04,
1550200224, 012104, 190104,    4.1,   1.01,
1550200223, 012104, 185924,   54.1,   0.99,
1550200222, 012104, 185754,  102.0,   1.00,
1550200221, 012104, 185624,  146.7,   1.28,
1560200124, 022404, 153604,    4.8,   1.05,
1560200224, 022404, 190408,    3.8,   0.97,
1560200223, 022404, 190253,   26.7,   1.01,
1560200222, 022404, 190118,   73.4,   1.03,
1560200221, 022404, 185953,  117.4,   1.41,
1570200124, 031904, 155915,    8.4,   1.09,
1570200224, 031904, 191938,    4.5,   1.04,
1570200223, 031904, 191332,   64.1,   1.06,
1570200222, 031904, 191051,  124.7,   1.67,
1580200124, 042004, 162955,    4.3,   1.11,
1580200224, 042004, 190009,    3.7,   1.03,
1580200223, 042004, 185814,   57.0,   1.03,
1580200222, 042004, 185639,  109.9,   1.00,
1590200124, 051804, 151756,    4.4,   1.00,
1590200224, 051804, 185949,    4.1,   1.09,
1590200223, 051804, 185804,   47.1,   1.04,
1590200222, 051804, 185644,   74.0,   1.09,
1590200221, 051804, 185504,  125.3,   1.60,
1600200224, 061504, 160105,    4.4,   1.21,
1610200224, 071304, 223603,    4.9,   1.10,
1610200223, 071304, 223403,   60.2,   1.12,
1610200222, 071304, 223233,   95.9,   1.17,
1610200221, 071304, 223038,  149.9,   1.37,
1610200322, 071404, 002513,    4.9,   0.92,
1610200319, 071404, 002333,   25.1,   0.93,
1610200317, 071404, 002158,   43.4,   0.95,
1610200315, 071404, 002038,   60.0,   0.93,
1610200314, 071404, 001933,   74.4,   0.95,
1610200311, 071404, 001703,   99.7,   0.99,
1610200308, 071404, 001452,  125.1,   1.08,
1610200305, 071404, 001242,  149.8,   1.22,
1620200224, 081504, 163019,    4.7,   0.81,
1620200324, 081504, 194734,    4.7,   0.83,
1620200323, 081504, 194553,   50.5,   0.89,
1620200322, 081504, 194429,   86.7,   1.32,
1620200321, 081504, 194314,  118.6,   1.54,
1630200224, 092804, 161734,    7.4,   0.86,
1630200324, 092804, 200553,    4.9,   0.84,
1630200323, 092804, 200333,   50.7,   0.90,
1630200322, 092804, 200223,   61.4,   1.06,
1630200321, 092804, 200103,   82.3,   1.19,
1630200320, 092804, 195913,  121.1,   1.36,
1640200224, 103004, 184424,    4.8,   0.81,
1640200324, 103004, 221753,    4.6,   0.77,
1640200323, 103004, 221528,   64.6,   0.97,
1640200322, 103004, 221348,   92.7,   1.32,
1650200224, 112704, 163254,    4.8,   0.83,
1650200324, 112704, 193119,   24.4,   0.83,
1650200323, 112704, 192934,   71.2,   0.98,
1650200322, 112704, 192834,   80.9,   1.26,
1650200321, 112704, 192734,   97.9,   1.45,
1660200324, 122004, 152012,    4.9,   0.92,
1660200424, 122004, 191309,    5.1,   0.94,
1660200423, 122004, 191120,   47.2,   0.94,
1660200422, 122004, 190939,   88.3,   0.97,
1660200421, 122004, 190830,  102.0,   1.14,
1660200420, 122004, 190709,  122.7,   1.45,
1670200224, 020105, 170939,    4.3,   0.77,
1670200324, 020105, 200809,    4.6,   0.94,
1670200323, 020105, 200628,   43.2,   0.91,
1670200322, 020105, 200453,   81.9,   1.09,
1670200321, 020105, 200253,  139.8,   1.54,
1680200323, 030405, 191522,   55.7,   1.36,
1680200322, 030405, 191307,  114.8,   1.66,
1690200124, 051705, 202825,   11.4,   1.27,
1690200224, 051705, 233744,    8.5,   1.28,
1690200223, 051705, 233604,   36.4,   1.20,
1690200222, 051705, 233414,   79.1,   1.35,
1690200221, 051705, 233229,  120.1,   1.50,
1700200324, 061405, 181740,   15.1,   1.13,
1700200423, 061405, 222525,   49.1,   1.68,
1700200422, 061405, 222340,   86.5,   1.85,
1710201521, 071805, 042128,    5.2,   0.98,
1710201520, 071805, 041925,   54.9,   0.96,
1710201519, 071805, 041804,   76.1,   0.98,
1710201518, 071805, 041458,  132.6,   1.30,
1710201624, 071805, 111152,    5.0,   0.97,
1720200324, 081305, 172143,    5.2,   1.32,
1720200424, 081305, 213951,    5.3,   1.38,
1720200423, 081305, 213636,   71.0,   1.27,
1720200422, 081305, 213516,   97.5,   1.38,
1720200421, 081305, 213401,  136.6,   1.56,
1730200324, 090905, 184824,   12.0,   0.83,
1730200424, 090905, 222313,   13.3,   0.91,
1730200423, 090905, 222104,   69.6,   1.09,
1730200422, 090905, 221954,   94.1,   1.15,
1730200421, 090905, 221824,  138.9,   1.24,
1740200824, 100805, 191049,    5.5,   0.90,
1740200924, 100805, 222456,   12.3,   1.21,
1740200923, 100805, 222132,   50.0,   1.34,
1750200524, 111105, 182925,    9.6,   0.94,
1750200724, 111205, 055903,    9.7,   0.98,
1750200723, 111205, 055522,   43.7,   1.27,
1750200722, 111205, 055150,   81.4,   0.88,
1750200721, 111205, 054952,   97.5,   1.02,
1750200720, 111205, 054703,  139.8,   1.26,
1760200324, 121205, 193223,    4.5,   1.12,
1760200424, 121205, 220525,    4.5,   1.00,
1760200423, 121205, 220347,   49.7,   0.99,
1760200422, 121205, 220132,   96.6,   1.13,
1760200421, 121205, 220002,  124.9,   1.41,
1770201121, 012606, 162829,   13.1,   0.90,
1770201120, 012606, 162654,   45.6,   0.91,
1770201119, 012606, 162504,   81.0,   0.91,
1770201118, 012606, 162249,  115.3,   0.99,
1780200424, 021406, 192735,   15.3,   0.89,
1780200524, 021406, 222814,   11.4,   0.84,
1780200523, 021406, 222554,   40.3,   0.84,
1780200522, 021406, 222425,   71.3,   0.85,
1780200521, 021406, 222239,   98.6,   0.85,
1780200520, 021406, 222115,  128.8,   1.55,
1790201724, 031106, 083607,   15.4,   0.83,
1790201723, 031106, 083359,   33.7,   0.82,
1790201722, 031106, 083018,   95.4,   0.80,
1790201824, 031106, 140519,   31.5,   0.91,
1800200324, 040106, 195834,    8.7,   0.77,
1800200424, 040106, 224435,   14.8,   0.74,
1800200423, 040106, 223923,   44.2,   0.74,
1800200422, 040106, 223658,   99.9,   0.82,
1810200424, 052606, 183542,    4.8,   0.73,
1810200524, 052606, 220524,   11.6,   0.71,
1810200523, 052606, 220224,   48.5,   0.72,
1810200522, 052606, 220030,   85.7,   0.97,
1820200324, 061306, 182745,   14.6,   0.56,
1820200424, 061306, 223506,   26.2,   0.64,
1820200423, 061306, 223413,   39.6,   0.65,
1820200422, 061306, 223231,   95.0,   0.94,
1820200421, 061306, 223052,  147.2,   2.07,
1830200424, 071206, 191440,    5.4,   0.86,
1830200524, 071206, 225448,    5.8,   0.84,
1830200523, 071206, 224908,   54.2,   0.92,
1830200522, 071206, 224728,   74.3,   0.92,
1830200521, 071206, 224449,  143.5,   1.15,
1840200522, 080806, 230813,   64.2,   0.65,
1840200521, 080806, 230635,  106.4,   0.92,
1850200324, 091506, 191028,    5.7,   0.81,
1850200424, 091506, 221100,   10.1,   0.81,
1850200423, 091506, 220858,   65.6,   0.94,
1850200422, 091506, 220724,  103.2,   1.23,
1850200421, 091506, 220556,  140.7,   1.92,
1860201224, 102006, 182547,    6.7,   0.58,
1860201323, 102006, 222142,   47.2,   1.67,
1870200324, 110806, 182810,    6.0,   0.87,
1870200423, 110806, 224554,   71.1,   0.95,
1870200421, 110806, 224329,  118.8,   1.76,
1880200324, 120906, 184339,    8.8,   0.53,
1880200422, 120906, 222204,   93.4,   0.54,
1880200421, 120906, 222044,  117.5,   0.78,
1890200424, 020607, 182621,    3.3,   1.07,
1890200523, 020607, 221154,   62.4,   1.01,
1890200522, 020607, 220954,  120.7,   2.00,
1890200521, 020607, 220834,  135.6,   2.27,
1900200424, 032007, 193101,    4.8,   1.44,
1900200524, 032007, 220821,    5.2,   1.36,
1900200523, 032007, 220636,   58.6,   1.78,
1900200522, 032007, 220454,  110.3,   2.59,
1910200424, 050407, 181555,    7.0,   1.21,
1910200523, 050407, 221401,   95.4,   1.02,
1910200522, 050407, 221214,  140.6,   1.51,
1920200324, 060907, 173626,    7.4,   1.11,
1920200424, 060907, 222904,    6.6,   1.20,
1920200423, 060907, 222504,   33.1,   1.14,
1920200422, 060907, 222156,   95.0,   1.12,
1920200421, 060907, 222014,  128.1,   1.16,
1930200124, 070707, 154039,    8.2,   1.72,
1930200123, 070707, 153734,   40.3,   1.35,
1930200122, 070707, 153540,   70.2,   1.36,
1930200121, 070707, 153414,   90.0,   1.42,
1930200224, 070707, 204232,    6.4,   1.17,
1940200324, 080307, 183348,    6.7,   0.88,
1940200424, 080307, 225817,    9.2,   1.09,
1940200421, 080307, 225033,  110.5,   1.71,
1940200420, 080307, 224913,  131.0,   2.16,
1950200324, 090207, 184544,    8.0,   1.26,
1950200423, 090207, 221348,   64.8,   1.42,
1950200422, 090207, 221152,   89.3,   1.44,
1950200421, 090207, 220922,  140.8,   2.57,
1960200324, 100207, 193640,    5.1,   1.08,
1960200424, 100207, 221509,    5.6,   1.38,
1960200423, 100207, 221329,   43.6,   1.34,
1960200420, 100207, 220834,  149.9,   2.33,
1970200323, 120107, 204518,   16.3,   0.94,
1970200424, 120207, 000627,    9.2,   1.09,
1970200423, 120207, 000402,   26.3,   1.09,
1970200422, 120207, 000212,   62.9,   1.24,
1970200421, 120107, 235942,  125.7,   1.72,
1980200424, 122007, 190605,    5.9,   1.67,
1980200524, 122007, 224032,   10.2,   1.22,
1980200523, 122007, 223657,   66.8,   1.36,
1980200522, 122007, 223430,  120.2,   1.21,
1990200324, 012908, 193114,    9.0,   1.17,
1990200424, 012908, 232242,   13.3,   0.67,
1990200423, 012908, 231913,   69.7,   0.60,
1990200422, 012908, 231553,  124.9,   1.40,
2000200324, 022308, 194442,    7.7,   1.34,
2000200424, 022308, 224322,   12.8,   1.09,
2000200423, 022308, 224104,   60.4,   1.07,
2000200422, 022308, 223751,  125.3,   1.64,
2010200324, 052708, 182707,    8.8,   1.49,
2010200424, 052708, 222105,    6.2,   1.16,
2010200423, 052708, 221811,   17.3,   1.35,
2010200422, 052708, 221605,   64.9,   1.17,
2010200421, 052708, 221421,  107.7,   1.26,
2010200420, 052708, 221229,  148.5,   1.60,
2020200324, 062508, 185520,    6.9,   1.44,
2020200423, 062508, 224253,   65.7,   0.86,
2020200422, 062508, 224133,   79.8,   0.85,
2020200421, 062508, 223953,  102.2,   0.95,
2020200420, 062508, 223745,  135.0,   1.46,
2030200424, 072608, 194423,   14.2,   1.51,
2030200524, 072608, 231931,   10.7,   0.87,
2030200523, 072608, 231711,   51.8,   0.81,
2030200522, 072608, 231522,   82.0,   0.87,
2030200521, 072608, 231226,  120.6,   0.91,
2040200324, 081608, 184145,    7.0,   0.94,
2040200424, 081608, 223109,    6.2,   0.94,
2040200423, 081608, 222543,   50.9,   1.01,
2040200422, 081608, 222403,   75.9,   1.16,
2040200421, 081608, 222139,  111.4,   0.98,
2040200420, 081608, 221929,  149.1,   1.66,
2050200324, 101008, 182854,    7.4,   1.22,
2050200424, 101008, 221054,   10.2,   0.91,
2050200423, 101008, 220755,   62.3,   1.04,
2050200422, 101008, 220624,   85.6,   1.16,
2050200421, 101008, 220423,  122.4,   1.41,
2060200324, 113008, 200645,   10.1,   0.73,
2060200424, 120108, 000755,   10.9,   1.40,
2060200423, 120108, 000305,   71.3,   1.90,
2060200422, 120108, 000135,  104.9,   1.56,
2080200324, 012009, 192440,   11.2,   1.07,
2080200424, 012009, 233024,   13.3,   1.13,
2080200423, 012009, 232615,   40.4,   0.97,
2080200422, 012009, 232354,   75.9,   1.44,
2080200421, 012009, 232059,  135.6,   1.33,
2090200324, 021709, 191500,    7.0,   0.94,
2090200424, 021809, 000028,    9.4,   1.08,
2090200423, 021709, 235603,   64.7,   1.14,
2090200422, 021709, 235358,  121.1,   1.53,
2100200324, 042809, 183424,    9.6,   1.07,
2100200424, 042809, 221917,    5.5,   0.97,
2100200423, 042809, 221653,   45.3,   0.98,
2100200422, 042809, 221437,   87.8,   0.98,
2100200421, 042809, 221218,  140.4,   1.13,
2110200424, 052709, 224930,    5.2,   1.06,
2110200423, 052709, 224815,   25.7,   0.92,
2110200422, 052709, 224630,   71.2,   0.91,
2110200421, 052709, 224437,  126.6,   1.28,
2120200424, 070309, 201840,    7.7,   1.23,
2120200524, 070409, 002346,    7.6,   1.20,
2120200523, 070409, 002001,   47.4,   1.29,
2120200522, 070409, 001807,   64.5,   1.08,
2120200521, 070409, 001545,  110.6,   1.15,
2130200324, 072509, 060249,    8.3,   1.27,
2130200424, 072509, 104527,    6.3,   1.14,
2130200423, 072509, 103933,   57.7,   1.09,
2130200422, 072509, 103713,   72.7,   1.05,
2130200421, 072509, 103348,  125.2,   1.28,
2140200324, 081809, 192757,    8.2,   0.91,
