Hawaii Ocean Time-series : 05-Sep-2023 03:23:28
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, sil, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0900200516, 021998, 055752,   59.5,   1.23,
0900200515, 021998, 055616,   74.0,   1.32,
0900200514, 021998, 055502,   84.6,   1.68,
0900200513, 021998, 055348,   94.5,   1.78,
0900200512, 021998, 055232,  105.2,   1.83,
0900200511, 021998, 055116,  116.1,   3.06,
0900200510, 021998, 054952,  125.8,   2.17,
0900200509, 021998, 054832,  135.0,   2.34,
0900200508, 021998, 054712,  149.0,   2.49,
0910200124, 031798, 165654,    4.9,   1.24,
0910200123, 031798, 165320,  110.7,   1.28,
0910200224, 031798, 200206,    5.0,   1.38,
0910200223, 031798, 200036,   24.5,   1.30,
0910200222, 031798, 195736,   66.7,   1.26,
0910200221, 031798, 195535,  124.2,   1.34,
0910200622, 031898, 070348,    4.1,   1.36,
0910200621, 031898, 070238,   14.8,   1.39,
0910200619, 031898, 070122,   25.7,   1.38,
0910200618, 031898, 070002,   34.9,   1.37,
0910200617, 031898, 065852,   44.9,   1.34,
0910200616, 031898, 065732,   59.7,   1.49,
0910200615, 031898, 065612,   74.6,   2.22,
0910200614, 031898, 065502,   85.0,   1.57,
0910200613, 031898, 065358,   94.5,   1.98,
0910200612, 031898, 065252,  105.1,   1.44,
0910200611, 031898, 065138,  114.7,   1.53,
0910200610, 031898, 065032,  124.6,   2.16,
0910200609, 031898, 064922,  134.1,   1.87,
0910200608, 031898, 064808,  149.3,   1.59,
0920200224, 041498, 174006,    3.6,   1.26,
0920200223, 041498, 173821,   51.7,   1.30,
0920200222, 041498, 173646,   97.3,   1.38,
0920200221, 041498, 173502,  120.2,   1.45,
0920200324, 041498, 223551,    9.7,   1.26,
0920200622, 041598, 070718,    5.1,   1.45,
0920200621, 041598, 070618,   14.1,   2.48,
0920200619, 041598, 070502,   25.1,   1.38,
0920200618, 041598, 070404,   34.1,   1.43,
0920200616, 041598, 070148,   60.3,   1.55,
0920200615, 041598, 070034,   74.3,   1.53,
0920200613, 041598, 065818,   94.1,   1.67,
0920200612, 041598, 065718,  104.3,   2.21,
0920200611, 041598, 065618,  114.2,   1.66,
0920200608, 041598, 065318,  148.8,   1.87,
0930200224, 051298, 191504,    5.2,   1.34,
0930200223, 051298, 191333,   50.0,   1.38,
0930200222, 051298, 191218,   92.5,   1.32,
0930200221, 051298, 191048,  126.2,   1.55,
0930200622, 051398, 070747,    4.4,   1.22,
0930200621, 051398, 070623,   14.8,   1.15,
0930200619, 051398, 070453,   24.9,   1.39,
0930200618, 051398, 070348,   35.1,   1.05,
0930200617, 051398, 070242,   44.7,   0.99,
0930200616, 051398, 070122,   59.8,   0.94,
0930200615, 051398, 070007,   74.6,   1.08,
0930200614, 051398, 065852,   85.8,   1.10,
0930200613, 051398, 065746,   94.7,   1.06,
0930200612, 051398, 065634,  104.8,   1.08,
0930200611, 051398, 065527,  115.4,   1.27,
0930200610, 051398, 065422,  125.2,   1.33,
0930200609, 051398, 065312,  134.1,   1.41,
0940200124, 061698, 231119,    5.0,   1.44,
0940200123, 061698, 230856,   77.1,   1.50,
0940200224, 061798, 051914,    5.2,   1.46,
0940200222, 061798, 051559,   84.8,   2.16,
0940200221, 061798, 051439,  115.2,   1.44,
0940200322, 061798, 081229,    5.6,   1.65,
0940200321, 061798, 081124,   14.9,   1.52,
0940200319, 061798, 080949,   25.3,   1.49,
0940200318, 061798, 080829,   35.7,   1.52,
0940200317, 061798, 080724,   45.9,   1.45,
0940200316, 061798, 080609,   60.4,   1.42,
0940200315, 061798, 080449,   74.7,   1.40,
0940200314, 061798, 080329,   84.9,   1.39,
0940200313, 061798, 080219,   95.1,   2.15,
0940200312, 061798, 080109,  105.4,   1.45,
0940200311, 061798, 075959,  115.9,   2.13,
0940200310, 061798, 075849,  125.8,   1.61,
0940200309, 061798, 075739,  135.5,   2.22,
0950200124, 071598, 023347,    5.7,   1.11,
0950200224, 071598, 050754,    5.1,   1.08,
0950200223, 071598, 050621,   30.2,   1.91,
0950200222, 071598, 050459,   55.5,   1.32,
0950200221, 071598, 050346,   74.7,   1.28,
0950200220, 071598, 050247,   82.0,   1.17,
0950200219, 071598, 050109,  129.5,   2.34,
0950200322, 071598, 080955,    5.6,   1.21,
0950200321, 071598, 080831,   14.5,   1.19,
0950200319, 071598, 080700,   25.3,   1.16,
0950200318, 071598, 080543,   36.0,   1.20,
0950200317, 071598, 080427,   45.2,   1.25,
0950200316, 071598, 080304,   61.1,   1.31,
0950200315, 071598, 080131,   75.6,   1.34,
0950200314, 071598, 080002,   84.8,   1.43,
0950200313, 071598, 075850,   95.7,   1.58,
0950200312, 071598, 075728,  105.4,   1.45,
0950200311, 071598, 075600,  114.9,   1.62,
0950200310, 071598, 075436,  125.4,   2.54,
0950200309, 071598, 075310,  135.6,   1.99,
0960200322, 081098, 070726,    5.3,   1.06,
0960200321, 081098, 070615,   15.1,   1.07,
0960200319, 081098, 070450,   25.8,   1.09,
0960200318, 081098, 070335,   35.5,   1.48,
0960200317, 081098, 070222,   46.1,   1.48,
0960200316, 081098, 070050,   60.6,   1.48,
0960200315, 081098, 065930,   75.1,   1.47,
0960200314, 081098, 065820,   85.3,   1.49,
0960200313, 081098, 065701,   95.2,   1.64,
0960200312, 081098, 065550,  105.6,   1.54,
0960200311, 081098, 065440,  114.7,   1.60,
0960200310, 081098, 065330,  125.4,   1.76,
0960200309, 081098, 065151,  136.3,   1.83,
0960201324, 081198, 152154,    4.9,   1.04,
0960201323, 081198, 152056,    9.8,   1.08,
0960201322, 081198, 151911,   43.1,   1.15,
0960201321, 081198, 151719,   90.3,   1.29,
0960201424, 081198, 212357,    5.8,   1.25,
0970200322, 092898, 080422,    5.0,   1.19,
0970200321, 092898, 080312,   15.8,   1.18,
0970200319, 092898, 080157,   25.9,   1.25,
0970200318, 092898, 080047,   35.8,   1.37,
0970200317, 092898, 075937,   45.7,   1.17,
0970200316, 092898, 075817,   59.8,   1.10,
0970200315, 092898, 075707,   75.0,   1.30,
0970200314, 092898, 075557,   85.8,   1.33,
0970200313, 092898, 075452,   94.8,   1.35,
0970200312, 092898, 075342,  105.5,   1.33,
0970200311, 092898, 075237,  115.5,   1.54,
0970200309, 092898, 075022,  135.3,   1.65,
0970200308, 092898, 074912,  149.9,   1.62,
0970201224, 092998, 110312,    5.7,   1.53,
0970201223, 092998, 110102,   81.1,   1.20,
0970201222, 092998, 105922,  122.3,   1.26,
0970201324, 092998, 165644,    5.5,   1.45,
0980200124, 101898, 173640,    5.6,   1.23,
0980200224, 101898, 200847,    5.9,   1.32,
0980200223, 101898, 200639,   60.9,   1.37,
0980200222, 101898, 200518,   78.2,   1.45,
0980200221, 101898, 200348,  109.4,   1.56,
0980200220, 101898, 200221,  146.0,   2.04,
0980200219, 101898, 200116,  149.6,   1.96,
0980200622, 101998, 080414,    4.8,   1.64,
0980200621, 101998, 080310,   14.9,   1.33,
0980200619, 101998, 080152,   25.4,   1.33,
0980200618, 101998, 080055,   35.0,   1.42,
0980200617, 101998, 075950,   45.1,   1.41,
0980200616, 101998, 075850,   60.1,   1.62,
0980200615, 101998, 075741,   74.8,   1.57,
0980200614, 101998, 075640,   85.8,   1.57,
0980200613, 101998, 075545,   95.4,   1.72,
0980200612, 101998, 075440,  105.2,   1.95,
0980200611, 101998, 075330,  115.0,   1.76,
0980200610, 101998, 075220,  125.7,   2.04,
0980200609, 101998, 075120,  134.9,   2.25,
0980200608, 101998, 075020,  149.9,   2.18,
0990200224, 111098, 191849,    5.8,   1.39,
0990200223, 111098, 191644,   45.4,   1.30,
0990200222, 111098, 191519,   76.6,   1.43,
0990200221, 111098, 191359,  104.4,   1.65,
0990200220, 111098, 191234,  141.5,   2.14,
0990200622, 111198, 070340,    5.5,   1.38,
0990200621, 111198, 070233,   15.6,   0.84,
0990200619, 111198, 070118,   25.7,   0.88,
0990200618, 111198, 070011,   35.6,   0.89,
0990200617, 111198, 065903,   45.7,   0.88,
0990200616, 111198, 065742,   60.4,   0.95,
0990200615, 111198, 065622,   75.7,   1.09,
0990200614, 111198, 065507,   85.6,   1.14,
0990200613, 111198, 065358,   95.5,   1.31,
0990200612, 111198, 065246,  105.3,   1.38,
0990200611, 111198, 065136,  115.5,   1.61,
0990200610, 111198, 065025,  125.5,   1.69,
0990200609, 111198, 064916,  135.4,   1.94,
1000200124, 120898, 172857,    6.0,   1.27,
1000200224, 120898, 210607,    5.2,   1.18,
1000200223, 120898, 210437,   50.7,   1.16,
1000200222, 120898, 210307,  101.1,   1.85,
1000200221, 120898, 210142,  136.2,   1.48,
1000200623, 120998, 090212,    5.9,   1.10,
1000200621, 120998, 090051,   15.7,   1.11,
1000200619, 120998, 085942,   25.7,   1.26,
1000200618, 120998, 085842,   30.2,   0.99,
1000200617, 120998, 085727,   45.8,   0.94,
1000200616, 120998, 085616,   60.0,   0.93,
1000200615, 120998, 085456,   75.6,   0.90,
1000200614, 120998, 085336,   85.6,   1.00,
1000200613, 120998, 085232,   95.8,   1.01,
1000200612, 120998, 085126,  105.6,   1.00,
1000200611, 120998, 085022,  115.0,   1.07,
1000200610, 120998, 084917,  126.3,   1.06,
1000200609, 120998, 084807,  136.7,   1.13,
1010200124, 011299, 191812,   10.3,   1.32,
1010200224, 011299, 220132,    5.4,   1.77,
1010200223, 011299, 215957,   51.0,   1.32,
1010200222, 011299, 215818,  101.5,   1.26,
1010200622, 011399, 095757,    5.2,   1.50,
1010200621, 011399, 095657,   15.0,   1.45,
1010200619, 011399, 095552,   24.9,   1.45,
1010200618, 011399, 095452,   35.8,   1.47,
1010200617, 011399, 095352,   44.9,   1.48,
1010200616, 011399, 095252,   59.5,   1.50,
1010200615, 011399, 095132,   74.6,   1.48,
1010200614, 011399, 095033,   84.8,   1.46,
1010200613, 011399, 094932,   94.9,   1.54,
1010200612, 011399, 094832,  105.4,   1.51,
1010200611, 011399, 094732,  114.4,   1.50,
1010200610, 011399, 094633,  125.6,   1.52,
1010200609, 011399, 094532,  133.6,   1.62,
1010200608, 011399, 094432,  150.0,   1.76,
1020200124, 021799, 221309,    5.7,   1.79,
1020200123, 021799, 221118,   61.3,   1.67,
1020200122, 021799, 220939,  121.7,   2.92,
1020200224, 021899, 034400,    5.9,   1.70,
1020200422, 021899, 092754,    5.1,   1.59,
1020200421, 021899, 092649,   16.1,   1.58,
1020200419, 021899, 092538,   26.1,   1.57,
1020200418, 021899, 092434,   35.2,   1.56,
1020200417, 021899, 092334,   45.5,   1.62,
1020200416, 021899, 092229,   60.9,   1.57,
1020200415, 021899, 092129,   76.1,   1.60,
1020200414, 021899, 092029,   85.9,   1.61,
1020200413, 021899, 091929,   96.7,   1.66,
1020200412, 021899, 091828,  105.6,   1.81,
1020200411, 021899, 091729,  115.9,   1.71,
1020200410, 021899, 091630,  126.0,   2.77,
1020200409, 021899, 091529,  135.5,   2.97,
1030200124, 031699, 162746,   10.4,   1.38,
1030200224, 031699, 200811,    5.4,   1.28,
1030200223, 031699, 200631,   51.6,   1.28,
1030200222, 031699, 200448,   93.4,   1.40,
1030200221, 031699, 200301,  140.5,   1.34,
1030200622, 031799, 080014,    5.3,   1.31,
1030200621, 031799, 075904,   15.7,   1.29,
1030200619, 031799, 075742,   25.7,   1.32,
1030200618, 031799, 075643,   33.8,   1.29,
1030200617, 031799, 075535,   45.4,   1.29,
1030200616, 031799, 075418,   60.7,   1.28,
1030200615, 031799, 075303,   75.3,   1.26,
1030200614, 031799, 075153,   85.8,   1.27,
1030200613, 031799, 075046,   94.1,   1.29,
1030200612, 031799, 074937,  105.5,   1.25,
1030200611, 031799, 074837,  115.1,   1.25,
1030200610, 031799, 074733,  125.6,   1.28,
1030200609, 031799, 074624,  135.8,   1.32,
1040200323, 041399, 201130,    4.7,   1.43,
1040200424, 041399, 224725,    4.8,   2.20,
1040200423, 041399, 224534,   40.5,   1.34,
1040200422, 041399, 224346,   90.0,   1.35,
1040200421, 041399, 224221,  121.8,   1.39,
1040200712, 041499, 070218,    5.3,   1.37,
1040200823, 041499, 095713,    4.7,   2.21,
1040200822, 041499, 095614,   14.9,   1.37,
1040200820, 041499, 095503,   25.1,   1.35,
1040200819, 041499, 095404,   35.4,   1.58,
1040200818, 041499, 095309,   45.3,   1.89,
1040200817, 041499, 095205,   59.0,   1.29,
1040200816, 041499, 095058,   75.1,   1.30,
1040200815, 041499, 094959,   85.0,   1.29,
1040200814, 041499, 094854,   95.4,   1.36,
1040200813, 041499, 094749,  104.2,   1.34,
1040200812, 041499, 094704,  114.2,   1.50,
1040200811, 041499, 094613,  124.0,   1.37,
1040200810, 041499, 094518,  135.6,   1.40,
1040200809, 041499, 094418,  149.4,   1.38,
1050200124, 050999, 171111,   12.7,   1.55,
1050200224, 050999, 200420,    6.7,   1.50,
1050200223, 050999, 200240,   58.6,   1.50,
1050200222, 050999, 200100,  100.6,   1.70,
1050200221, 050999, 195935,  135.1,   2.37,
1050200621, 051099, 080052,   15.1,   1.51,
1050200619, 051099, 075947,   24.6,   1.47,
1050200618, 051099, 075847,   34.9,   1.47,
1050200617, 051099, 075746,   44.8,   1.48,
1050200616, 051099, 075646,   59.7,   1.50,
1050200615, 051099, 075546,   75.7,   1.59,
1050200614, 051099, 075446,   85.8,   1.61,
1050200613, 051099, 075347,   95.3,   1.66,
1050200612, 051099, 075247,  104.6,   1.76,
1050200611, 051099, 075146,  114.7,   1.78,
1050200610, 051099, 075047,  124.9,   1.93,
1050200609, 051099, 074946,  135.2,   2.21,
1060200124, 071399, 150140,    4.9,   1.45,
1060200123, 071399, 145950,   55.2,   1.41,
1060200122, 071399, 145750,  116.1,   1.45,
1060200224, 071399, 202445,    5.2,   1.37,
1060200622, 071499, 080210,    4.3,   1.67,
1060200621, 071499, 080045,   14.6,   1.57,
1060200619, 071499, 075921,   24.7,   1.54,
1060200618, 071499, 075810,   33.8,   1.37,
1060200617, 071499, 075640,   44.4,   1.32,
1060200616, 071499, 075530,   59.4,   1.40,
1060200615, 071499, 075415,   73.9,   1.40,
1060200614, 071499, 075310,   84.0,   1.85,
1060200613, 071499, 075151,   95.0,   1.43,
1060200612, 071499, 075030,  104.6,   2.62,
1060200611, 071499, 074920,  113.8,   1.47,
1060200610, 071499, 074820,  124.2,   1.81,
1060200609, 071499, 074730,  134.3,   1.52,
1060200608, 071499, 074620,  149.5,   1.76,
1070200424, 081399, 182051,    4.6,   2.78,
1070200524, 081399, 212915,    4.5,   2.69,
1070200523, 081399, 212807,   19.3,   1.36,
1070200522, 081399, 212639,   59.2,   2.02,
1070200521, 081399, 212546,   64.4,   1.55,
1070200520, 081399, 212546,   99.4,   1.68,
1070200922, 081499, 075717,    4.6,   1.41,
1070200921, 081499, 075613,   14.0,   1.40,
1070200919, 081499, 075501,   25.0,   1.41,
1070200918, 081499, 075358,   34.6,   1.42,
1070200917, 081499, 075257,   44.4,   1.48,
1070200916, 081499, 075142,   60.0,   1.65,
1070200915, 081499, 075021,   75.0,   1.68,
1070200914, 081499, 074925,   84.2,   1.68,
1070200913, 081499, 074824,   94.7,   1.78,
1070200912, 081499, 074720,  104.7,   1.90,
1070200911, 081499, 074621,  114.6,   2.25,
1070200910, 081499, 074523,  124.5,   2.27,
1070200909, 081499, 074423,  134.6,   2.67,
1070200908, 081499, 074313,  149.7,   3.46,
1080200124, 101499, 172856,    4.8,   1.41,
1080200224, 101499, 210135,    4.3,   1.25,
1080200223, 101499, 210010,   39.3,   1.23,
1080200222, 101499, 205845,   79.8,   1.29,
1080200221, 101499, 205735,   98.9,   1.36,
1080200220, 101499, 205610,  137.0,   1.89,
1080200622, 101599, 085501,    5.0,   1.22,
1080200621, 101599, 085356,   15.1,   1.23,
1080200619, 101599, 085241,   24.6,   1.22,
1080200618, 101599, 085141,   34.9,   1.30,
1080200617, 101599, 085041,   44.2,   1.26,
1080200616, 101599, 084931,   59.4,   1.22,
1080200615, 101599, 084832,   74.1,   1.24,
1080200614, 101599, 084727,   84.5,   1.23,
1080200613, 101599, 084632,   94.5,   1.32,
1080200612, 101599, 084527,  105.3,   1.76,
1080200611, 101599, 084427,  114.5,   1.42,
1080200610, 101599, 084321,  123.8,   1.46,
1080200609, 101599, 084227,  134.2,   1.57,
1080200608, 101599, 084126,  149.7,   1.82,
1090200124, 110899, 165424,    4.8,   1.35,
1090200224, 110899, 194606,    4.3,   1.23,
1090200223, 110899, 194526,    9.1,   1.10,
1090200222, 110899, 194336,   78.4,   1.40,
1090200221, 110899, 194236,   93.8,   1.42,
1090200220, 110899, 194126,  115.6,   1.59,
1090200622, 110999, 065637,    5.3,   1.31,
1090200621, 110999, 065541,   14.9,   1.29,
1090200619, 110999, 065436,   25.3,   1.35,
1090200618, 110999, 065341,   35.0,   1.33,
1090200617, 110999, 065246,   45.1,   1.47,
1090200616, 110999, 065146,   60.1,   1.56,
1090200615, 110999, 065047,   74.9,   1.50,
1090200614, 110999, 064951,   84.4,   1.60,
1090200613, 110999, 064852,   94.5,   1.75,
1090200612, 110999, 064752,  104.1,   1.84,
1090200611, 110999, 064651,  114.5,   2.26,
1090200610, 110999, 064551,  124.4,   2.10,
1090200609, 110999, 064456,  135.0,   2.23,
1100200124, 121499, 171515,    4.4,   1.26,
1100200224, 121499, 200038,    3.9,   1.22,
1100200223, 121499, 195908,   44.8,   1.21,
1100200222, 121499, 195739,   89.7,   1.26,
1100200221, 121499, 195618,  125.0,   1.72,
1100200623, 121599, 075536,    4.6,   1.48,
1100200621, 121599, 075436,   14.9,   1.18,
1100200619, 121599, 075335,   24.3,   1.20,
1100200618, 121599, 075241,   34.5,   1.19,
1100200617, 121599, 075146,   44.8,   1.41,
1100200616, 121599, 075046,   59.6,   1.48,
1100200615, 121599, 074945,   74.5,   1.20,
1100200614, 121599, 074851,   84.3,   1.52,
1100200613, 121599, 074801,   93.8,   1.27,
1100200612, 121599, 074705,  104.6,   1.37,
1100200611, 121599, 074616,  114.3,   1.75,
1100200610, 121599, 074516,  124.8,   1.56,
1100200609, 121599, 074421,  135.3,   1.72,
1100200608, 121599, 074316,  149.6,   2.27,
1110200224, 020200, 190011,    4.7,   1.31,
1110200223, 020200, 185842,   49.6,   1.30,
1110200222, 020200, 185706,  110.6,   1.66,
1110200221, 020200, 185542,  148.3,   2.39,
1110200517, 020300, 040025,    4.2,   1.29,
1110200516, 020300, 035823,   59.0,   1.29,
1110200622, 020300, 070624,    4.4,   1.43,
1110200621, 020300, 070456,   14.3,   1.45,
1110200619, 020300, 070322,   24.6,   1.43,
1110200618, 020300, 070159,   34.7,   1.34,
1110200617, 020300, 070044,   44.7,   1.29,
1110200616, 020300, 065913,   59.7,   1.94,
1110200615, 020300, 065732,   74.7,   1.61,
1110200612, 020300, 065325,  104.5,   1.38,
1110200610, 020300, 065035,  124.3,   1.86,
1120200224, 022900, 185827,    4.7,   1.24,
1120200223, 022900, 185642,   49.3,   1.22,
1120200222, 022900, 185512,   97.8,   1.25,
1120200221, 022900, 185347,  149.1,   2.17,
1120200722, 030100, 065558,    4.5,   1.26,
1120200721, 030100, 065459,   15.3,   1.47,
1120200719, 030100, 065349,   25.1,   1.26,
1120200718, 030100, 065243,   34.3,   1.68,
1120200717, 030100, 065139,   45.7,   1.64,
1120200716, 030100, 065039,   59.4,   1.36,
1120200715, 030100, 064934,   75.6,   1.27,
1120200714, 030100, 064834,   83.3,   1.24,
1120200713, 030100, 064734,   95.3,   1.46,
1120200712, 030100, 064629,  105.5,   1.55,
1120200710, 030100, 064434,  124.0,   1.58,
1120200709, 030100, 064334,  135.0,   1.59,
1120200708, 030100, 064234,  148.6,   1.71,
1130200224, 032800, 200333,    4.4,   1.33,
1130200223, 032800, 200118,   45.2,   1.26,
1130200222, 032800, 195944,   89.6,   1.33,
1130200522, 032900, 045650,    4.2,   1.06,
1130200521, 032900, 045400,  100.2,   1.16,
1130200619, 032900, 075231,   23.5,   1.18,
1130200618, 032900, 075130,   33.8,   1.30,
1130200617, 032900, 075031,   44.7,   1.47,
1130200616, 032900, 074929,   59.7,   1.45,
1130200615, 032900, 074821,   74.2,   1.49,
1130200614, 032900, 074723,   84.3,   1.45,
1130200613, 032900, 074625,   93.5,   1.79,
1130200611, 032900, 074423,  115.1,   1.49,
1130200610, 032900, 074321,  125.2,   1.49,
1130200609, 032900, 074223,  134.0,   1.50,
1130200608, 032900, 074121,  149.3,   1.91,
1140200124, 042500, 171551,    4.4,   2.67,
1140200224, 042500, 195959,    5.2,   2.44,
1140200223, 042500, 195720,   45.0,   1.61,
1140200222, 042500, 195600,   70.4,   1.61,
1140200221, 042500, 195404,  140.1,   2.19,
1140200622, 042600, 075937,    4.9,   1.45,
1140200621, 042600, 075829,   14.9,   2.23,
1140200619, 042600, 075709,   25.0,   1.44,
1140200618, 042600, 075603,   35.5,   1.47,
1140200617, 042600, 075502,   44.7,   1.45,
1140200616, 042600, 075347,   60.7,   1.44,
1140200615, 042600, 075153,   75.0,   1.59,
1140200614, 042600, 075049,   83.9,   1.37,
1140200613, 042600, 074944,   94.8,   2.10,
1140200612, 042600, 074843,  104.0,   1.40,
1140200611, 042600, 074739,  114.2,   1.41,
1140200610, 042600, 074633,  124.6,   2.21,
1140200609, 042600, 074532,  134.7,   1.88,
1140200608, 042600, 074423,  149.3,   2.03,
