Hawaii Ocean Time-series : 06-Sep-2023 05:11:43
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, tdp, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0010200705, 103188, 150832,   10.7,   0.26,
0010201111, 110188, 120733,   16.6,   0.27,
0010201110, 110188, 120612,   36.5,   0.27,
0010201109, 110188, 120440,   56.4,   0.26,
0010201108, 110188, 120300,   77.8,   0.25,
0010201107, 110188, 120127,   97.8,   0.25,
0010201106, 110188, 120000,  117.3,   0.27,
0020200411, 120288, 104126,   15.6,   0.23,
0020200510, 120288, 142015,    1.5,   0.26,
0020200506, 120288, 141521,   97.9,   0.23,
0020200504, 120288, 141204,  148.6,   0.31,
0030200612, 010989, 000336,    2.8,   0.24,
0030200610, 010889, 235717,   38.2,   0.24,
0030200608, 010889, 235244,   79.4,   0.25,
0030200606, 010889, 234853,  117.5,   0.27,
0040200606, 022889, 150904,   41.8,   0.27,
0040200604, 022889, 150544,   99.6,   0.22,
0060200512, 051889, 094945,    4.5,   0.37,
0060200510, 051889, 094545,   39.4,   0.33,
0060200508, 051889, 093731,   79.0,   0.30,
0060200507, 051889, 093620,   99.0,   0.33,
0060200504, 051889, 092802,  129.0,   0.45,
0070200412, 062489, 095140,  105.2,   0.28,
0080200512, 072989, 073217,    5.6,   0.31,
0080200511, 072989, 073023,   27.4,   0.31,
0080200510, 072989, 072902,   46.8,   0.35,
0080200509, 072989, 072744,   61.7,   0.31,
0080200508, 072989, 072620,   77.3,   0.27,
0080200507, 072989, 072441,   87.8,   0.23,
0080200506, 072989, 072254,   98.5,   0.27,
0080200505, 072989, 072146,  109.3,   0.28,
0080200504, 072989, 072025,  119.2,   0.24,
0080200503, 072989, 071851,  130.5,   0.30,
0090200512, 082489, 055807,    4.8,   0.32,
0090200511, 082489, 055554,   25.8,   0.31,
0090200510, 082489, 055423,   45.8,   0.33,
0090200509, 082489, 055301,   61.6,   0.28,
0090200508, 082489, 055147,   76.1,   0.28,
0090200507, 082489, 055035,   87.3,   0.24,
0090200506, 082489, 054928,   97.4,   0.23,
0090200505, 082489, 054759,  109.0,   0.23,
0090200504, 082489, 054656,  118.0,   0.24,
0090200503, 082489, 054551,  130.5,   0.21,
0100201223, 092389, 102511,    6.3,   0.28,
0100201222, 092389, 102346,   26.5,   0.26,
0100201221, 092389, 102210,   47.4,   0.26,
0100201220, 092389, 102110,   63.2,   0.26,
0100201219, 092389, 102006,   79.0,   0.25,
0100201217, 092389, 101821,   98.6,   0.24,
0100201216, 092389, 101728,  111.2,   0.25,
0100201215, 092389, 101631,  119.9,   0.29,
0100201214, 092389, 101503,  131.7,   0.33,
0110201617, 101989, 214946,    4.8,   0.26,
0110201616, 101989, 214725,   25.5,   0.23,
0110201615, 101989, 214629,   45.4,   0.24,
0110201614, 101989, 214545,   61.7,   0.21,
0110201613, 101989, 214504,   76.4,   0.21,
0110201612, 101989, 214425,   86.7,   0.19,
0110201611, 101989, 214344,   96.5,   0.21,
0110201610, 101989, 214309,  106.4,   0.21,
0110201609, 101989, 214234,  116.8,   0.21,
0110201608, 101989, 214149,  129.7,   0.21,
0120200613, 112889, 203245,    5.8,   0.26,
0120200612, 112889, 203153,   25.3,   0.25,
0120200611, 112889, 203109,   45.6,   0.25,
0120200609, 112889, 202949,   76.5,   0.26,
0120200608, 112889, 202912,   86.6,   0.25,
0120200607, 112889, 202834,   96.3,   0.25,
0120200606, 112889, 202758,  106.7,   0.27,
0120200605, 112889, 202715,  119.6,   0.27,
0120200604, 112889, 202629,  130.6,   0.27,
0130200411, 010590, 050532,   45.8,   0.23,
0130200410, 010590, 050424,   60.0,   0.22,
0130200409, 010590, 050321,   75.5,   0.22,
0130200408, 010590, 050156,   85.6,   0.23,
0130200407, 010590, 050059,   95.1,   0.21,
0130200406, 010590, 045956,  105.9,   0.22,
0130200405, 010590, 045822,  117.3,   0.23,
0130200404, 010590, 045652,  126.9,   0.24,
0130200403, 010590, 045410,  136.8,   0.26,
0130200521, 010590, 084421,   12.3,   0.24,
0130200519, 010590, 084005,   26.7,   0.23,
0140201223, 021690, 174137,    4.2,   0.28,
0140201222, 021690, 174024,   14.0,   0.28,
0140201221, 021690, 173923,   24.9,   0.28,
0140201220, 021690, 173834,   34.9,   0.30,
0140201219, 021690, 173743,   45.9,   0.28,
0140201218, 021690, 173651,   60.8,   0.24,
0140201217, 021690, 173556,   75.6,   0.27,
0140201216, 021690, 173508,   85.3,   0.30,
0140201215, 021690, 173419,   96.4,   0.28,
0140201214, 021690, 173327,  105.9,   0.27,
0140201213, 021690, 173238,  115.6,   0.26,
0140201212, 021690, 173151,  125.4,   0.34,
0140201211, 021690, 173058,  135.7,   0.30,
0150200623, 031990, 082925,  116.7,   0.24,
0150200622, 031990, 082816,  126.9,   0.23,
0150200621, 031990, 082706,  137.2,   0.25,
0150200713, 031990, 114727,    5.6,   0.26,
0150200712, 031990, 114631,   15.7,   0.28,
0150200711, 031990, 114529,   25.5,   0.31,
0150200710, 031990, 114432,   35.1,   0.28,
0150200709, 031990, 114336,   45.3,   0.26,
0150200708, 031990, 114227,   60.6,   0.26,
0150200707, 031990, 114116,   75.1,   0.28,
0150200706, 031990, 114005,   87.1,   0.31,
0150200705, 031990, 113852,   99.0,   0.27,
0150200704, 031990, 113734,  110.0,   0.26,
0160200623, 041390, 061646,   81.5,   0.27,
0160200622, 041390, 061446,  117.3,   0.28,
0160200621, 041390, 061327,  128.7,   0.27,
0160200620, 041390, 061157,  137.0,   0.27,
0160200714, 041390, 091344,    6.3,   0.28,
0160200713, 041390, 091248,   16.6,   0.30,
0160200712, 041390, 091158,   25.7,   0.27,
0160200710, 041390, 091046,   36.9,   0.27,
0160200709, 041390, 091000,   45.9,   0.25,
0160200708, 041390, 090901,   61.8,   0.27,
0160200707, 041390, 090806,   61.8,   0.28,
0160200706, 041390, 090709,   78.0,   0.25,
0160200705, 041390, 090614,   98.5,   0.26,
0160200704, 041390, 090513,  108.8,   0.28,
0170200523, 050990, 050946,    6.2,   0.33,
0170200520, 050990, 050727,   26.9,   0.30,
0170200518, 050990, 050615,   36.8,   0.24,
0170200517, 050990, 050442,   46.4,   0.21,
0170200516, 050990, 050338,   62.7,   0.21,
0170200515, 050990, 050235,   77.4,   0.21,
0170200514, 050990, 050140,   87.4,   0.21,
0170200513, 050990, 050027,   97.9,   0.21,
0170200512, 050990, 045923,  106.8,   0.21,
0170200511, 050990, 045819,  118.0,   0.20,
0170200510, 050990, 045652,  129.9,   0.17,
0170200509, 050990, 045459,  137.0,   0.24,
0180200522, 061390, 071330,    5.2,   0.30,
0180200520, 061390, 071021,   26.2,   0.23,
0180200518, 061390, 070904,   35.1,   0.24,
0180200517, 061390, 070813,   45.6,   0.25,
0180200516, 061390, 070703,   60.7,   0.25,
0180200515, 061390, 070606,   76.0,   0.25,
0180200513, 061390, 070415,   96.7,   0.27,
0180200512, 061390, 070321,  106.9,   0.24,
0180200511, 061390, 070223,  117.2,   0.27,
0180200509, 061390, 070024,  137.2,   0.35,
0190200620, 072590, 095515,    4.7,   0.28,
0190200618, 072590, 095128,   26.5,   0.29,
0190200617, 072590, 094952,   36.8,   0.26,
0190200616, 072590, 094838,   46.3,   0.26,
0190200615, 072590, 094647,   61.7,   0.25,
0190200614, 072590, 094530,   77.4,   0.28,
0190200613, 072590, 094410,   87.2,   0.26,
0190200612, 072590, 094244,   97.1,   0.24,
0190200610, 072590, 094009,  117.5,   0.23,
0190200608, 072590, 093610,  137.5,   0.33,
0220200422, 121890, 044140,  118.8,   0.25,
0220200421, 121890, 044047,  129.9,   0.24,
0220200420, 121890, 043950,  139.3,   0.27,
0220200523, 121890, 075016,    7.0,   0.23,
0220200521, 121890, 074904,   14.9,   0.25,
0220200520, 121890, 074741,   27.0,   0.29,
0220200518, 121890, 074554,   45.8,   0.25,
0220200517, 121890, 074452,   45.8,   0.24,
0220200516, 121890, 074348,   61.9,   0.24,
0220200515, 121890, 074258,   76.5,   0.25,
0220200514, 121890, 074208,   86.0,   0.23,
0220200513, 121890, 074113,   96.2,   0.24,
0220200512, 121890, 074032,  106.2,   0.24,
0220200510, 121890, 073855,  116.6,   0.24,
0220200508, 121890, 073700,  128.0,   0.32,
0230200323, 020391, 081547,    6.0,   0.29,
0230200320, 020391, 081311,   26.1,   0.27,
0230200318, 020391, 081152,   36.0,   0.26,
0230200317, 020391, 081055,   49.6,   0.24,
0230200316, 020391, 080922,   62.1,   0.23,
0230200315, 020391, 080754,   75.6,   0.24,
0230200314, 020391, 080650,   88.4,   0.23,
0230200313, 020391, 080536,   99.1,   0.23,
0230200312, 020391, 080427,  107.3,   0.22,
0230200311, 020391, 080314,  118.2,   0.22,
0230200310, 020391, 080211,  128.5,   0.23,
0230200309, 020391, 080056,  139.0,   0.26,
0240200123, 030691, 203200,    5.4,   0.22,
0240200120, 030691, 202900,   19.1,   0.24,
0240200118, 030691, 202700,   36.8,   0.26,
0240200117, 030691, 202600,   39.7,   0.23,
0240200116, 030691, 202100,   63.7,   0.21,
0240200115, 030691, 201900,   78.9,   0.23,
0240200114, 030691, 201800,   86.2,   0.24,
0240200113, 030691, 201700,   94.7,   0.24,
0240200112, 030691, 201600,  105.3,   0.21,
0240200111, 030691, 201500,  117.6,   0.22,
0240200110, 030691, 201300,  126.5,   0.23,
0240200109, 030691, 201100,  139.2,   0.27,
0250200518, 041091, 074802,   27.2,   0.28,
0250200517, 041091, 074701,   37.9,   0.28,
0250200516, 041091, 074557,   48.7,   0.29,
0250200515, 041091, 074428,   65.1,   0.28,
0250200514, 041091, 074317,   77.5,   0.25,
0250200513, 041091, 074223,   88.9,   0.26,
0250200512, 041091, 074123,   98.6,   0.25,
0250200511, 041091, 074027,  108.2,   0.28,
0250200510, 041091, 073931,  119.6,   0.29,
0250200509, 041091, 073841,  130.3,   0.30,
0260200420, 050891, 113631,   18.3,   0.28,
0260200418, 050891, 113524,   26.4,   0.29,
0260200417, 050891, 113413,   36.7,   0.28,
0260200416, 050891, 113254,   46.0,   0.25,
0260200415, 050891, 113151,   64.3,   0.22,
0260200414, 050891, 113100,   78.0,   0.22,
0260200413, 050891, 113007,   86.9,   0.21,
0260200412, 050891, 112835,   98.0,   0.20,
0260200411, 050891, 112740,  104.6,   0.21,
0260200410, 050891, 112641,  114.8,   0.23,
0260200409, 050891, 112543,  126.3,   0.22,
0260200408, 050891, 112431,  140.5,   0.21,
0270200623, 060591, 070845,    6.5,   0.30,
0270200620, 060591, 070701,   16.2,   0.29,
0270200619, 060591, 070603,   27.8,   0.31,
0270200618, 060591, 070512,   37.9,   0.30,
0270200617, 060591, 070421,   47.7,   0.23,
0270200616, 060591, 070315,   63.6,   0.23,
0270200615, 060591, 070211,   78.2,   0.22,
0270200614, 060591, 070106,   90.2,   0.26,
0270200613, 060591, 070010,   99.2,   0.21,
0270200612, 060591, 065911,  109.6,   0.22,
0270200611, 060591, 065819,  120.2,   0.24,
0270200610, 060591, 065723,  130.2,   0.26,
0270200609, 060591, 065633,  139.0,   0.23,
0280200521, 071091, 070401,    3.3,   0.29,
0280200520, 071091, 070313,   13.3,   0.34,
0280200518, 071091, 070208,   23.3,   0.32,
0280200517, 071091, 070122,   34.0,   0.31,
0280200516, 071091, 070037,   43.2,   0.32,
0280200515, 071091, 065939,   58.9,   0.29,
0280200514, 071091, 065843,   73.9,   0.34,
0280200513, 071091, 065751,   84.7,   0.29,
0280200512, 071091, 065656,   94.5,   0.29,
0280200511, 071091, 065603,  104.4,   0.28,
0280200510, 071091, 065511,  115.1,   0.29,
0280200509, 071091, 065405,  127.4,   0.31,
0280200508, 071091, 065257,  135.8,   0.37,
0290200618, 081091, 100104,   34.8,   0.34,
0290200617, 081091, 100003,   42.2,   0.28,
0290200615, 081091, 095735,   75.7,   0.30,
0290200614, 081091, 095639,   87.6,   0.34,
0290200613, 081091, 095545,   98.2,   0.29,
0290200612, 081091, 095417,  107.6,   0.31,
0290200611, 081091, 095321,  117.7,   0.30,
0290200610, 081091, 095219,  129.6,   0.31,
0290200609, 081091, 095121,  139.3,   0.36,
0300200514, 091891, 055457,  111.4,   0.29,
0300200513, 091891, 055406,  121.8,   0.28,
0300200512, 091891, 055306,  131.5,   0.29,
0300200511, 091891, 055209,  141.7,   0.32,
0300200615, 091891, 082714,   11.3,   0.29,
0300200612, 091891, 082414,   31.1,   0.28,
0300200611, 091891, 082254,   41.1,   0.31,
0300200610, 091891, 082113,   50.8,   0.32,
0300200608, 091891, 081922,   67.7,   0.28,
0300200607, 091891, 081804,   83.3,   0.29,
0300200606, 091891, 081650,   95.6,   0.34,
0300200605, 091891, 081542,  105.4,   0.35,
0310200416, 102191, 075430,  103.9,   0.23,
0310200415, 102191, 075327,  114.6,   0.27,
0310200413, 102191, 075154,  124.7,   0.36,
0310200412, 102191, 075100,  135.1,   0.26,
0310200518, 102191, 104230,    6.7,   0.29,
0310200516, 102191, 104112,   16.8,   0.30,
0310200515, 102191, 104021,   27.0,   0.26,
0310200513, 102191, 103902,   35.9,   0.35,
0310200512, 102191, 103810,   46.5,   0.29,
0310200511, 102191, 103710,   61.3,   0.33,
0310200510, 102191, 103606,   76.8,   0.33,
0310200509, 102191, 103514,   87.1,   0.27,
0310200508, 102191, 103421,   97.4,   0.24,
0320200512, 120691, 064650,   99.2,   0.31,
0320200511, 120691, 064602,  105.3,   0.29,
0320200510, 120691, 064511,  115.8,   0.34,
0320200508, 120691, 064320,  137.6,   0.37,
0320200612, 120691, 090247,    6.6,   0.36,
0320200611, 120691, 090142,   14.2,   0.34,
0320200609, 120691, 090013,   24.3,   0.33,
0320200607, 120691, 085751,   45.7,   0.36,
0320200606, 120691, 085700,   61.1,   0.38,
0320200605, 120691, 085605,   75.4,   0.37,
0320200604, 120691, 085503,   88.6,   0.37,
0330200412, -00009, -00009,  107.2,   0.30,
0330200411, -00009, -00009,  115.5,   0.34,
0330200410, -00009, -00009,  126.7,   0.37,
0330200409, -00009, -00009,  135.9,   0.35,
0330200513, -00009, -00009,    5.8,   0.28,
0330200510, -00009, -00009,   26.3,   0.31,
0330200509, -00009, -00009,   36.4,   0.35,
0330200508, -00009, -00009,   46.7,   0.33,
0330200507, -00009, -00009,   62.0,   0.30,
0330200506, -00009, -00009,   77.4,   0.30,
0330200505, -00009, -00009,   87.9,   0.28,
0330200504, -00009, -00009,   96.7,   0.30,
0340201108, 021592, 093935,  138.0,   0.35,
0340201217, 021592, 130334,    5.6,   0.31,
0340201214, 021592, 130057,   29.9,   0.31,
0340201213, 021592, 125951,   37.6,   0.31,
0340201211, 021592, 125659,   63.9,   0.35,
0340201210, 021592, 125447,   77.3,   0.33,
0340201209, 021592, 125253,   85.0,   0.42,
0340201207, 021592, 125045,   92.5,   0.34,
0350200212, -00009, -00009,  118.2,   0.33,
0350200211, -00009, -00009,  121.2,   0.32,
0350200210, -00009, -00009,  126.7,   0.33,
0350200208, -00009, -00009,  136.8,   0.32,
0350200311, -00009, -00009,    7.2,   0.44,
0350200309, -00009, -00009,   26.4,   0.37,
0350200308, -00009, -00009,   37.2,   0.43,
0350200307, -00009, -00009,   47.3,   0.38,
0350200306, -00009, -00009,   61.3,   0.44,
0350200305, -00009, -00009,   78.2,   0.37,
0350200304, -00009, -00009,   87.9,   0.34,
0350200303, -00009, -00009,   99.1,   0.35,
0360200521, -00009, -00009,    8.2,   0.28,
0360200520, -00009, -00009,   18.3,   0.30,
0360200518, -00009, -00009,   29.5,   0.32,
0360200517, -00009, -00009,   38.4,   0.34,
0360200516, -00009, -00009,   48.7,   0.33,
0360200514, -00009, -00009,   78.5,   0.29,
0360200513, -00009, -00009,   88.8,   0.36,
0360200512, -00009, -00009,   99.2,   0.36,
0360200511, -00009, -00009,  109.3,   0.30,
0360200510, -00009, -00009,  119.6,   0.30,
0360200509, -00009, -00009,  128.3,   0.37,
0360200508, -00009, -00009,  138.2,   0.34,
0370200423, 060992, 071802,    4.6,   0.40,
0370200420, 060992, 071444,   24.7,   0.38,
0370200418, 060992, 071302,   34.6,   0.34,
0370200417, 060992, 071144,   44.8,   0.42,
0370200416, 060992, 071021,   59.6,   0.32,
0370200415, 060992, 070851,   74.9,   0.40,
0370200414, 060992, 070726,   84.9,   0.40,
0370200413, 060992, 070602,   94.9,   0.34,
0370200412, 060992, 070437,  103.9,   0.34,
0370200411, 060992, 070317,  113.4,   0.45,
0370200410, 060992, 070139,  124.5,   0.36,
0370200409, 060992, 070016,  135.9,   0.36,
0370200408, 060992, 065839,  148.3,   0.42,
0380200621, 070592, 083656,    8.7,   0.33,
0380200618, 070592, 083455,   28.4,   0.35,
0380200617, 070592, 083414,   38.4,   0.31,
0380200616, 070592, 083332,   48.5,   0.30,
0380200615, 070592, 083238,   63.5,   0.29,
0380200614, 070592, 083151,   78.1,   0.29,
0380200613, 070592, 083104,   87.2,   0.32,
0380200612, 070592, 083018,   97.5,   0.33,
0380200611, 070592, 082902,  108.5,   0.29,
0380200610, 070592, 082805,  118.1,   0.28,
0380200609, 070592, 082709,  129.3,   0.26,
0380200608, 070592, 082613,  139.0,   0.29,
0390201220, 080692, 090836,  109.0,   0.27,
0390201218, 080692, 090714,  128.8,   0.33,
0390201217, 080692, 090637,  138.1,   0.32,
0390201316, 080692, 112648,    9.9,   0.28,
0390201312, 080692, 112443,   31.1,   0.28,
0390201311, 080692, 112430,   31.0,   0.31,
0390201310, 080692, 112346,   40.3,   0.30,
0390201309, 080692, 112307,   49.3,   0.33,
0390201308, 080692, 112220,   64.8,   0.38,
0390201307, 080692, 112117,   80.1,   0.30,
0390201306, 080692, 112029,   92.1,   0.29,
0400200621, -00009, -00009,   15.6,   0.25,
0400200620, -00009, -00009,   25.4,   0.26,
0400200618, -00009, -00009,   35.4,   0.24,
0400200617, -00009, -00009,   45.4,   0.26,
0400200615, -00009, -00009,   74.7,   0.27,
0400200614, -00009, -00009,   82.8,   0.27,
0400200613, -00009, -00009,   94.0,   0.26,
0400200612, -00009, -00009,   94.0,   0.29,
0400200611, -00009, -00009,  105.5,   0.27,
0400200610, -00009, -00009,  115.0,   0.26,
0400200609, -00009, -00009,  124.8,   0.30,
0400200608, -00009, -00009,  134.2,   0.28,
0400200607, -00009, -00009,  134.2,   0.31,
0410200621, -00009, -00009,    8.5,   0.30,
0410200620, -00009, -00009,   15.4,   0.28,
0410200618, -00009, -00009,   24.7,   0.22,
0410200617, -00009, -00009,   34.6,   0.33,
0410200616, -00009, -00009,   44.7,   0.24,
0410200615, -00009, -00009,   59.7,   0.29,
0410200614, -00009, -00009,   74.7,   0.24,
0410200613, -00009, -00009,   84.8,   0.24,
0410200612, -00009, -00009,   95.8,   0.26,
0410200611, -00009, -00009,  105.2,   0.29,
0410200610, -00009, -00009,  115.0,   0.31,
0410200609, -00009, -00009,  125.0,   0.33,
0410200608, -00009, -00009,  132.6,   0.32,
0410200607, -00009, -00009,  148.4,   0.36,
0420200112, -00009, -00009,  115.0,   0.30,
0420200111, -00009, -00009,  125.0,   0.30,
0420200109, -00009, -00009,  150.0,   0.28,
0420200212, -00009, -00009,    5.0,   0.33,
0420200211, -00009, -00009,   15.0,   0.31,
0420200210, -00009, -00009,   25.0,   0.32,
0420200209, -00009, -00009,   35.0,   0.32,
0420200208, -00009, -00009,   45.0,   0.33,
0420200207, -00009, -00009,   60.0,   0.32,
0420200206, -00009, -00009,   75.0,   0.32,
0420200205, -00009, -00009,   85.0,   0.32,
0420200204, -00009, -00009,   95.0,   0.29,
0420200203, -00009, -00009,  105.0,   0.35,
0420200202, -00009, -00009,  115.0,   0.28,
0420200201, -00009, -00009,  135.0,   0.30,
0430200612, -00009, -00009,    5.0,   0.26,
0430200611, -00009, -00009,   15.0,   0.30,
0430200610, -00009, -00009,   25.0,   0.42,
0430200609, -00009, -00009,   35.0,   0.28,
0430200608, -00009, -00009,   45.0,   0.28,
0430200607, -00009, -00009,   60.0,   0.25,
0430200606, -00009, -00009,   75.0,   0.25,
0430200605, -00009, -00009,   85.0,   0.23,
0430200604, -00009, -00009,   95.0,   0.27,
0430200603, -00009, -00009,  105.0,   0.26,
0430200602, -00009, -00009,  115.0,   0.27,
0430200601, -00009, -00009,  135.0,   0.30,
0430200712, -00009, -00009,  115.0,   0.27,
0430200711, -00009, -00009,  125.0,   0.24,
0430200710, -00009, -00009,  135.0,   0.24,
0430200709, -00009, -00009,  150.0,   0.28,
0440200412, 012093, 065339,  135.1,   0.25,
0440200411, 012093, 064858,  149.7,   0.35,
0440200512, 012093, 100604,    9.1,   0.26,
0440200511, 012093, 100428,   24.7,   0.22,
0440200510, 012093, 100321,   35.6,   0.26,
0440200509, 012093, 100211,   45.3,   0.33,
0440200507, 012093, 095907,   75.5,   0.27,
0440200506, 012093, 095814,   86.1,   0.28,
0440200505, 012093, 095707,   95.3,   0.30,
0440200504, 012093, 095551,  104.0,   0.27,
0440200502, 012093, 095354,  130.4,   0.25,
0450200621, 021793, 071005,    5.1,   0.24,
0450200618, 021793, 070703,   24.3,   0.23,
0450200617, 021793, 070557,   35.5,   0.27,
0450200616, 021793, 070450,   45.4,   0.24,
0450200615, 021793, 070319,   58.7,   0.25,
0450200614, 021793, 070157,   74.3,   0.27,
0450200613, 021793, 070040,   84.6,   0.25,
0450200612, 021793, 065942,   94.6,   0.27,
0450200611, 021793, 065829,  104.7,   0.26,
0450200610, 021793, 065657,  114.5,   0.31,
0450200609, 021793, 065354,  124.5,   0.38,
0450200608, 021793, 065233,  137.0,   0.42,
0460200323, 041493, 071322,    3.8,   0.28,
0460200322, 041493, 071130,   15.0,   0.28,
0460200320, 041493, 071013,   26.0,   0.26,
0460200319, 041493, 070922,   34.9,   0.39,
0460200318, 041493, 070831,   44.4,   0.24,
0460200317, 041493, 070738,   60.2,   0.24,
0460200316, 041493, 070643,   75.5,   0.22,
0460200315, 041493, 070547,   85.4,   0.21,
0460200314, 041493, 070452,   95.9,   0.20,
0460200313, 041493, 070356,  104.9,   0.20,
0460200312, 041493, 070245,  115.0,   0.21,
0460200311, 041493, 070154,  125.0,   0.24,
0460200310, 041493, 070057,  134.9,   0.24,
0460200417, 041493, 103826,  104.2,   0.23,
0460200416, 041493, 103653,  148.1,   0.25,
0470200924, 052193, 020723,    6.5,   0.34,
0470200922, 052193, 020536,   14.8,   0.27,
0470200920, 052193, 020352,   24.5,   0.33,
0470200919, 052193, 020232,   34.9,   0.28,
0470200918, 052193, 020124,   45.0,   0.32,
0470200917, 052193, 015956,   55.1,   0.28,
0470200916, 052193, 015822,   74.7,   0.23,
0470200915, 052193, 015715,   85.0,   0.21,
0470200914, 052193, 015611,   95.3,   0.22,
0470200913, 052193, 015432,  106.3,   0.33,
0470200912, 052193, 015321,  116.4,   0.22,
0470200911, 052193, 015212,  124.5,   0.27,
0470200910, 052193, 015057,  134.8,   0.25,
0490200723, 091493, 063900,    5.4,   0.25,
0490200722, 091493, 063652,   15.6,   0.26,
0490200721, 091493, 063459,   25.6,   0.28,
0490200720, 091493, 063257,   36.7,   0.25,
0490200719, 091493, 063103,   46.6,   0.24,
0490200717, 091493, 062724,   61.4,   0.26,
0490200716, 091493, 062523,   76.2,   0.23,
0490200715, 091493, 062336,   86.5,   0.22,
0490200714, 091493, 062137,   96.4,   0.23,
0490200713, 091493, 061950,  105.9,   0.22,
0490200712, 091493, 061805,  116.2,   0.22,
0490200710, 091493, 061437,  125.6,   0.23,
0490200708, 091493, 061111,  136.3,   0.26,
0500200623, 102993, 074530,    7.1,   0.24,
0500200622, 102993, 074421,   17.2,   0.24,
0500200620, 102993, 074255,   27.1,   0.25,
0500200619, 102993, 074117,   37.3,   0.24,
0500200618, 102993, 074000,   48.4,   0.22,
0500200617, 102993, 073831,   58.5,   0.24,
0500200616, 102993, 073558,   80.3,   0.27,
0500200615, 102993, 073442,   78.9,   0.22,
0500200614, 102993, 073318,   93.4,   0.21,
0500200613, 102993, 073200,  105.2,   0.21,
0500200612, 102993, 073009,  117.8,   0.21,
0500200610, 102993, 072754,  125.0,   0.23,
0500200608, 102993, 072512,  138.4,   0.24,
0500200607, 102993, 072336,  148.9,   0.32,
0510200422, 012094, 091215,    7.5,   0.26,
0510200421, 012094, 091156,   17.1,   0.29,
0510200419, 012094, 090954,   27.3,   0.32,
0510200418, 012094, 090940,   36.7,   0.34,
0510200416, 012094, 090726,   62.9,   0.27,
0510200415, 012094, 090613,   76.6,   0.27,
0510200414, 012094, 090504,   85.8,   0.28,
0510200413, 012094, 090409,   96.1,   0.28,
0510200412, 012094, 090312,  106.4,   0.25,
0510200411, 012094, 090218,  114.6,   0.27,
0510200410, 012094, 090118,  125.7,   0.26,
0510200409, 012094, 090023,  136.4,   0.31,
0520200517, 021794, 065711,    4.8,   0.33,
0520200516, 021794, 065604,   15.0,   0.32,
0520200515, 021794, 065455,   25.4,   0.32,
0520200514, 021794, 065351,   35.0,   0.29,
0520200513, 021794, 065249,   44.9,   0.30,
0520200512, 021794, 065129,   61.4,   0.30,
0520200511, 021794, 065000,   77.8,   0.27,
0520200510, 021794, 064852,   85.6,   0.28,
0520200509, 021794, 064752,   95.4,   0.30,
0520200508, 021794, 064651,  106.1,   0.39,
0520200507, 021794, 064545,  114.4,   0.26,
0520200506, 021794, 064445,  125.5,   0.27,
0520200505, 021794, 064343,  135.2,   0.28,
0530200621, 030994, 060838,    4.6,   0.28,
0530200620, 030994, 060708,   14.9,   0.27,
0530200618, 030994, 060546,   25.2,   0.32,
0530200617, 030994, 060448,   36.8,   0.26,
0530200616, 030994, 060347,   45.5,   0.26,
0530200615, 030994, 060226,   60.1,   0.30,
0530200614, 030994, 060130,   75.0,   0.26,
0530200613, 030994, 060043,   83.3,   0.27,
0530200612, 030994, 055938,   95.2,   0.28,
0530200611, 030994, 055837,  104.9,   0.25,
0530200610, 030994, 055737,  115.9,   0.25,
0530200609, 030994, 055642,  125.8,   0.24,
0530200608, 030994, 055535,  135.0,   0.23,
0530200607, 030994, 055225,  149.2,   0.25,
0540201321, 061994, 230633,    5.1,   0.29,
0540201320, 061994, 230503,   14.9,   0.29,
0540201318, 061994, 230339,   24.7,   0.28,
0540201316, 061994, 230056,   44.6,   0.27,
0540201315, 061994, 225936,   59.7,   0.30,
0540201314, 061994, 225807,   75.4,   0.36,
0540201313, 061994, 225646,   84.7,   0.30,
0540201312, 061994, 225524,   95.7,   0.28,
0540201311, 061994, 225403,  105.1,   0.24,
0540201310, 061994, 225242,  113.8,   0.22,
0540201309, 061994, 225114,  125.3,   0.21,
0540201308, 061994, 224943,  136.6,   0.21,
0550200423, 072594, 080830,    4.7,   0.32,
0550200422, 072594, 080712,   14.8,   0.30,
0550200420, 072594, 080534,   24.6,   0.32,
0550200419, 072594, 080425,   34.2,   0.32,
0550200418, 072594, 080309,   43.8,   0.33,
0550200417, 072594, 080147,   59.8,   0.34,
0550200416, 072594, 080028,   74.3,   0.37,
0550200414, 072594, 075845,   84.3,   0.32,
0550200413, 072594, 075707,   94.9,   0.28,
0550200412, 072594, 075548,  104.2,   0.30,
0550200411, 072594, 075431,  115.3,   0.28,
0550200410, 072594, 075215,  124.2,   0.29,
0550200409, 072594, 075043,  134.4,   0.28,
0550200407, 072594, 074814,  149.6,   0.30,
0560200521, 083094, 064533,    4.5,   0.28,
0560200520, 083094, 064429,   14.6,   0.39,
0560200518, 083094, 064310,   25.2,   0.38,
0560200517, 083094, 064204,   35.2,   0.36,
0560200516, 083094, 064059,   44.6,   0.36,
0560200515, 083094, 063939,   59.6,   0.29,
0560200514, 083094, 063820,   75.9,   0.35,
0560200513, 083094, 063710,   85.0,   0.30,
0560200512, 083094, 063552,   94.4,   0.32,
0560200511, 083094, 063441,  105.5,   0.34,
0560200510, 083094, 063309,  115.0,   0.32,
