Hawaii Ocean Time-series : 05-Sep-2023 22:50:56
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, don, 
#, mmddyy, hhmmss, dbar, umol/kg, 
2670200612, 112214, 070118,  100.0,   4.41,
2670200609, 112214, 065801,  125.6,   4.05,
2680200623, 121714, 103137,    7.8,   4.86,
2680200622, 121714, 102914,   14.2,   4.37,
2680200619, 121714, 102739,   26.3,   4.47,
2680200618, 121714, 102626,   35.6,   4.86,
2680200617, 121714, 102448,   45.3,   4.87,
2680200616, 121714, 102313,   59.1,   4.67,
2680200615, 121714, 102143,   75.5,   3.87,
2680200612, 121714, 101743,  100.3,   4.65,
2680200609, 121714, 101351,  127.1,   3.63,
2690200623, 022515, 073446,    4.8,   4.86,
2690200622, 022515, 073331,   15.2,   4.66,
2690200619, 022515, 073201,   25.0,   4.37,
2690200618, 022515, 073041,   35.4,   4.66,
2690200616, 022515, 072801,   61.1,   4.58,
2690200615, 022515, 072641,   74.8,   4.68,
2690200612, 022515, 072306,  100.6,   4.57,
2690200609, 022515, 071941,  125.2,   3.98,
2700200623, 033015, 125737,    4.5,   4.47,
2700200622, 033015, 125611,   14.0,   4.09,
2700200619, 033015, 125441,   24.6,   4.49,
2700200618, 033015, 125332,   35.1,   4.59,
2700200617, 033015, 125221,   45.0,   4.49,
2700200616, 033015, 125056,   60.0,   4.29,
2700200615, 033015, 124936,   74.8,   4.10,
2700200612, 033015, 124601,   98.9,   4.28,
2700200609, 033015, 124236,  123.6,   4.78,
2710200622, 042215, 082405,    6.0,   4.58,
2710200621, 042215, 082309,   14.9,   4.78,
2710200619, 042215, 082214,   24.0,   4.77,
2710200618, 042215, 082125,   35.2,   4.09,
2710200617, 042215, 082035,   44.7,   4.77,
2710200616, 042215, 081940,   59.8,   4.58,
2710200615, 042215, 081840,   75.2,   4.29,
2710200612, 042215, 081634,   98.9,   4.29,
2710200609, 042215, 081409,  125.1,   4.35,
2710200607, 042215, 081235,  149.0,   3.51,
2720200722, 052415, 070942,    4.4,   4.48,
2720200721, 052415, 070851,   14.3,   4.67,
2720200719, 052415, 070751,   24.7,   4.68,
2720200718, 052415, 070701,   34.7,   4.38,
2720200717, 052415, 070616,   43.6,   4.77,
2720200716, 052415, 070521,   59.1,   4.65,
2720200715, 052415, 070426,   75.1,   4.28,
2720200712, 052415, 070211,   99.9,   4.86,
2720200709, 052415, 065938,  125.2,   4.46,
2720200707, 052415, 065751,  149.8,   3.97,
2730200722, 062015, 072322,    6.4,   5.07,
2730200721, 062015, 072138,   15.3,   4.76,
2730200719, 062015, 072028,   24.1,   4.58,
2730200718, 062015, 071928,   35.2,   4.38,
2730200717, 062015, 071823,   44.0,   4.67,
2730200716, 062015, 071718,   60.2,   4.29,
2730200715, 062015, 071607,   74.7,   4.78,
2730200712, 062015, 071249,  100.9,   4.38,
2730200709, 062015, 070918,  125.6,   4.77,
2730200707, 062015, 070648,  149.9,   4.12,
2740200722, 072015, 070452,    6.1,   5.25,
2740200721, 072015, 070317,   14.4,   4.18,
2740200719, 072015, 070212,   25.7,   4.18,
2740200718, 072015, 070112,   35.6,   5.05,
2740200717, 072015, 070022,   44.6,   4.86,
2740200716, 072015, 065922,   59.7,   4.56,
2740200715, 072015, 065822,   75.7,   4.37,
2740200712, 072015, 065536,   99.3,   4.17,
2740200709, 072015, 065312,  125.9,   3.99,
2750200622, 081315, 070720,    4.6,   5.06,
2750200621, 081315, 070606,   15.5,   4.27,
2750200619, 081315, 070441,   25.5,   4.17,
2750200618, 081315, 070336,   35.3,   4.95,
2750200617, 081315, 070226,   46.2,   4.45,
2750200616, 081315, 070111,   60.6,   3.99,
2750200615, 081315, 070006,   75.3,   4.08,
2750200612, 081315, 065656,  100.2,   4.26,
2750200609, 081315, 065340,  125.0,   4.03,
2750200607, 081315, 065121,  149.4,   3.56,
2770200622, 101415, 065216,    5.7,   4.47,
2770200621, 101415, 065109,   15.7,   4.08,
2770200619, 101415, 064954,   25.1,   4.47,
2770200618, 101415, 064859,   35.2,   4.08,
2770200617, 101415, 064801,   45.0,   4.78,
2770200616, 101415, 064702,   59.7,   4.29,
2770200615, 101415, 064556,   75.1,   4.27,
2770200612, 101415, 064311,  100.0,   4.07,
2770200609, 101415, 064016,  125.1,   3.77,
2770200607, 101415, 063811,  149.6,   3.50,
2780200522, 111415, 072027,    4.8,   4.26,
2780200521, 111415, 071827,   16.3,   4.65,
2780200519, 111415, 071710,   24.8,   4.45,
2780200518, 111415, 071557,   34.6,   4.46,
2780200517, 111415, 071436,   44.2,   4.75,
2780200516, 111415, 071313,   60.1,   4.65,
2780200515, 111415, 071153,   74.9,   4.56,
2780200512, 111415, 070810,  100.7,   4.35,
2780200509, 111415, 070437,  124.4,   3.35,
2780200507, 111415, 070207,  150.0,   3.91,
2790200622, 120915, 070430,    4.9,   4.56,
2790200621, 120915, 070301,   15.4,   4.64,
2790200619, 120915, 070141,   24.9,   4.35,
2790200618, 120915, 070038,   34.6,   4.25,
2790200617, 120915, 065936,   44.8,   4.05,
2790200616, 120915, 065818,   61.3,   4.38,
2790200615, 120915, 065708,   74.6,   4.38,
2790200612, 120915, 065408,  100.5,   4.35,
2790200609, 120915, 065104,  125.7,   4.60,
2790200607, 120915, 064841,  149.8,   4.01,
2890200522, 012417, 083436,    5.2,   4.57,
2890200519, 012417, 083201,   24.6,   4.65,
2890200518, 012417, 083051,   34.4,   4.67,
2890200517, 012417, 082941,   44.8,   4.45,
2890200516, 012417, 082817,   60.4,   4.66,
2890200515, 012417, 082706,   73.8,   3.96,
2890200512, 012417, 082351,   99.2,   3.25,
2890200509, 012417, 082036,  124.4,   4.51,
2890200507, 012417, 081824,  149.0,   3.83,
2900200522, 022317, 102623,    5.8,   4.22,
2900200521, 022317, 102518,   15.8,   4.46,
2900200519, 022317, 102408,   24.5,   4.28,
2900200518, 022317, 102304,   35.8,   4.37,
2900200517, 022317, 102157,   46.0,   4.66,
2900200509, 022317, 101333,  125.1,   4.50,
2920200621, 042617, 072047,   15.3,   4.28,
2920200619, 042617, 071941,   25.3,   4.47,
2920200618, 042617, 071857,   34.5,   4.28,
2920200617, 042617, 071802,   45.2,   4.38,
2920200616, 042617, 071708,   60.7,   4.28,
2920200615, 042617, 071606,   75.9,   3.94,
2920200612, 042617, 071317,   99.7,   4.28,
2920200609, 042617, 071027,  125.9,   4.02,
2920200607, 042617, 070816,  149.6,   3.19,
2930200622, 052417, 075330,    5.8,   4.48,
2930200621, 052417, 075236,   15.1,   4.38,
2930200619, 052417, 075116,   25.5,   4.37,
2930200618, 052417, 075021,   34.5,   4.74,
2930200617, 052417, 074920,   45.4,   4.47,
2930200616, 052417, 074816,   59.8,   4.57,
2930200615, 052417, 074716,   74.7,   4.86,
2930200612, 052417, 074431,  109.8,   4.37,
2930200609, 052417, 074235,  124.6,   4.18,
2930200607, 052417, 074101,  149.0,   3.77,
2940200622, 062117, 080236,    7.7,   4.76,
2940200621, 062117, 080036,   17.3,   4.66,
2940200619, 062117, 075827,   25.4,   4.57,
2940200618, 062117, 075630,   35.5,   4.18,
2940200617, 062117, 075506,   45.2,   4.76,
2940200616, 062117, 075316,   60.5,   4.46,
2940200615, 062117, 075057,   75.3,   4.38,
2940200612, 062117, 074555,  100.2,   4.08,
2940200609, 062117, 074047,  125.7,   3.88,
2950200622, 080917, 070156,    5.2,   4.69,
2950200621, 080917, 070111,   14.6,   5.08,
2950200619, 080917, 070021,   24.9,   4.30,
2950200618, 080917, 065935,   34.4,   4.69,
2950200617, 080917, 065836,   45.9,   4.69,
2950200616, 080917, 065747,   60.1,   4.10,
2950200615, 080917, 065646,   75.0,   4.29,
2950200612, 080917, 065426,   99.9,   4.20,
2950200609, 080917, 065207,  125.1,   3.30,
